# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-19 14:09:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpzvtcylkn/f2c8wxg1.json
# random
#   seed = 32083
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/snia/snia-20230719150953.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-47.4806,0.927179,0.248998,2,7,0,50.2608,0.214607,81.9007,0.0125707,0.214607,81.9007,0.0125707,3.25865e+07,1.36969e+06,57571.6,23.8147,23.7549,23.7799,23.7786,23.7794,23.7694,23.7391,23.7706,23.7663,23.8729,23.8074,23.8705,23.8462,23.7886,23.8147,23.8687,23.7934,23.7368,23.8093,23.8067,23.7895,23.7944,23.7831,23.7819,23.7501,23.7813,23.8168,23.7884,23.7824,23.7929,23.7823,23.8024,23.7759,23.8014,23.7604,23.7551,23.8004,23.8091,23.7947,23.7396
-48.3697,0.777268,0.248998,3,13,0,50.3828,0.230516,75.0631,0.0143276,0.230516,75.0631,0.0143276,3.26121e+07,1.37023e+06,57571.6,23.8151,23.7555,23.7808,23.7796,23.7806,23.7709,23.7409,23.7727,23.7686,23.8755,23.8103,23.8738,23.8497,23.7925,23.8189,23.8732,23.7984,23.7422,23.8152,23.8129,23.7964,23.8017,23.7911,23.7904,23.7593,23.7912,23.8276,23.8,23.7949,23.8066,23.7971,23.8185,23.7935,23.8209,23.7817,23.7794,23.8276,23.8401,23.8329,23.7854
-46.6543,0.997665,0.248998,3,11,0,48.3714,0.233003,66.3926,0.0112578,0.233003,66.3926,0.0112578,3.2603e+07,1.37004e+06,57571.6,23.8151,23.7554,23.7806,23.7794,23.7804,23.7706,23.7405,23.7723,23.7682,23.875,23.8097,23.8731,23.8489,23.7916,23.818,23.8722,23.7972,23.7409,23.8138,23.8114,23.7947,23.7998,23.789,23.7881,23.7567,23.7884,23.8244,23.7965,23.791,23.8022,23.7921,23.8129,23.7871,23.8134,23.773,23.7686,23.8145,23.8236,23.8088,23.7512
-47.4858,0.940127,0.248998,3,7,0,47.8704,0.242308,57.3953,0.00900275,0.242308,57.3953,0.00900275,3.26051e+07,1.37008e+06,57571.6,23.8152,23.7555,23.7808,23.7797,23.7807,23.771,23.7409,23.7727,23.7687,23.8755,23.8103,23.8738,23.8496,23.7924,23.8188,23.8731,23.7982,23.742,23.8149,23.8126,23.7959,23.8012,23.7904,23.7896,23.7582,23.7899,23.826,23.7981,23.7926,23.8038,23.7936,23.8143,23.7883,23.8143,23.7736,23.7684,23.8133,23.8206,23.8011,23.7363
-47.6918,0.851797,0.248998,2,7,0,50.8739,0.241624,62.3862,0.0110844,0.241624,62.3862,0.0110844,3.26124e+07,1.37024e+06,57571.6,23.8152,23.7556,23.781,23.7799,23.7809,23.7712,23.7412,23.7731,23.7691,23.8761,23.8109,23.8744,23.8503,23.7932,23.8197,23.8741,23.7992,23.7431,23.8162,23.8139,23.7974,23.8028,23.7922,23.7915,23.7604,23.7923,23.8286,23.801,23.7958,23.8074,23.7977,23.8188,23.7934,23.8203,23.7804,23.7768,23.8234,23.8332,23.8194,23.7622
-48.6605,0.995086,0.248998,2,7,0,50.4122,0.241731,53.6287,0.00698384,0.241731,53.6287,0.00698384,3.25964e+07,1.3699e+06,57571.6,23.8151,23.7554,23.7806,23.7794,23.7804,23.7706,23.7405,23.7722,23.7681,23.8749,23.8096,23.8729,23.8487,23.7914,23.8178,23.8719,23.7969,23.7405,23.8133,23.8109,23.794,23.7991,23.7881,23.7871,23.7556,23.787,23.8228,23.7945,23.7887,23.7994,23.7889,23.8089,23.7823,23.8074,23.7657,23.7589,23.8018,23.8066,23.781,23.7076
-48.9005,0.940552,0.248998,4,15,0,49.3678,0.242808,54.8978,0.00626509,0.242808,54.8978,0.00626509,3.25948e+07,1.36987e+06,57571.6,23.815,23.7554,23.7806,23.7794,23.7804,23.7706,23.7404,23.7722,23.768,23.8748,23.8095,23.8729,23.8487,23.7913,23.8176,23.8718,23.7967,23.7404,23.8132,23.8107,23.7938,23.7988,23.7878,23.7868,23.7552,23.7866,23.8223,23.794,23.7881,23.7987,23.7881,23.808,23.7812,23.8061,23.7641,23.7568,23.7992,23.8031,23.7755,23.6992
-47.7775,0.891426,0.248998,3,11,0,51.605,0.226863,74.6714,0.00891433,0.226863,74.6714,0.00891433,3.25865e+07,1.36969e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7797,23.7697,23.7395,23.7711,23.7668,23.8735,23.8081,23.8712,23.8469,23.7894,23.8156,23.8695,23.7943,23.7378,23.8104,23.8077,23.7906,23.7955,23.7842,23.783,23.7512,23.7824,23.8178,23.7893,23.7833,23.7936,23.7828,23.8026,23.7757,23.8005,23.7586,23.7517,23.795,23.8004,23.7778,23.7103
-47.9302,1,0.248998,3,15,0,48.4932,0.250538,72.3938,0.00975747,0.250538,72.3938,0.00975747,3.26176e+07,1.37034e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7418,23.7738,23.7698,23.8769,23.8118,23.8754,23.8514,23.7944,23.8209,23.8754,23.8007,23.7446,23.8178,23.8157,23.7993,23.8048,23.7943,23.7938,23.7628,23.7948,23.8313,23.8038,23.7987,23.8105,23.8009,23.8221,23.7969,23.8238,23.7839,23.7802,23.8265,23.8357,23.8198,23.7589
-47.7163,1,0.248998,2,3,0,47.9807,0.244843,71.0475,0.00603752,0.244843,71.0475,0.00603752,3.25963e+07,1.3699e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7707,23.7406,23.7723,23.7682,23.875,23.8098,23.8731,23.8489,23.7916,23.818,23.8721,23.7971,23.7408,23.8136,23.8111,23.7943,23.7994,23.7884,23.7874,23.7558,23.7873,23.823,23.7948,23.7889,23.7996,23.789,23.809,23.7822,23.8071,23.7652,23.7579,23.8004,23.8042,23.7763,23.6993
-46.6012,0.996881,0.248998,3,11,0,47.7995,0.231783,73.7419,0.0112762,0.231783,73.7419,0.0112762,3.26017e+07,1.37001e+06,57571.6,23.815,23.7553,23.7806,23.7793,23.7803,23.7705,23.7404,23.7721,23.768,23.8748,23.8095,23.8729,23.8487,23.7914,23.8177,23.8719,23.7969,23.7406,23.8134,23.811,23.7943,23.7994,23.7886,23.7876,23.7562,23.7878,23.8238,23.7959,23.7903,23.8015,23.7914,23.812,23.7862,23.8124,23.7719,23.7674,23.8132,23.8222,23.8073,23.7496
-47.0949,0.910835,0.248998,2,3,0,47.2631,0.227732,73.4579,0.00957544,0.227732,73.4579,0.00957544,3.25902e+07,1.36977e+06,57571.6,23.8149,23.7551,23.7802,23.7789,23.7798,23.7699,23.7397,23.7713,23.7671,23.8738,23.8084,23.8716,23.8473,23.7898,23.8161,23.8701,23.7949,23.7384,23.8111,23.8085,23.7915,23.7964,23.7853,23.7841,23.7524,23.7837,23.8192,23.7909,23.7849,23.7955,23.7849,23.8049,23.7782,23.8034,23.7619,23.7556,23.7995,23.806,23.7854,23.7208
-46.789,0.820691,0.248998,3,15,0,48.7666,0.241548,73.9603,0.00844673,0.241548,73.9603,0.00844673,3.2602e+07,1.37002e+06,57571.6,23.8151,23.7555,23.7807,23.7796,23.7806,23.7708,23.7407,23.7725,23.7684,23.8753,23.8101,23.8734,23.8493,23.792,23.8184,23.8726,23.7977,23.7414,23.8143,23.8119,23.7952,23.8004,23.7895,23.7886,23.7572,23.7888,23.8248,23.7968,23.7912,23.8022,23.7919,23.8124,23.7862,23.8119,23.7709,23.7652,23.8095,23.8161,23.7948,23.7276
-47.9747,0.966246,0.248998,4,15,0,48.4641,0.260774,61.0649,0.00635367,0.260774,61.0649,0.00635367,3.26163e+07,1.37032e+06,57571.6,23.8155,23.7559,23.7814,23.7804,23.7815,23.772,23.7421,23.7741,23.7702,23.8772,23.8122,23.8758,23.8518,23.7949,23.8214,23.8759,23.8012,23.7452,23.8184,23.8163,23.7999,23.8054,23.7949,23.7943,23.7633,23.7953,23.8317,23.804,23.7988,23.8104,23.8005,23.8215,23.7957,23.822,23.7813,23.776,23.8203,23.8265,23.8027,23.7297
-50.7255,0.472116,0.248998,4,15,0,54.9743,0.227791,84.7445,0.00714651,0.227791,84.7445,0.00714651,3.25805e+07,1.36956e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7695,23.7392,23.7708,23.7665,23.8731,23.8076,23.8707,23.8464,23.7888,23.8149,23.8688,23.7935,23.7369,23.8094,23.8066,23.7894,23.7942,23.7828,23.7815,23.7495,23.7805,23.8157,23.787,23.7807,23.7907,23.7796,23.7989,23.7715,23.7956,23.753,23.7447,23.7864,23.7896,23.7617,23.6868
-47.2894,0.990318,0.248998,4,15,0,51.879,0.211177,81.5647,0.0151053,0.211177,81.5647,0.0151053,3.25925e+07,1.36982e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7695,23.7392,23.7708,23.7666,23.8732,23.8078,23.8709,23.8466,23.789,23.8152,23.8692,23.794,23.7375,23.8101,23.8075,23.7905,23.7954,23.7843,23.7832,23.7516,23.783,23.8187,23.7905,23.7848,23.7957,23.7855,23.8061,23.7802,23.8065,23.7664,23.7628,23.8099,23.8212,23.813,23.7661
-48.3532,0.658815,0.248998,3,15,0,50.9454,0.203845,74.1593,0.0127863,0.203845,74.1593,0.0127863,3.25746e+07,1.36944e+06,57571.6,23.8145,23.7546,23.7795,23.778,23.7787,23.7686,23.7381,23.7696,23.7651,23.8715,23.8059,23.8688,23.8444,23.7866,23.8126,23.8663,23.7908,23.734,23.8063,23.8034,23.7861,23.7906,23.7791,23.7776,23.7454,23.7763,23.8114,23.7827,23.7763,23.7863,23.7753,23.7948,23.7678,23.7926,23.7509,23.7446,23.789,23.7967,23.7811,23.7255
-46.8779,0.944986,0.248998,2,3,0,48.5361,0.21218,75.7383,0.0153503,0.21218,75.7383,0.0153503,3.25946e+07,1.36986e+06,57571.6,23.8148,23.755,23.7801,23.7787,23.7796,23.7697,23.7394,23.771,23.7667,23.8734,23.808,23.8711,23.8468,23.7893,23.8156,23.8696,23.7944,23.7379,23.8106,23.808,23.791,23.796,23.785,23.7839,23.7523,23.7838,23.8196,23.7915,23.7858,23.7969,23.7867,23.8074,23.7817,23.8082,23.7682,23.7649,23.8123,23.824,23.8166,23.7705
-47.0295,0.950054,0.248998,2,7,0,47.697,0.21099,71.3368,0.0128458,0.21099,71.3368,0.0128458,3.25833e+07,1.36962e+06,57571.6,23.8146,23.7548,23.7798,23.7784,23.7792,23.7692,23.7388,23.7703,23.766,23.8725,23.807,23.87,23.8456,23.788,23.8141,23.868,23.7926,23.736,23.8085,23.8057,23.7885,23.7933,23.782,23.7807,23.7488,23.7799,23.8153,23.7868,23.7807,23.7911,23.7804,23.8004,23.7738,23.7991,23.758,23.7525,23.7977,23.8063,23.7921,23.7375
-47.0139,1,0.248998,3,15,0,47.36,0.231361,73.3516,0.00909966,0.231361,73.3516,0.00909966,3.25926e+07,1.36982e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.78,23.7701,23.7399,23.7716,23.7674,23.8741,23.8088,23.872,23.8478,23.7903,23.8166,23.8707,23.7955,23.7391,23.8118,23.8092,23.7923,23.7973,23.7862,23.7851,23.7534,23.7848,23.8204,23.7921,23.7863,23.7969,23.7863,23.8064,23.7798,23.8051,23.7636,23.7573,23.8012,23.8074,23.7862,23.7202
-46.7014,0.722604,0.248998,2,3,0,48.5417,0.234007,71.9122,0.00929875,0.234007,71.9122,0.00929875,3.25965e+07,1.3699e+06,57571.6,23.815,23.7553,23.7805,23.7792,23.7802,23.7704,23.7402,23.7719,23.7678,23.8745,23.8092,23.8725,23.8483,23.7909,23.8172,23.8714,23.7963,23.7399,23.8127,23.8102,23.7934,23.7984,23.7874,23.7864,23.7549,23.7863,23.8221,23.7939,23.7882,23.799,23.7886,23.8089,23.7825,23.808,23.7668,23.761,23.8053,23.8121,23.7919,23.7271
-46.7904,0.994836,0.248998,4,15,0,46.985,0.21319,74.1341,0.0151893,0.21319,74.1341,0.0151893,3.25952e+07,1.36987e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7394,23.7711,23.7668,23.8735,23.8081,23.8712,23.847,23.7895,23.8157,23.8697,23.7946,23.7381,23.8108,23.8082,23.7913,23.7963,23.7852,23.7842,23.7526,23.784,23.8199,23.7918,23.7861,23.7972,23.7871,23.8078,23.782,23.8086,23.7686,23.7652,23.8126,23.8243,23.8166,23.7701
-49.6039,0.84286,0.248998,3,7,0,50.5278,0.228587,94.1803,0.0101233,0.228587,94.1803,0.0101233,3.25934e+07,1.36983e+06,57571.6,23.8149,23.7552,23.7803,23.779,23.78,23.7701,23.7399,23.7715,23.7673,23.874,23.8087,23.8719,23.8477,23.7902,23.8165,23.8706,23.7954,23.739,23.8117,23.8092,23.7922,23.7972,23.7861,23.7851,23.7534,23.7848,23.8205,23.7922,23.7864,23.7971,23.7866,23.8068,23.7804,23.8059,23.7647,23.759,23.8035,23.8107,23.7919,23.7295
-51.1471,0.911413,0.248998,2,3,0,51.3144,0.232239,98.8471,0.0124087,0.232239,98.8471,0.0124087,3.26066e+07,1.37011e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7707,23.7406,23.7724,23.7684,23.8752,23.81,23.8734,23.8492,23.792,23.8184,23.8726,23.7977,23.7414,23.8144,23.812,23.7954,23.8006,23.7899,23.7891,23.7578,23.7895,23.8257,23.7979,23.7926,23.804,23.7941,23.8151,23.7896,23.8164,23.7764,23.7729,23.8197,23.8301,23.8182,23.7646
-50.0338,0.995175,0.248998,4,15,0,52.2472,0.254162,46.5854,0.00772284,0.254162,46.5854,0.00772284,3.26139e+07,1.37027e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7417,23.7737,23.7698,23.8767,23.8117,23.8752,23.8512,23.7942,23.8207,23.8751,23.8004,23.7443,23.8175,23.8153,23.7988,23.8043,23.7937,23.7931,23.762,23.7939,23.8302,23.8026,23.7973,23.8088,23.799,23.8199,23.7942,23.8206,23.7801,23.7751,23.82,23.8272,23.8061,23.7378
-49.0697,0.986904,0.248998,2,3,0,50.1395,0.251779,49.8187,0.00686506,0.251779,49.8187,0.00686506,3.26078e+07,1.37014e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7713,23.7414,23.7732,23.7693,23.8762,23.811,23.8745,23.8505,23.7933,23.8198,23.8741,23.7993,23.7431,23.8162,23.8139,23.7973,23.8026,23.7919,23.7912,23.7599,23.7917,23.8278,23.7999,23.7944,23.8056,23.7955,23.8161,23.79,23.8158,23.7747,23.7689,23.8128,23.8186,23.7946,23.7223
-50.0659,0.991753,0.248998,3,7,0,50.5327,0.241657,43.9812,0.00867185,0.241657,43.9812,0.00867185,3.2603e+07,1.37004e+06,57571.6,23.8151,23.7555,23.7808,23.7796,23.7806,23.7709,23.7408,23.7726,23.7685,23.8754,23.8101,23.8735,23.8494,23.7922,23.8185,23.8728,23.7978,23.7416,23.8145,23.8121,23.7954,23.8006,23.7898,23.7889,23.7575,23.7892,23.8252,23.7972,23.7916,23.8027,23.7925,23.813,23.7869,23.8127,23.7718,23.7663,23.8108,23.8177,23.7971,23.7308
-49.5954,0.896232,0.248998,2,3,0,50.8374,0.249458,47.559,0.00851485,0.249458,47.559,0.00851485,3.26115e+07,1.37022e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7714,23.7415,23.7734,23.7694,23.8764,23.8112,23.8748,23.8507,23.7936,23.8201,23.8745,23.7997,23.7436,23.8167,23.8144,23.7979,23.8033,23.7927,23.792,23.7608,23.7927,23.829,23.8012,23.7959,23.8074,23.7975,23.8184,23.7927,23.819,23.7785,23.7737,23.8188,23.8264,23.8068,23.741
-48.8557,1,0.248998,2,3,0,49.5669,0.24337,50.0087,0.00772632,0.24337,50.0087,0.00772632,3.26013e+07,1.37e+06,57571.6,23.8151,23.7555,23.7808,23.7796,23.7806,23.7708,23.7408,23.7726,23.7685,23.8753,23.8101,23.8735,23.8493,23.7921,23.8184,23.8727,23.7977,23.7414,23.8143,23.8119,23.7952,23.8004,23.7895,23.7886,23.7572,23.7888,23.8247,23.7966,23.791,23.8019,23.7916,23.812,23.7857,23.8112,23.77,23.7639,23.8077,23.8136,23.7906,23.7207
-47.9368,1,0.248998,4,15,0,49.2554,0.232372,86.5753,0.00993863,0.232372,86.5753,0.00993863,3.25971e+07,1.36991e+06,57571.6,23.815,23.7553,23.7805,23.7792,23.7802,23.7703,23.7402,23.7719,23.7677,23.8745,23.8092,23.8725,23.8483,23.7909,23.8172,23.8713,23.7963,23.7399,23.8127,23.8102,23.7933,23.7984,23.7874,23.7864,23.7549,23.7864,23.8222,23.794,23.7883,23.7992,23.7889,23.8092,23.783,23.8086,23.7676,23.7622,23.8069,23.8143,23.7956,23.733
-48.3223,0.824189,0.248998,4,15,0,49.9646,0.19922,68.2801,0.0198087,0.19922,68.2801,0.0198087,3.25968e+07,1.36991e+06,57571.6,23.8147,23.7549,23.7799,23.7785,23.7794,23.7694,23.7391,23.7706,23.7663,23.8729,23.8075,23.8706,23.8463,23.7888,23.815,23.869,23.7938,23.7373,23.8099,23.8074,23.7904,23.7954,23.7844,23.7834,23.7518,23.7834,23.8193,23.7914,23.7859,23.7973,23.7875,23.8087,23.7835,23.811,23.7721,23.7709,23.8208,23.8362,23.8377,23.8035
-48.1257,0.994971,0.248998,4,15,0,48.8396,0.212772,78.1531,0.0170755,0.212772,78.1531,0.0170755,3.26021e+07,1.37002e+06,57571.6,23.8149,23.7551,23.7803,23.779,23.7799,23.77,23.7398,23.7714,23.7672,23.874,23.8086,23.8719,23.8476,23.7902,23.8165,23.8706,23.7955,23.7392,23.812,23.8095,23.7927,23.7978,23.7869,23.786,23.7546,23.7863,23.8224,23.7945,23.7892,23.8006,23.7909,23.812,23.7869,23.8142,23.775,23.773,23.8219,23.8357,23.8326,23.7918
-46.7897,0.99221,0.248998,2,3,0,48.189,0.210325,76.3287,0.014388,0.210325,76.3287,0.014388,3.25887e+07,1.36974e+06,57571.6,23.8147,23.7549,23.7799,23.7785,23.7793,23.7694,23.739,23.7706,23.7663,23.8728,23.8074,23.8705,23.8461,23.7885,23.8147,23.8686,23.7934,23.7368,23.8094,23.8067,23.7896,23.7945,23.7833,23.7821,23.7503,23.7816,23.8172,23.7889,23.783,23.7938,23.7833,23.8037,23.7775,23.8035,23.763,23.7587,23.8051,23.8155,23.8053,23.756
-47.6144,0.925415,0.248998,3,11,0,50.0634,0.235766,58.6764,0.00839474,0.235766,58.6764,0.00839474,3.2595e+07,1.36987e+06,57571.6,23.815,23.7553,23.7805,23.7792,23.7802,23.7704,23.7402,23.7719,23.7678,23.8745,23.8092,23.8725,23.8483,23.7909,23.8172,23.8713,23.7962,23.7398,23.8126,23.8101,23.7932,23.7982,23.7872,23.7862,23.7546,23.786,23.8217,23.7935,23.7876,23.7984,23.7878,23.808,23.7814,23.8067,23.7652,23.7589,23.8025,23.8084,23.7859,23.7176
-48.7744,0.966839,0.248998,4,15,0,49.3999,0.224167,89.3888,0.0138082,0.224167,89.3888,0.0138082,3.26027e+07,1.37003e+06,57571.6,23.815,23.7553,23.7805,23.7792,23.7802,23.7703,23.7402,23.7719,23.7678,23.8745,23.8092,23.8725,23.8483,23.791,23.8173,23.8715,23.7965,23.7401,23.813,23.8106,23.7938,23.799,23.7881,23.7872,23.7558,23.7875,23.8235,23.7957,23.7902,23.8015,23.7916,23.8125,23.787,23.8138,23.7739,23.7706,23.8178,23.829,23.8195,23.7697
-47.6804,0.998718,0.248998,3,15,0,50.8607,0.190309,67.8987,0.0200238,0.190309,67.8987,0.0200238,3.25872e+07,1.36971e+06,57571.6,23.8145,23.7546,23.7796,23.7781,23.7788,23.7687,23.7383,23.7698,23.7653,23.8718,23.8063,23.8692,23.8448,23.7871,23.8132,23.867,23.7917,23.735,23.8075,23.8047,23.7876,23.7924,23.7811,23.7799,23.7481,23.7793,23.815,23.7867,23.781,23.7919,23.7818,23.8026,23.777,23.8039,23.7645,23.7626,23.8119,23.8267,23.8275,23.7932
-46.9637,1,0.248998,4,15,0,47.9385,0.217681,63.2649,0.0120065,0.217681,63.2649,0.0120065,3.25879e+07,1.36972e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7695,23.7392,23.7708,23.7665,23.8731,23.8077,23.8708,23.8465,23.7889,23.8151,23.8691,23.7938,23.7373,23.8099,23.8072,23.7901,23.795,23.7838,23.7826,23.7508,23.782,23.8176,23.7892,23.7832,23.7938,23.7832,23.8033,23.7769,23.8023,23.7612,23.7559,23.8009,23.8093,23.7939,23.7371
