# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb4_4_model
# start_datetime = 2023-07-27 08:25:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = Model3/Data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpi41g4h3w/qahj9hqm.json
# random
#   seed = 43854
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/cmb/cmb4_4-20230727092527_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,c,h,Omega_b,Omega_c,wr,Omega_r,lambda,g1,g2,zstar,faketheta.1,faketheta.2,faketheta.3,faketheta.4,faketheta.5,faketheta.6,y1,dy1,y2,dy2,S.1.1,S.1.2,sol,la,R,wb,x.1,x.2,x.3
# Adaptation terminated
# Step size = 0.0239808
# Diagonal elements of inverse mass matrix:
# 0.000127003, 2.48928e-05, 8.50991e-05
-0.27165,0.998675,0.0239808,3,7,0,1.6157,71.3966,0.0428479,0.280248,299790,0.713966,0.0428479,0.2374,4.15e-05,8.14128e-05,0.406669,0.0620475,0.548581,1092.67,0.713966,0.0428479,0.2374,8.14128e-05,0.406669,1092.67,1,0.303022,0,1,21979.3,3.30969,0.0344604,301.729,1.7521,0.0218416,0.159356,0.0114022,-0.000438354
0.106579,0.980114,0.0239808,5,55,0,3.9839,71.9448,0.0431461,0.277737,299790,0.719448,0.0431461,0.234591,4.15e-05,8.0177e-05,0.407591,0.0610093,0.548122,1092.03,0.719448,0.0431461,0.234591,8.0177e-05,0.407591,1092.03,1,0.299841,0,1,21843.1,3.32197,0.0346109,301.531,1.7507,0.0223326,-0.0390463,0.0100029,5.26222e-05
0.377783,0.973008,0.0239808,2,3,0,0.0587441,71.9331,0.0432171,0.277665,299790,0.719331,0.0432171,0.234448,4.15e-05,8.02029e-05,0.407617,0.0609479,0.548094,1091.98,0.719331,0.0432171,0.234448,8.02029e-05,0.407617,1091.98,1,0.29975,0,1,21840.1,3.32231,0.034607,301.596,1.75066,0.0223622,0.0263831,0.00995556,8.21705e-05
1.78561,0.828442,0.0239808,3,7,0,0.880561,71.906,0.0429592,0.277238,299790,0.71906,0.0429592,0.234279,4.15e-05,8.02634e-05,0.407774,0.0612611,0.548236,1092.17,0.71906,0.0429592,0.234279,8.02634e-05,0.407774,1092.17,1,0.299211,0,1,21835.5,3.32437,0.034632,301.566,1.7504,0.0222119,-0.0044993,0.00969699,-6.80801e-05
1.18787,0.996647,0.0239808,4,15,0,-0.886293,71.7001,0.042739,0.277146,299790,0.717001,0.042739,0.234407,4.15e-05,8.07251e-05,0.407807,0.0617688,0.54846,1092.45,0.717001,0.042739,0.234407,8.07251e-05,0.407807,1092.45,1,0.299095,0,1,21856.9,3.32475,0.0346148,301.749,1.7503,0.0219717,0.179323,0.00960207,-0.000308296
-1.46561,0.933472,0.0239808,4,15,0,1.94602,71.8019,0.043341,0.279782,299790,0.718019,0.043341,0.236441,4.15e-05,8.04963e-05,0.406841,0.0609846,0.548111,1092.05,0.718019,0.043341,0.236441,8.04963e-05,0.406841,1092.05,1,0.302429,0,1,21915.3,3.31207,0.0345111,301.502,1.7519,0.0223445,-0.0684079,0.0111987,6.44942e-05
0.0648489,0.980705,0.0239808,2,5,0,3.52626,71.7718,0.0432083,0.279469,299790,0.717718,0.0432083,0.236261,4.15e-05,8.05639e-05,0.406955,0.0611659,0.548193,1092.15,0.717718,0.0432083,0.236261,8.05639e-05,0.406955,1092.15,1,0.302033,0,1,21911.5,3.31356,0.0345242,301.523,1.75171,0.0222574,-0.0471209,0.0110077,-2.25597e-05
0.187931,0.851899,0.0239808,2,3,0,1.65948,71.7294,0.0433972,0.279512,299790,0.717294,0.0433972,0.236115,4.15e-05,8.06591e-05,0.40694,0.0610182,0.548126,1092.04,0.717294,0.0433972,0.236115,8.06591e-05,0.40694,1092.04,1,0.302087,0,1,21912.1,3.31333,0.0345046,301.674,1.75172,0.0223283,0.104259,0.0110209,4.83405e-05
3.77797,0.997936,0.0239808,6,79,0,1.69651,72.6397,0.0419701,0.267778,299790,0.726397,0.0419701,0.225808,4.15e-05,7.86501e-05,0.411227,0.0614002,0.548298,1092.09,0.726397,0.0419701,0.225808,7.86501e-05,0.411227,1092.09,1,0.287322,0,1,21494.6,3.37163,0.0351221,301.585,1.74473,0.0221457,0.0145707,0.00402547,-0.000134324
4.02758,0.99176,0.0239808,5,55,0,-3.27303,72.9168,0.041898,0.265418,299790,0.729168,0.041898,0.22352,4.15e-05,7.80536e-05,0.412085,0.061126,0.548175,1091.88,0.729168,0.041898,0.22352,7.80536e-05,0.412085,1091.88,1,0.284375,0,1,21396.4,3.38379,0.0352513,301.564,1.74329,0.0222766,-0.00642445,0.00258867,-3.43594e-06
4.13712,0.975512,0.0239808,7,143,0,-3.56076,73.2774,0.0413934,0.260849,299790,0.732774,0.0413934,0.219456,4.15e-05,7.72873e-05,0.413741,0.0612306,0.548222,1091.86,0.732774,0.0413934,0.219456,7.72873e-05,0.413741,1091.86,1,0.278694,0,1,21230.2,3.40771,0.0354991,301.575,1.74043,0.0222265,0.00450465,-0.000268151,-5.35013e-05
0.335781,0.90344,0.0239808,6,127,0,2.32831,71.4682,0.0428112,0.279933,299790,0.714682,0.0428112,0.237122,4.15e-05,8.12499e-05,0.406785,0.0619936,0.548558,1092.65,0.714682,0.0428112,0.237122,8.12499e-05,0.406785,1092.65,1,0.302622,0,1,21963.7,3.31123,0.0344842,301.661,1.75193,0.0218667,0.0906118,0.0112295,-0.000413316
1.41437,0.951485,0.0239808,4,23,0,0.537686,71.6273,0.0430202,0.279748,299790,0.716273,0.0430202,0.236728,4.15e-05,8.08893e-05,0.406853,0.0615571,0.548367,1092.39,0.716273,0.0430202,0.236728,8.08893e-05,0.406853,1092.39,1,0.302387,0,1,21938.1,3.31217,0.0345034,301.579,1.75185,0.0220714,0.00851088,0.0111481,-0.000208623
3.3091,0.998213,0.0239808,6,75,0,1.12663,72.5433,0.0422289,0.268777,299790,0.725433,0.0422289,0.226548,4.15e-05,7.88594e-05,0.410864,0.0612377,0.548225,1091.99,0.725433,0.0422289,0.226548,7.88594e-05,0.410864,1091.99,1,0.288571,0,1,21528.7,3.36652,0.0350566,301.69,1.74533,0.0222231,0.119933,0.00462903,-5.69124e-05
3.64373,0.99833,0.0239808,4,27,0,-2.98929,72.4589,0.0422698,0.270186,299790,0.724589,0.0422698,0.227916,4.15e-05,7.90432e-05,0.410351,0.061301,0.548253,1092.07,0.724589,0.0422698,0.227916,7.90432e-05,0.410351,1092.07,1,0.290335,0,1,21580,3.35939,0.0349937,301.593,1.74619,0.0221929,0.0228862,0.00549218,-8.71268e-05
3.5611,0.765645,0.0239808,2,7,0,-2.03587,72.4669,0.0422697,0.269726,299790,0.724669,0.0422697,0.227456,4.15e-05,7.90257e-05,0.410518,0.0612908,0.548249,1092.04,0.724669,0.0422697,0.227456,7.90257e-05,0.410518,1092.04,1,0.289759,0,1,21564.7,3.36171,0.0350102,301.658,1.74591,0.0221978,0.0884905,0.00520657,-8.22355e-05
3.23952,0.993636,0.0239808,5,59,0,-2.55431,72.651,0.0417953,0.267052,299790,0.72651,0.0417953,0.225257,4.15e-05,7.86258e-05,0.411491,0.0615807,0.548378,1092.18,0.72651,0.0417953,0.225257,7.86258e-05,0.411491,1092.18,1,0.286415,0,1,21474.8,3.37533,0.0351593,301.596,1.74427,0.0220602,0.0263769,0.00357254,-0.000219756
3.12186,0.99966,0.0239808,4,31,0,-2.69255,72.6159,0.0418675,0.267142,299790,0.726159,0.0418675,0.225274,4.15e-05,7.87019e-05,0.411459,0.0615452,0.548362,1092.15,0.726159,0.0418675,0.225274,7.87019e-05,0.411459,1092.15,1,0.286527,0,1,21479,3.37486,0.0351459,301.669,1.74432,0.022077,0.098958,0.00362054,-0.000203018
3.54036,0.987379,0.0239808,7,151,0,-0.135272,73.8421,0.0408597,0.254638,299790,0.738421,0.0408597,0.213778,4.15e-05,7.61096e-05,0.415984,0.06112,0.548172,1091.68,0.738421,0.0408597,0.213778,7.61096e-05,0.415984,1091.68,1,0.271018,0,1,20992.7,3.44115,0.0358453,301.593,1.73646,0.0222794,0.0226935,-0.00423801,-5.92479e-07
