# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-21 15:10:48 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp04urymr_/mtihphj_.json
# random
#   seed = 83402
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/cc/cc-20230721161048.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.16.1,S.17.1,S.18.1,S.19.1,S.20.1,S.21.1,S.22.1,S.23.1,S.24.1,S.25.1,S.26.1,S.27.1,S.28.1,S.29.1,S.30.1,S.31.1,S.32.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,S.16.2,S.17.2,S.18.2,S.19.2,S.20.2,S.21.2,S.22.2,S.23.2,S.24.2,S.25.2,S.26.2,S.27.2,S.28.2,S.29.2,S.30.2,S.31.2,S.32.2,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
-8.10588,0.774394,0.364628,3,7,0,9.82231,0.293921,73.149,73.149,0.293921,0.401652,1,0,0.320353,1,1.02412,1.03164,1.04348,1.06471,1.06873,1.07789,1.07836,1.11294,1.11819,1.15835,1.17507,1.18739,1.18764,1.20323,1.21624,1.23295,1.2386,1.23977,1.32193,1.39134,1.45082,1.47815,1.56446,1.56919,1.58826,1.72445,2.01025,2.08291,2.16181,2.28254,2.55979,2.84495,0.0691888,0.0886469,0.117563,0.165005,0.173442,0.192077,0.193004,0.256917,0.265882,0.329161,0.353162,0.370094,0.370431,0.39101,0.407543,0.427959,0.434675,0.436047,0.524354,0.588518,0.637792,0.658961,0.720784,0.723975,0.736644,0.819442,0.960747,0.991536,1.02311,1.06813,1.15914,1.23881,74.913,75.4636,76.3297,77.8824,78.1767,78.8469,78.881,81.4102,81.7945,84.7319,85.955,86.8562,86.8745,88.0148,88.9671,90.189,90.6024,90.6876,96.6976,101.775,106.126,108.125,114.439,114.785,116.179,126.142,147.048,152.363,158.134,166.965,187.246,208.105
-7.46417,0.994975,0.364628,3,7,0,8.21947,0.290436,71.4556,71.4556,0.290436,0.402944,1,0,0.315876,1,1.02378,1.0312,1.04288,1.06382,1.06779,1.07682,1.07728,1.1114,1.11659,1.15623,1.17274,1.18491,1.18516,1.20056,1.21342,1.22993,1.23551,1.23666,1.31791,1.3866,1.44549,1.47255,1.55807,1.56276,1.58165,1.71669,2.00027,2.0724,2.15074,2.27061,2.54598,2.82926,0.0691999,0.0886653,0.117596,0.165072,0.173516,0.192168,0.193097,0.257086,0.266062,0.329445,0.353492,0.370458,0.370796,0.391419,0.40799,0.428455,0.435188,0.436563,0.525116,0.589487,0.638937,0.660185,0.722253,0.725457,0.738178,0.821337,0.963316,0.994259,1.02599,1.07125,1.16275,1.24285,73.1547,73.6852,74.5196,76.0157,76.2992,76.9451,76.978,79.4159,79.7864,82.6192,83.7991,84.6686,84.6862,85.7866,86.7057,87.8853,88.2844,88.3666,94.1717,99.08,103.288,105.222,111.333,111.668,113.018,122.667,142.93,148.085,153.682,162.248,181.924,202.167
-7.35814,0.996381,0.364628,3,7,0,7.57467,0.299766,70.648,70.648,0.299766,0.399478,1,0,0.3279,1,1.02468,1.03238,1.0445,1.06621,1.07033,1.0797,1.08017,1.11552,1.12089,1.1619,1.17897,1.19155,1.1918,1.20771,1.22099,1.23802,1.24378,1.24497,1.32866,1.39929,1.45975,1.48751,1.57515,1.57995,1.59929,1.73741,2.02688,2.10043,2.18027,2.3024,2.58278,2.87106,0.06917,0.0886158,0.117507,0.164893,0.173318,0.191923,0.192849,0.256635,0.265578,0.328685,0.352609,0.369483,0.369819,0.390324,0.406794,0.427129,0.433817,0.435184,0.523082,0.5869,0.635884,0.656922,0.71834,0.72151,0.734092,0.816295,0.95649,0.987024,1.01833,1.06297,1.15318,1.23213,72.3917,72.9359,73.7917,75.3258,75.6165,76.2784,76.3121,78.8091,79.1884,82.0862,83.2922,84.1804,84.1984,85.3221,86.2602,87.4637,87.8707,87.9545,93.8675,98.8571,103.129,105.09,111.281,111.62,112.987,122.744,143.195,148.391,154.032,162.66,182.469,202.835
-10.5662,0.699264,0.364628,2,7,0,13.4647,0.240858,71.0761,71.0761,0.240858,0.420947,1,0,0.254067,1,1.01914,1.02511,1.03453,1.05143,1.05463,1.06194,1.06232,1.08999,1.0942,1.12655,1.14007,1.15007,1.15027,1.16294,1.17355,1.1872,1.19183,1.19278,1.26054,1.31846,1.36854,1.39168,1.46523,1.46928,1.48562,1.60316,1.8532,1.9173,1.98707,2.09414,2.34108,2.59615,0.0693543,0.0889218,0.118055,0.166001,0.174548,0.193447,0.194388,0.259455,0.268612,0.333476,0.358184,0.375651,0.375998,0.397268,0.414388,0.435569,0.442547,0.443972,0.53617,0.603671,0.655789,0.678252,0.744092,0.7475,0.761037,0.849833,1.0025,1.03592,1.07025,1.11927,1.21864,1.30585,72.4362,72.8611,73.5301,74.7313,74.9592,75.4789,75.5053,77.472,77.7717,80.0704,81.032,81.7422,81.7566,82.6574,83.4116,84.3817,84.7104,84.7782,89.594,93.711,97.2707,98.9148,104.143,104.431,105.592,113.947,131.718,136.274,141.233,148.843,166.395,184.524
-11.7306,0.770003,0.364628,1,1,0,12.1083,0.235262,70.6104,70.6104,0.235262,0.422938,1,0,0.247308,1,1.01863,1.02445,1.03361,1.05006,1.05319,1.06031,1.06067,1.08762,1.09173,1.12325,1.13644,1.14619,1.14638,1.15875,1.1691,1.18242,1.18693,1.18787,1.25406,1.31071,1.35975,1.38242,1.45454,1.45851,1.47455,1.58998,1.83597,1.89909,1.96783,2.07335,2.31687,2.56855,0.0693713,0.0889501,0.118105,0.166104,0.174662,0.193589,0.194532,0.259719,0.268896,0.333929,0.358713,0.376237,0.376586,0.39793,0.415114,0.436378,0.443384,0.444816,0.537442,0.605317,0.657758,0.680369,0.746671,0.750104,0.763742,0.853241,1.00726,1.041,1.07566,1.12517,1.22555,1.31369,71.9256,72.3366,72.9835,74.1454,74.366,74.8686,74.8942,76.7973,77.0874,79.3131,80.2445,80.9326,80.9466,81.8195,82.5505,83.4911,83.8099,83.8756,88.5494,92.55,96.0126,97.6129,102.706,102.986,104.118,112.269,129.638,134.095,138.949,146.4,163.595,181.366
-9.79481,1,0.364628,1,1,0,11.5366,0.243531,71.6498,71.6498,0.243531,0.419994,1,0,0.25731,1,1.01938,1.02543,1.03497,1.05208,1.05533,1.06273,1.06311,1.09112,1.09539,1.12812,1.14181,1.15192,1.15213,1.16495,1.17568,1.18949,1.19417,1.19513,1.26363,1.32216,1.37273,1.39609,1.47032,1.47441,1.4909,1.60943,1.86139,1.92594,1.9962,2.104,2.35256,2.60923,0.0693462,0.0889083,0.11803,0.165952,0.174493,0.193379,0.19432,0.259328,0.268475,0.33326,0.357931,0.375371,0.375718,0.396952,0.414042,0.435183,0.442147,0.44357,0.535564,0.602888,0.654854,0.677247,0.742868,0.746264,0.759754,0.84822,1.00025,1.03353,1.0677,1.1165,1.21538,1.30216,73.0383,73.4722,74.155,75.3813,75.614,76.1443,76.1713,78.1785,78.4843,80.8298,81.8107,82.5351,82.5498,83.4685,84.2375,85.2266,85.5619,85.6309,90.539,94.7322,98.3562,100.029,105.348,105.641,106.822,115.315,133.368,137.993,143.028,150.751,168.561,186.951
-7.26089,0.983573,0.364628,2,5,0,11.0919,0.327575,69.9091,69.9091,0.327575,0.388995,1,0,0.364492,1,1.02742,1.03597,1.04941,1.07346,1.07802,1.08838,1.08891,1.12793,1.13384,1.17894,1.19766,1.21143,1.21171,1.2291,1.2436,1.26218,1.26846,1.26975,1.3606,1.43683,1.50182,1.53159,1.62531,1.63043,1.65107,1.79801,2.10438,2.18199,2.26615,2.39477,2.68958,2.99224,0.0690794,0.0884656,0.117239,0.164355,0.172722,0.191186,0.192105,0.255284,0.264127,0.326417,0.349981,0.366586,0.366916,0.387074,0.403251,0.423206,0.429766,0.431105,0.517112,0.579346,0.627003,0.647444,0.707029,0.710101,0.722291,0.801817,0.937056,0.966456,0.996587,1.03951,1.12619,1.20198,71.826,72.4237,73.3631,75.0449,75.3633,76.0878,76.1247,78.8525,79.266,82.4189,83.7274,84.6899,84.7094,85.9254,86.9392,88.238,88.6769,88.7672,95.1185,100.448,104.991,107.072,113.624,113.982,115.425,125.697,147.116,152.541,158.425,167.416,188.026,209.185
-7.63073,0.74585,0.364628,2,3,0,9.41674,0.323677,68.4074,68.4074,0.323677,0.390478,1,0,0.359296,1,1.02703,1.03546,1.04871,1.07244,1.07693,1.08715,1.08767,1.12618,1.13202,1.17655,1.19503,1.20863,1.20891,1.2261,1.24043,1.25879,1.265,1.26628,1.35614,1.4316,1.49597,1.52546,1.61835,1.62343,1.64389,1.78962,2.09368,2.17073,2.2543,2.38203,2.67487,2.97555,0.0690922,0.0884868,0.117277,0.164431,0.172806,0.19129,0.19221,0.255474,0.264331,0.326735,0.350349,0.366991,0.367322,0.387528,0.403746,0.423753,0.43033,0.431674,0.51794,0.580391,0.628228,0.64875,0.708584,0.711668,0.723911,0.803798,0.939701,0.969253,0.999541,1.04269,1.12985,1.20605,70.2565,70.8332,71.7397,73.3627,73.67,74.3694,74.405,77.0389,77.4383,80.4844,81.7491,82.6796,82.6984,83.8741,84.8546,86.1108,86.5354,86.6228,92.77,97.9319,102.335,104.353,110.707,111.054,112.454,122.423,143.223,148.494,154.211,162.949,182.981,203.55
-7.39593,0.997852,0.364628,2,7,0,7.64193,0.334643,70.0473,70.0473,0.334643,0.386293,1,0,0.373974,1,1.02813,1.0369,1.05068,1.07533,1.08,1.09062,1.09116,1.13112,1.13717,1.1833,1.20244,1.21651,1.21679,1.23456,1.24937,1.26833,1.27474,1.27606,1.36868,1.4463,1.51241,1.54267,1.63788,1.64309,1.66404,1.81315,2.12367,2.20227,2.2875,2.41771,2.71608,3.02228,0.0690559,0.0884268,0.11717,0.164217,0.172568,0.190997,0.191914,0.254939,0.263756,0.325841,0.349315,0.365852,0.36618,0.386252,0.402356,0.422217,0.428744,0.430077,0.515617,0.577464,0.624798,0.645093,0.704236,0.707284,0.719379,0.798263,0.932321,0.961452,0.991303,1.03383,1.11967,1.19471,72.0176,72.6318,73.597,75.3243,75.6511,76.395,76.4328,79.2316,79.6557,82.8872,84.2274,85.2129,85.2329,86.4774,87.5147,88.8431,89.2919,89.3843,95.8727,101.309,105.94,108.06,114.729,115.094,116.562,127.006,148.757,154.263,160.233,169.354,190.254,211.703
-8.72234,0.959073,0.364628,2,7,0,9.68348,0.248688,73.6754,73.6754,0.248688,0.418149,1,0,0.263597,1,1.01985,1.02605,1.03582,1.05334,1.05667,1.06425,1.06464,1.09331,1.09768,1.13118,1.14518,1.15552,1.15573,1.16883,1.1798,1.19391,1.19869,1.19967,1.26961,1.32928,1.38081,1.40459,1.48012,1.48428,1.50104,1.62148,1.87709,1.94252,2.01372,2.12291,2.37456,2.6343,0.0693304,0.0888821,0.117983,0.165857,0.174387,0.193248,0.194187,0.259084,0.268212,0.332842,0.357444,0.37483,0.375176,0.396342,0.413374,0.434439,0.441377,0.442795,0.534398,0.601383,0.653057,0.675317,0.740523,0.743896,0.757295,0.845133,0.995963,1.02896,1.06283,1.1112,1.20919,1.29515,75.138,75.595,76.3142,77.6055,77.8506,78.409,78.4375,80.5504,80.8722,83.3398,84.3714,85.1331,85.1485,86.1142,86.9224,87.9617,88.3139,88.3864,93.5387,97.9355,101.732,103.484,109.048,109.355,110.59,119.463,138.296,143.116,148.361,156.406,174.947,194.083
-9.03991,0.988114,0.364628,2,3,0,9.2925,0.245637,74.6905,74.6905,0.245637,0.419241,1,0,0.259873,1,1.01957,1.02569,1.03531,1.0526,1.05587,1.06335,1.06373,1.09202,1.09632,1.12937,1.14319,1.15339,1.1536,1.16654,1.17737,1.19129,1.19601,1.19699,1.26607,1.32507,1.37604,1.39956,1.47433,1.47844,1.49504,1.61436,1.86782,1.93273,2.00337,2.11174,2.36157,2.61949,0.0693398,0.0888976,0.118011,0.165913,0.17445,0.193325,0.194266,0.259229,0.268368,0.333089,0.357732,0.37515,0.375497,0.396703,0.413769,0.434879,0.441833,0.443253,0.535087,0.602272,0.654119,0.676457,0.741908,0.745295,0.758747,0.846955,0.998494,1.03165,1.0657,1.11432,1.21284,1.29928,76.1524,76.6091,77.328,78.6189,78.8638,79.4221,79.4506,81.5632,81.885,84.3532,85.3852,86.1473,86.1627,87.1291,87.938,88.9783,89.3308,89.4035,94.5636,98.97,102.777,104.534,110.118,110.426,111.666,120.577,139.508,144.356,149.633,157.727,176.387,195.651
-8.92048,1,0.364628,1,1,0,9.04546,0.248565,74.5839,74.5839,0.248565,0.418193,1,0,0.263447,1,1.01984,1.02604,1.0358,1.05331,1.05664,1.06421,1.0646,1.09326,1.09763,1.1311,1.1451,1.15543,1.15564,1.16874,1.17971,1.1938,1.19858,1.19957,1.26946,1.32911,1.38062,1.40439,1.47989,1.48404,1.5008,1.62119,1.87672,1.94213,2.0133,2.12246,2.37404,2.6337,0.0693308,0.0888827,0.117985,0.165859,0.17439,0.193251,0.19419,0.25909,0.268218,0.332851,0.357455,0.374843,0.375189,0.396357,0.41339,0.434457,0.441395,0.442813,0.534426,0.601418,0.6531,0.675363,0.740578,0.743952,0.757354,0.845206,0.996064,1.02906,1.06295,1.11132,1.20933,1.29532,76.0637,76.526,77.2537,78.5603,78.8081,79.3732,79.4019,81.5397,81.8653,84.3621,85.4058,86.1764,86.1921,87.1692,87.9869,89.0385,89.3948,89.4682,94.6815,99.1305,102.972,104.745,110.376,110.685,111.935,120.915,139.973,144.852,150.16,158.302,177.065,196.432
-9.01223,0.956699,0.364628,2,3,0,9.38861,0.268444,74.8886,74.8886,0.268444,0.411014,1,0,0.288028,1,1.02169,1.02846,1.03912,1.05825,1.06188,1.07014,1.07056,1.1018,1.10656,1.14296,1.15815,1.16936,1.16959,1.18379,1.19566,1.21091,1.21607,1.21714,1.29249,1.3565,1.41158,1.43695,1.51731,1.52173,1.53953,1.66705,1.93624,2.00493,2.07959,2.19397,2.45711,2.72826,0.0692693,0.0887806,0.117802,0.165488,0.173978,0.19274,0.193675,0.258142,0.267199,0.331236,0.355574,0.37276,0.373102,0.394009,0.41082,0.431598,0.438437,0.439835,0.529969,0.595688,0.646281,0.668048,0.731719,0.735009,0.748076,0.833613,0.980065,1.01204,1.04485,1.09167,1.18642,1.26946,76.5128,77.0201,77.8184,79.2509,79.5225,80.1415,80.173,82.5126,82.8686,85.5948,86.7325,87.5718,87.5888,88.6521,89.5411,90.6833,91.07,91.1497,96.7924,101.586,105.711,107.611,113.629,113.96,115.293,124.843,145.003,150.146,155.737,164.303,184.01,204.315
-8.71777,0.998563,0.364628,4,15,0,9.66929,0.373685,65.5102,65.5102,0.373685,0.371081,1,0,0.427677,1,1.03213,1.04213,1.05782,1.08584,1.09114,1.10317,1.10379,1.14893,1.15575,1.20754,1.22894,1.24464,1.24496,1.26475,1.28122,1.30227,1.30937,1.31083,1.413,1.49799,1.57003,1.60291,1.70604,1.71166,1.73429,1.89487,2.22736,2.31124,2.40212,2.5408,2.85806,3.18314,0.068924,0.0882087,0.116783,0.163443,0.171712,0.189942,0.190848,0.253024,0.261702,0.322664,0.34565,0.361821,0.362143,0.381748,0.397459,0.416814,0.42317,0.424468,0.507528,0.567336,0.612985,0.632526,0.689375,0.692301,0.703909,0.77949,0.907524,0.935291,0.963726,1.0042,1.08584,1.15711,67.615,68.2701,69.2981,71.134,71.4807,72.2692,72.3093,75.2664,75.7132,79.1065,80.5082,81.5368,81.5576,82.8542,83.9329,85.3119,85.777,85.8728,92.5657,98.1337,102.853,105.007,111.763,112.131,113.614,124.133,145.915,151.41,157.363,166.449,187.232,208.528
