# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = Supernova_dL_model
# start_datetime = 2023-07-27 14:28:14 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Meu_Codigo_Normal_Model/Supernova/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmppqzl4pgk/7ux50jrm.json
# random
#   seed = 93134
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/snia/Supernova_dL-20230727152814.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-51.5306,1,1.18412,2,3,0,52.1862,0.275508,3.26084e+07,1.37015e+06,57571.6,23.8155,23.756,23.7815,23.7804,23.7816,23.7721,23.7422,23.7742,23.7703,23.8774,23.8123,23.8759,23.8519,23.7949,23.8215,23.8759,23.8012,23.7451,23.8183,23.8161,23.7996,23.8049,23.7943,23.7936,23.7623,23.7941,23.8301,23.8021,23.7965,23.8074,23.7969,23.817,23.7901,23.8147,23.7722,23.7633,23.8034,23.8029,23.7615,23.6595
-51.6947,0.953232,1.18412,1,1,0,51.8202,0.274201,3.26068e+07,1.37012e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7815,23.772,23.7421,23.7741,23.7702,23.8772,23.8121,23.8757,23.8517,23.7947,23.8212,23.8756,23.8009,23.7448,23.8179,23.8157,23.7991,23.8045,23.7938,23.793,23.7617,23.7934,23.8294,23.8014,23.7957,23.8066,23.796,23.816,23.7891,23.8135,23.7709,23.7619,23.8018,23.8012,23.7595,23.6572
-54.4869,0.453567,1.18412,1,1,0,54.4876,0.261552,3.25918e+07,1.3698e+06,57571.6,23.8152,23.7556,23.7809,23.7797,23.7807,23.771,23.7409,23.7727,23.7687,23.8755,23.8103,23.8736,23.8495,23.7922,23.8186,23.8728,23.7977,23.7414,23.8142,23.8117,23.7949,23.7999,23.7889,23.7878,23.7561,23.7874,23.8229,23.7944,23.7883,23.7984,23.7873,23.8066,23.7789,23.8024,23.7589,23.7484,23.7869,23.7845,23.7396,23.6341
-52.2633,1,1.18412,1,1,0,53.9554,0.270613,3.26026e+07,1.37003e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7418,23.7737,23.7697,23.8767,23.8116,23.8751,23.8511,23.794,23.8205,23.8748,23.8,23.7438,23.8169,23.8146,23.7979,23.8032,23.7924,23.7915,23.7601,23.7917,23.8276,23.7994,23.7936,23.8043,23.7936,23.8133,23.7862,23.8104,23.7675,23.7581,23.7976,23.7965,23.7539,23.6507
-51.0137,1,1.18412,1,3,0,52.0055,0.283558,3.26178e+07,1.37035e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7713,23.8784,23.8135,23.8772,23.8533,23.7965,23.8232,23.8778,23.8032,23.7473,23.8206,23.8186,23.8023,23.8078,23.7974,23.7969,23.7659,23.7979,23.8342,23.8065,23.8012,23.8125,23.8024,23.8229,23.7965,23.8217,23.7797,23.7718,23.8127,23.8133,23.7738,23.6738
-51.2408,0.792848,1.18412,2,3,0,52.1927,0.278488,3.26119e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8777,23.8127,23.8764,23.8524,23.7955,23.8221,23.8766,23.8019,23.7459,23.8191,23.817,23.8006,23.806,23.7955,23.7948,23.7636,23.7955,23.8316,23.8038,23.7983,23.8093,23.7989,23.8191,23.7925,23.8173,23.775,23.7664,23.8068,23.8067,23.7661,23.6648
-51.0115,1,1.18412,1,3,0,51.1846,0.283758,3.2618e+07,1.37035e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.743,23.7751,23.7713,23.8784,23.8135,23.8773,23.8534,23.7965,23.8232,23.8778,23.8032,23.7473,23.8206,23.8186,23.8023,23.8079,23.7975,23.797,23.766,23.798,23.8343,23.8066,23.8013,23.8126,23.8025,23.823,23.7967,23.8218,23.7799,23.772,23.8129,23.8135,23.7741,23.6742
-51.0154,0.998813,1.18412,1,1,0,51.016,0.283428,3.26177e+07,1.37035e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7712,23.8784,23.8135,23.8772,23.8533,23.7965,23.8231,23.8777,23.8032,23.7472,23.8206,23.8185,23.8022,23.8078,23.7974,23.7968,23.7658,23.7978,23.8342,23.8065,23.8011,23.8124,23.8023,23.8228,23.7964,23.8216,23.7796,23.7716,23.8125,23.8131,23.7736,23.6736
-51.3838,0.911919,1.18412,1,3,0,51.4041,0.276867,3.261e+07,1.37018e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7705,23.8775,23.8125,23.8762,23.8522,23.7952,23.8218,23.8763,23.8015,23.7455,23.8187,23.8165,23.8,23.8054,23.7948,23.7941,23.7629,23.7947,23.8308,23.8029,23.7973,23.8083,23.7978,23.818,23.7912,23.8159,23.7735,23.7647,23.8049,23.8047,23.7636,23.6619
-52.9004,0.844754,1.18412,2,3,0,52.9017,0.267492,3.25989e+07,1.36995e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7715,23.7415,23.7734,23.7694,23.8763,23.8111,23.8746,23.8505,23.7934,23.8198,23.8741,23.7992,23.743,23.8159,23.8136,23.7969,23.8021,23.7912,23.7903,23.7587,23.7902,23.826,23.7977,23.7918,23.8023,23.7914,23.811,23.7837,23.8077,23.7646,23.7548,23.7939,23.7924,23.749,23.645
-52.963,0.982698,1.18412,1,1,0,53.4958,0.267217,3.25985e+07,1.36994e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7714,23.7414,23.7733,23.7693,23.8763,23.8111,23.8746,23.8505,23.7933,23.8197,23.8741,23.7992,23.7429,23.8159,23.8135,23.7968,23.802,23.7911,23.7901,23.7586,23.7901,23.8258,23.7976,23.7916,23.8021,23.7912,23.8108,23.7835,23.8074,23.7643,23.7545,23.7936,23.792,23.7486,23.6445
-51.6498,1,1.18412,1,1,0,52.6267,0.274542,3.26072e+07,1.37013e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8772,23.8122,23.8758,23.8518,23.7947,23.8213,23.8757,23.801,23.7449,23.818,23.8158,23.7992,23.8046,23.7939,23.7932,23.7619,23.7936,23.8296,23.8016,23.7959,23.8068,23.7963,23.8162,23.7894,23.8138,23.7713,23.7623,23.8022,23.8016,23.76,23.6578
-51.01,0.990382,1.18412,1,3,0,51.5642,0.285104,3.26196e+07,1.37039e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7822,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8235,23.8781,23.8036,23.7477,23.821,23.819,23.8028,23.8084,23.798,23.7975,23.7666,23.7986,23.835,23.8074,23.8021,23.8135,23.8034,23.824,23.7977,23.823,23.7812,23.7734,23.8145,23.8153,23.7762,23.6765
-51.1049,0.961494,1.18412,2,3,0,51.2108,0.288444,3.26235e+07,1.37047e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7825,23.7731,23.7434,23.7755,23.7718,23.8791,23.8142,23.878,23.8542,23.7975,23.8242,23.8789,23.8044,23.7486,23.822,23.8201,23.8039,23.8096,23.7993,23.7989,23.768,23.8002,23.8367,23.8092,23.8041,23.8156,23.8057,23.8264,23.8003,23.8259,23.7843,23.7768,23.8183,23.8195,23.7812,23.6824
-51.077,1,1.18412,2,3,0,51.1132,0.287829,3.26228e+07,1.37045e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7755,23.7718,23.879,23.8141,23.8779,23.8541,23.7973,23.824,23.8787,23.8042,23.7484,23.8218,23.8199,23.8037,23.8093,23.7991,23.7986,23.7678,23.7999,23.8364,23.8089,23.8037,23.8152,23.8053,23.826,23.7999,23.8254,23.7837,23.7762,23.8176,23.8187,23.7803,23.6813
-51.1801,0.968008,1.18412,1,1,0,51.1895,0.289754,3.2625e+07,1.3705e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7825,23.7732,23.7435,23.7757,23.772,23.8792,23.8144,23.8783,23.8544,23.7977,23.8244,23.8792,23.8047,23.7489,23.8224,23.8205,23.8043,23.81,23.7998,23.7994,23.7686,23.8008,23.8374,23.8099,23.8048,23.8164,23.8066,23.8274,23.8014,23.827,23.7855,23.7782,23.8198,23.8212,23.7832,23.6846
-51.2347,0.811188,1.18412,2,3,0,52.1566,0.290529,3.26259e+07,1.37052e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7436,23.7758,23.7721,23.8793,23.8145,23.8784,23.8545,23.7979,23.8246,23.8793,23.8049,23.7491,23.8226,23.8207,23.8046,23.8103,23.8001,23.7997,23.769,23.8012,23.8378,23.8103,23.8053,23.8169,23.8071,23.8279,23.802,23.8277,23.7862,23.779,23.8207,23.8222,23.7843,23.686
-51.062,0.964036,1.18412,2,3,0,51.4471,0.281602,3.26155e+07,1.3703e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7725,23.7428,23.7748,23.771,23.8782,23.8132,23.8769,23.853,23.7961,23.8227,23.8773,23.8027,23.7467,23.82,23.818,23.8016,23.8071,23.7967,23.7961,23.765,23.797,23.8332,23.8055,23.8001,23.8113,23.8011,23.8214,23.795,23.82,23.7779,23.7697,23.8104,23.8108,23.7708,23.6704
-51.0111,0.984296,1.18412,2,3,0,51.1517,0.285233,3.26198e+07,1.37039e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7728,23.7431,23.7752,23.7715,23.8786,23.8137,23.8775,23.8536,23.7968,23.8235,23.8781,23.8036,23.7477,23.8211,23.8191,23.8028,23.8084,23.7981,23.7976,23.7666,23.7987,23.8351,23.8074,23.8022,23.8136,23.8035,23.8241,23.7978,23.8231,23.7813,23.7735,23.8146,23.8154,23.7764,23.6767
-51.0456,0.979829,1.18412,2,3,0,51.111,0.282083,3.26161e+07,1.37031e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8782,23.8133,23.877,23.8531,23.7962,23.8228,23.8774,23.8028,23.7469,23.8202,23.8181,23.8018,23.8073,23.7969,23.7963,23.7652,23.7972,23.8335,23.8057,23.8004,23.8116,23.8014,23.8218,23.7953,23.8204,23.7784,23.7702,23.811,23.8114,23.7716,23.6712
-51.1427,0.812424,1.18412,2,3,0,52.1432,0.279923,3.26136e+07,1.37026e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7747,23.7708,23.8779,23.8129,23.8767,23.8527,23.7958,23.8224,23.8769,23.8023,23.7463,23.8195,23.8174,23.801,23.8065,23.796,23.7954,23.7643,23.7962,23.8324,23.8045,23.7991,23.8102,23.7999,23.8202,23.7936,23.8185,23.7763,23.7679,23.8085,23.8086,23.7683,23.6674
-51.0112,0.954005,1.18412,2,3,0,51.4099,0.285246,3.26198e+07,1.37039e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7728,23.7431,23.7752,23.7715,23.8786,23.8137,23.8775,23.8536,23.7968,23.8235,23.8782,23.8036,23.7477,23.8211,23.8191,23.8028,23.8084,23.7981,23.7976,23.7666,23.7987,23.8351,23.8075,23.8022,23.8136,23.8035,23.8241,23.7978,23.8231,23.7813,23.7735,23.8146,23.8154,23.7764,23.6768
-51.021,0.992266,1.18412,2,3,0,51.0486,0.285963,3.26206e+07,1.37041e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7715,23.8787,23.8138,23.8776,23.8538,23.797,23.8237,23.8783,23.8038,23.7479,23.8213,23.8193,23.8031,23.8087,23.7984,23.7979,23.7669,23.799,23.8355,23.8078,23.8026,23.814,23.804,23.8246,23.7984,23.8237,23.782,23.7743,23.8154,23.8164,23.7775,23.678
-51.0161,0.991473,1.18412,2,3,0,51.0619,0.285663,3.26203e+07,1.3704e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7431,23.7753,23.7715,23.8787,23.8138,23.8776,23.8537,23.7969,23.8236,23.8782,23.8037,23.7478,23.8212,23.8192,23.803,23.8086,23.7982,23.7977,23.7668,23.7989,23.8353,23.8077,23.8024,23.8138,23.8038,23.8244,23.7982,23.8235,23.7817,23.774,23.8151,23.816,23.777,23.6775
-51.1927,0.956939,1.18412,1,3,0,51.1966,0.289943,3.26253e+07,1.37051e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7826,23.7732,23.7435,23.7757,23.772,23.8793,23.8144,23.8783,23.8544,23.7977,23.8245,23.8792,23.8048,23.7489,23.8224,23.8205,23.8044,23.8101,23.7999,23.7995,23.7687,23.8009,23.8375,23.81,23.8049,23.8165,23.8067,23.8275,23.8015,23.8272,23.7857,23.7784,23.82,23.8214,23.7834,23.685
-51.8235,0.816619,1.18412,1,1,0,51.832,0.295968,3.26323e+07,1.37065e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7737,23.7441,23.7763,23.7727,23.8801,23.8153,23.8793,23.8555,23.7989,23.8257,23.8806,23.8062,23.7505,23.8242,23.8224,23.8064,23.8122,23.8022,23.802,23.7713,23.8037,23.8405,23.8133,23.8084,23.8203,23.8107,23.8319,23.8062,23.8323,23.7912,23.7846,23.8268,23.829,23.7924,23.6953
-51.4426,1,1.18412,2,3,0,51.7875,0.292856,3.26286e+07,1.37058e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8148,23.8788,23.855,23.7983,23.8251,23.8799,23.8055,23.7497,23.8233,23.8214,23.8054,23.8111,23.801,23.8007,23.77,23.8023,23.839,23.8116,23.8066,23.8184,23.8087,23.8296,23.8038,23.8297,23.7884,23.7814,23.8233,23.8251,23.7878,23.69
-52.1401,0.796661,1.18412,1,1,0,52.2015,0.298031,3.26346e+07,1.3707e+06,57571.6,23.816,23.7567,23.7824,23.7817,23.7831,23.7738,23.7443,23.7765,23.773,23.8803,23.8156,23.8796,23.8559,23.7993,23.8262,23.881,23.8068,23.7511,23.8247,23.823,23.8071,23.813,23.803,23.8028,23.7722,23.8047,23.8416,23.8144,23.8096,23.8216,23.8121,23.8334,23.8078,23.8341,23.7931,23.7867,23.8292,23.8316,23.7955,23.6988
-51.2971,1,1.18412,1,1,0,51.8865,0.29131,3.26269e+07,1.37054e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7722,23.8794,23.8146,23.8785,23.8547,23.798,23.8248,23.8795,23.8051,23.7493,23.8228,23.8209,23.8048,23.8106,23.8004,23.8001,23.7693,23.8015,23.8382,23.8108,23.8057,23.8174,23.8076,23.8285,23.8026,23.8283,23.7869,23.7798,23.8216,23.8231,23.7855,23.6873
-51.1366,0.837054,1.18412,2,3,0,52.1473,0.289041,3.26242e+07,1.37048e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7756,23.7719,23.8791,23.8143,23.8781,23.8543,23.7976,23.8243,23.879,23.8045,23.7487,23.8222,23.8202,23.8041,23.8098,23.7996,23.7991,23.7683,23.8005,23.837,23.8095,23.8044,23.816,23.8061,23.8269,23.8008,23.8264,23.7848,23.7775,23.819,23.8203,23.7821,23.6834
-51.0383,0.988816,1.18412,1,3,0,51.1849,0.282329,3.26164e+07,1.37032e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8783,23.8133,23.877,23.8531,23.7963,23.8229,23.8775,23.8029,23.7469,23.8202,23.8182,23.8018,23.8074,23.797,23.7964,23.7653,23.7973,23.8336,23.8059,23.8005,23.8117,23.8016,23.822,23.7955,23.8206,23.7786,23.7705,23.8113,23.8117,23.7719,23.6716
-51.0078,0.997736,1.18412,2,3,0,51.0504,0.284465,3.26189e+07,1.37037e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7728,23.743,23.7751,23.7714,23.8785,23.8136,23.8774,23.8535,23.7967,23.8233,23.878,23.8034,23.7475,23.8208,23.8188,23.8026,23.8081,23.7978,23.7973,23.7663,23.7983,23.8347,23.807,23.8017,23.8131,23.803,23.8235,23.7972,23.8225,23.7806,23.7727,23.8137,23.8144,23.7752,23.6754
-51.2712,0.806732,1.18412,2,3,0,52.0811,0.278108,3.26114e+07,1.37021e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7954,23.822,23.8765,23.8018,23.7458,23.819,23.8169,23.8004,23.8059,23.7953,23.7946,23.7635,23.7953,23.8314,23.8036,23.798,23.809,23.7987,23.8189,23.7922,23.817,23.7746,23.766,23.8064,23.8063,23.7655,23.6642
-51.4587,0.94606,1.18412,1,1,0,51.5082,0.276146,3.26091e+07,1.37017e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7721,23.7423,23.7743,23.7704,23.8774,23.8124,23.876,23.852,23.7951,23.8216,23.8761,23.8014,23.7453,23.8185,23.8163,23.7998,23.8052,23.7946,23.7938,23.7626,23.7944,23.8304,23.8025,23.7969,23.8078,23.7974,23.8174,23.7906,23.8152,23.7728,23.764,23.8041,23.8037,23.7625,23.6607
-51.3779,1,1.18412,2,3,0,51.5305,0.276928,3.261e+07,1.37019e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7705,23.8775,23.8125,23.8762,23.8522,23.7952,23.8218,23.8763,23.8016,23.7455,23.8187,23.8165,23.8,23.8055,23.7949,23.7942,23.7629,23.7947,23.8308,23.8029,23.7973,23.8083,23.7979,23.818,23.7913,23.8159,23.7735,23.7648,23.805,23.8047,23.7637,23.6621
-51.7944,0.959522,1.18412,2,3,0,51.7952,0.295759,3.2632e+07,1.37065e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7763,23.7727,23.88,23.8152,23.8792,23.8555,23.7989,23.8257,23.8805,23.8062,23.7505,23.8241,23.8223,23.8063,23.8122,23.8021,23.8019,23.7713,23.8036,23.8404,23.8132,23.8083,23.8202,23.8106,23.8317,23.8061,23.8321,23.791,23.7844,23.8266,23.8287,23.7921,23.695
-51.2262,1,1.18412,1,1,0,51.6286,0.290415,3.26258e+07,1.37052e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7436,23.7758,23.7721,23.8793,23.8145,23.8784,23.8545,23.7978,23.8246,23.8793,23.8049,23.7491,23.8226,23.8207,23.8045,23.8103,23.8001,23.7997,23.7689,23.8011,23.8377,23.8103,23.8052,23.8168,23.807,23.8278,23.8019,23.8276,23.7861,23.7789,23.8205,23.822,23.7842,23.6858
-51.8165,0.827014,1.18412,1,1,0,51.8325,0.295918,3.26322e+07,1.37065e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7737,23.7441,23.7763,23.7727,23.88,23.8153,23.8793,23.8555,23.7989,23.8257,23.8806,23.8062,23.7505,23.8241,23.8224,23.8064,23.8122,23.8022,23.8019,23.7713,23.8037,23.8405,23.8133,23.8084,23.8203,23.8107,23.8318,23.8062,23.8323,23.7912,23.7846,23.8268,23.8289,23.7924,23.6952
-51.567,1,1.18412,1,1,0,51.8763,0.293983,3.263e+07,1.3706e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7439,23.7761,23.7725,23.8798,23.815,23.8789,23.8551,23.7985,23.8253,23.8801,23.8058,23.75,23.8236,23.8218,23.8057,23.8115,23.8015,23.8011,23.7705,23.8028,23.8395,23.8122,23.8073,23.8191,23.8094,23.8304,23.8047,23.8306,23.7894,23.7826,23.8246,23.8265,23.7895,23.6919
