# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = Supernova_dL_model
# start_datetime = 2023-07-22 21:01:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Meu_Codigo_Normal_Model/Supernova/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpg_e5obpy/97x3tqkm.json
# random
#   seed = 9768
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/snia/Supernova_dL-20230722220118.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-51.6542,1,1.04537,1,1,0,52.6367,0.274507,3.26072e+07,1.37013e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8772,23.8122,23.8758,23.8518,23.7947,23.8213,23.8757,23.801,23.7449,23.818,23.8158,23.7992,23.8046,23.7939,23.7932,23.7619,23.7936,23.8296,23.8016,23.7959,23.8068,23.7962,23.8162,23.7893,23.8138,23.7712,23.7622,23.8022,23.8016,23.7599,23.6577
-51.2741,1,1.04537,2,3,0,51.5727,0.278073,3.26114e+07,1.37021e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8763,23.8524,23.7954,23.822,23.8765,23.8018,23.7458,23.819,23.8169,23.8004,23.8059,23.7953,23.7946,23.7635,23.7953,23.8314,23.8035,23.798,23.809,23.7987,23.8188,23.7922,23.8169,23.7746,23.766,23.8063,23.8062,23.7654,23.6641
-51.3958,0.989706,1.04537,2,3,0,51.4413,0.276747,3.26098e+07,1.37018e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7705,23.8775,23.8125,23.8761,23.8521,23.7952,23.8217,23.8762,23.8015,23.7454,23.8186,23.8165,23.8,23.8054,23.7948,23.7941,23.7629,23.7946,23.8307,23.8028,23.7972,23.8082,23.7978,23.8179,23.7911,23.8158,23.7733,23.7646,23.8048,23.8045,23.7634,23.6617
-51.4919,0.991903,1.04537,2,3,0,51.572,0.275845,3.26088e+07,1.37016e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7816,23.7721,23.7422,23.7742,23.7703,23.8774,23.8124,23.876,23.852,23.795,23.8215,23.876,23.8013,23.7452,23.8184,23.8162,23.7997,23.8051,23.7944,23.7937,23.7625,23.7942,23.8303,23.8023,23.7967,23.8076,23.7971,23.8172,23.7904,23.815,23.7725,23.7636,23.8037,23.8033,23.762,23.6601
-51.1123,0.99947,1.04537,1,3,0,51.3933,0.280473,3.26142e+07,1.37027e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7725,23.7427,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7959,23.8225,23.8771,23.8024,23.7464,23.8197,23.8176,23.8012,23.8067,23.7962,23.7956,23.7645,23.7964,23.8326,23.8048,23.7994,23.8106,23.8003,23.8206,23.7941,23.819,23.7768,23.7685,23.8091,23.8093,23.7691,23.6684
-51.178,0.982965,1.04537,1,1,0,51.1936,0.27936,3.26129e+07,1.37025e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7746,23.7708,23.8779,23.8129,23.8766,23.8526,23.7957,23.8223,23.8768,23.8022,23.7461,23.8194,23.8173,23.8009,23.8063,23.7958,23.7952,23.764,23.7959,23.8321,23.8042,23.7988,23.8098,23.7995,23.8198,23.7932,23.818,23.7758,23.7674,23.8078,23.8079,23.7674,23.6664
-51.1131,1,1.04537,1,1,0,51.1769,0.280458,3.26142e+07,1.37027e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7725,23.7427,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7959,23.8225,23.8771,23.8024,23.7464,23.8197,23.8176,23.8012,23.8067,23.7962,23.7956,23.7645,23.7964,23.8326,23.8048,23.7994,23.8105,23.8003,23.8206,23.7941,23.819,23.7768,23.7685,23.8091,23.8093,23.7691,23.6683
-52.0982,0.744922,1.04537,1,3,0,52.6716,0.297776,3.26343e+07,1.3707e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.7831,23.7738,23.7442,23.7765,23.7729,23.8803,23.8155,23.8796,23.8558,23.7993,23.8261,23.881,23.8067,23.751,23.8247,23.8229,23.807,23.8129,23.8029,23.8027,23.7721,23.8046,23.8414,23.8143,23.8095,23.8215,23.8119,23.8332,23.8076,23.8338,23.7929,23.7865,23.8289,23.8313,23.7951,23.6984
-51.6713,1,1.04537,1,1,0,52.0897,0.294835,3.26309e+07,1.37062e+06,57571.6,23.8159,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7762,23.7726,23.8799,23.8151,23.8791,23.8553,23.7987,23.8255,23.8803,23.806,23.7502,23.8238,23.822,23.806,23.8118,23.8018,23.8015,23.7708,23.8032,23.84,23.8127,23.8078,23.8196,23.81,23.831,23.8053,23.8313,23.7902,23.7834,23.8256,23.8276,23.7907,23.6934
-51.4642,1,1.04537,1,1,0,51.7016,0.293062,3.26289e+07,1.37058e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7828,23.7734,23.7438,23.776,23.7724,23.8797,23.8148,23.8788,23.855,23.7983,23.8251,23.8799,23.8055,23.7498,23.8233,23.8215,23.8054,23.8112,23.8011,23.8008,23.7701,23.8024,23.8391,23.8117,23.8067,23.8185,23.8088,23.8298,23.804,23.8298,23.7885,23.7816,23.8235,23.8254,23.7881,23.6903
-51.0509,1,1.04537,1,3,0,51.3593,0.28713,3.2622e+07,1.37044e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8778,23.854,23.7972,23.8239,23.8786,23.8041,23.7482,23.8216,23.8197,23.8034,23.8091,23.7988,23.7983,23.7675,23.7996,23.836,23.8085,23.8033,23.8148,23.8048,23.8255,23.7993,23.8248,23.7831,23.7755,23.8168,23.8178,23.7792,23.6801
-51.3015,0.919699,1.04537,1,3,0,51.5035,0.277751,3.2611e+07,1.37021e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7722,23.7424,23.7744,23.7706,23.8776,23.8126,23.8763,23.8523,23.7954,23.8219,23.8765,23.8018,23.7457,23.8189,23.8168,23.8003,23.8057,23.7952,23.7945,23.7633,23.7951,23.8313,23.8034,23.7978,23.8088,23.7984,23.8186,23.7919,23.8166,23.7743,23.7657,23.806,23.8058,23.7649,23.6635
-51.1839,1,1.04537,2,3,0,51.2959,0.279271,3.26128e+07,1.37024e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7819,23.7724,23.7425,23.7746,23.7708,23.8778,23.8128,23.8765,23.8526,23.7957,23.8223,23.8768,23.8021,23.7461,23.8194,23.8172,23.8008,23.8063,23.7958,23.7951,23.764,23.7958,23.832,23.8042,23.7987,23.8098,23.7995,23.8197,23.7931,23.818,23.7757,23.7673,23.8077,23.8078,23.7673,23.6662
-52.03,0.914851,1.04537,2,3,0,52.0653,0.29735,3.26339e+07,1.37069e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7738,23.7442,23.7765,23.7729,23.8802,23.8155,23.8795,23.8557,23.7992,23.826,23.8809,23.8066,23.7509,23.8245,23.8228,23.8068,23.8127,23.8027,23.8025,23.7719,23.8044,23.8412,23.814,23.8092,23.8212,23.8117,23.8329,23.8073,23.8335,23.7925,23.786,23.8284,23.8307,23.7945,23.6977
-51.5918,0.865554,1.04537,1,3,0,53.3365,0.274999,3.26078e+07,1.37014e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7422,23.7741,23.7702,23.8773,23.8122,23.8758,23.8518,23.7948,23.8214,23.8758,23.8011,23.745,23.8181,23.8159,23.7994,23.8048,23.7941,23.7934,23.7621,23.7938,23.8298,23.8018,23.7962,23.8071,23.7966,23.8166,23.7897,23.8142,23.7717,23.7628,23.8028,23.8022,23.7607,23.6586
-51.5918,0.661879,1.04537,1,1,0,52.834,0.274999,3.26078e+07,1.37014e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7422,23.7741,23.7702,23.8773,23.8122,23.8758,23.8518,23.7948,23.8214,23.8758,23.8011,23.745,23.8181,23.8159,23.7994,23.8048,23.7941,23.7934,23.7621,23.7938,23.8298,23.8018,23.7962,23.8071,23.7966,23.8166,23.7897,23.8142,23.7717,23.7628,23.8028,23.8022,23.7607,23.6586
-52.7271,0.752643,1.04537,1,1,0,52.7408,0.268279,3.25998e+07,1.36997e+06,57571.6,23.8153,23.7558,23.7811,23.7801,23.7812,23.7715,23.7415,23.7734,23.7695,23.8764,23.8113,23.8748,23.8507,23.7935,23.82,23.8743,23.7994,23.7432,23.8162,23.8138,23.7971,23.8023,23.7915,23.7906,23.7591,23.7906,23.8264,23.7981,23.7922,23.8028,23.792,23.8116,23.7843,23.8084,23.7653,23.7556,23.7949,23.7934,23.7502,23.6464
-51.2103,1,1.04537,1,3,0,52.3758,0.278894,3.26123e+07,1.37023e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7746,23.7707,23.8778,23.8128,23.8765,23.8525,23.7956,23.8222,23.8767,23.802,23.746,23.8192,23.8171,23.8007,23.8062,23.7956,23.795,23.7638,23.7957,23.8318,23.804,23.7985,23.8095,23.7992,23.8194,23.7928,23.8176,23.7754,23.7669,23.8073,23.8073,23.7667,23.6656
-51.6758,0.887088,1.04537,1,1,0,51.6789,0.274343,3.2607e+07,1.37012e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8772,23.8121,23.8757,23.8517,23.7947,23.8212,23.8757,23.8009,23.7448,23.8179,23.8157,23.7992,23.8045,23.7939,23.7931,23.7618,23.7935,23.8295,23.8015,23.7958,23.8066,23.7961,23.8161,23.7892,23.8137,23.7711,23.7621,23.802,23.8014,23.7597,23.6574
-51.6103,1,1.04537,1,1,0,51.7997,0.27485,3.26076e+07,1.37013e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8773,23.8122,23.8758,23.8518,23.7948,23.8213,23.8758,23.801,23.7449,23.8181,23.8159,23.7993,23.8047,23.7941,23.7933,23.762,23.7937,23.8298,23.8018,23.7961,23.807,23.7965,23.8165,23.7896,23.8141,23.7716,23.7626,23.8026,23.802,23.7605,23.6583
-51.5866,1,1.04537,1,1,0,51.7483,0.275041,3.26078e+07,1.37014e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7422,23.7741,23.7703,23.8773,23.8122,23.8759,23.8518,23.7948,23.8214,23.8758,23.8011,23.745,23.8181,23.8159,23.7994,23.8048,23.7941,23.7934,23.7621,23.7938,23.8299,23.8019,23.7962,23.8071,23.7966,23.8166,23.7897,23.8143,23.7717,23.7628,23.8028,23.8023,23.7608,23.6587
-51.0109,0.990484,1.04537,1,3,0,51.5976,0.285217,3.26198e+07,1.37039e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8235,23.8781,23.8036,23.7477,23.8211,23.8191,23.8028,23.8084,23.7981,23.7976,23.7666,23.7987,23.8351,23.8074,23.8022,23.8136,23.8035,23.8241,23.7978,23.8231,23.7813,23.7735,23.8146,23.8154,23.7763,23.6767
-51.0623,0.986137,1.04537,2,3,0,51.1027,0.287457,3.26224e+07,1.37044e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8779,23.854,23.7973,23.824,23.8787,23.8042,23.7483,23.8217,23.8198,23.8036,23.8092,23.7989,23.7985,23.7676,23.7997,23.8362,23.8087,23.8035,23.815,23.805,23.8257,23.7996,23.825,23.7834,23.7758,23.8172,23.8183,23.7797,23.6806
-51.0623,0.464763,1.04537,1,3,0,54.1825,0.287457,3.26224e+07,1.37044e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8779,23.854,23.7973,23.824,23.8787,23.8042,23.7483,23.8217,23.8198,23.8036,23.8092,23.7989,23.7985,23.7676,23.7997,23.8362,23.8087,23.8035,23.815,23.805,23.8257,23.7996,23.825,23.7834,23.7758,23.8172,23.8183,23.7797,23.6806
-51.4059,0.886704,1.04537,2,3,0,51.8382,0.292494,3.26282e+07,1.37057e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8148,23.8787,23.8549,23.7982,23.825,23.8798,23.8054,23.7496,23.8232,23.8213,23.8052,23.811,23.8009,23.8005,23.7698,23.8021,23.8388,23.8114,23.8064,23.8181,23.8084,23.8294,23.8035,23.8293,23.788,23.781,23.8229,23.8246,23.7873,23.6894
-51.0369,1,1.04537,2,3,0,51.3517,0.282379,3.26164e+07,1.37032e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8783,23.8133,23.8771,23.8531,23.7963,23.8229,23.8775,23.8029,23.7469,23.8202,23.8182,23.8019,23.8074,23.797,23.7964,23.7654,23.7973,23.8336,23.8059,23.8005,23.8118,23.8016,23.822,23.7956,23.8207,23.7786,23.7705,23.8113,23.8118,23.772,23.6717
-51.2943,0.966923,1.04537,2,3,0,51.3164,0.291277,3.26268e+07,1.37054e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7722,23.8794,23.8146,23.8785,23.8547,23.798,23.8248,23.8795,23.8051,23.7493,23.8228,23.8209,23.8048,23.8106,23.8004,23.8,23.7693,23.8015,23.8382,23.8107,23.8057,23.8174,23.8076,23.8285,23.8026,23.8283,23.7869,23.7798,23.8215,23.8231,23.7854,23.6873
-53.6593,0.747797,1.04537,2,3,0,53.769,0.264419,3.25952e+07,1.36987e+06,57571.6,23.8152,23.7556,23.781,23.7798,23.7809,23.7712,23.7412,23.773,23.769,23.8759,23.8107,23.8741,23.85,23.7928,23.8192,23.8734,23.7985,23.7422,23.8151,23.8126,23.7958,23.801,23.79,23.789,23.7574,23.7888,23.8244,23.796,23.79,23.8003,23.7893,23.8087,23.7812,23.805,23.7616,23.7515,23.7903,23.7883,23.7442,23.6394
-53.4165,1,1.04537,1,1,0,54.1409,0.265346,3.25963e+07,1.3699e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7713,23.7413,23.7731,23.7691,23.876,23.8108,23.8743,23.8502,23.793,23.8194,23.8736,23.7987,23.7424,23.8153,23.8129,23.7962,23.8013,23.7904,23.7894,23.7578,23.7892,23.8249,23.7965,23.7905,23.8009,23.79,23.8094,23.782,23.8058,23.7625,23.7525,23.7914,23.7896,23.7456,23.6411
-51.6083,1,1.04537,1,1,0,52.9662,0.274867,3.26076e+07,1.37013e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8773,23.8122,23.8758,23.8518,23.7948,23.8213,23.8758,23.801,23.7449,23.8181,23.8159,23.7994,23.8047,23.7941,23.7933,23.762,23.7937,23.8298,23.8018,23.7961,23.807,23.7965,23.8165,23.7896,23.8141,23.7716,23.7626,23.8026,23.8021,23.7605,23.6584
-51.0801,1,1.04537,1,3,0,51.4807,0.281152,3.2615e+07,1.37029e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7748,23.771,23.8781,23.8131,23.8769,23.8529,23.796,23.8227,23.8772,23.8026,23.7466,23.8199,23.8178,23.8015,23.807,23.7965,23.7959,23.7648,23.7967,23.833,23.8052,23.7998,23.811,23.8008,23.8211,23.7946,23.8196,23.7775,23.7692,23.8099,23.8102,23.7702,23.6696
-51.2645,0.952907,1.04537,1,1,0,51.2653,0.27819,3.26115e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7955,23.822,23.8766,23.8019,23.7458,23.819,23.8169,23.8005,23.8059,23.7954,23.7947,23.7635,23.7953,23.8315,23.8036,23.7981,23.8091,23.7987,23.8189,23.7923,23.817,23.7747,23.7661,23.8065,23.8064,23.7656,23.6643
-51.4898,0.943686,1.04537,1,1,0,51.5187,0.275864,3.26088e+07,1.37016e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7816,23.7721,23.7422,23.7742,23.7703,23.8774,23.8124,23.876,23.852,23.795,23.8216,23.876,23.8013,23.7452,23.8184,23.8162,23.7997,23.8051,23.7945,23.7937,23.7625,23.7942,23.8303,23.8023,23.7967,23.8076,23.7972,23.8172,23.7904,23.815,23.7725,23.7637,23.8038,23.8033,23.762,23.6601
-51.4733,1,1.04537,1,1,0,51.6025,0.276013,3.2609e+07,1.37016e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7721,23.7422,23.7743,23.7704,23.8774,23.8124,23.876,23.852,23.795,23.8216,23.8761,23.8013,23.7453,23.8184,23.8162,23.7997,23.8051,23.7945,23.7938,23.7625,23.7943,23.8304,23.8024,23.7968,23.8077,23.7973,23.8173,23.7905,23.8151,23.7727,23.7638,23.8039,23.8035,23.7623,23.6604
-51.0927,0.960697,1.04537,1,3,0,51.7208,0.288188,3.26232e+07,1.37046e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.7731,23.7434,23.7755,23.7718,23.879,23.8141,23.878,23.8541,23.7974,23.8241,23.8788,23.8043,23.7485,23.8219,23.82,23.8038,23.8095,23.7992,23.7988,23.7679,23.8001,23.8366,23.8091,23.8039,23.8154,23.8055,23.8262,23.8001,23.8257,23.784,23.7766,23.818,23.8192,23.7808,23.6819
-51.0164,0.9916,1.04537,2,3,0,51.1489,0.285679,3.26203e+07,1.3704e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7431,23.7753,23.7715,23.8787,23.8138,23.8776,23.8537,23.7969,23.8236,23.8782,23.8037,23.7478,23.8212,23.8192,23.803,23.8086,23.7983,23.7977,23.7668,23.7989,23.8353,23.8077,23.8025,23.8139,23.8038,23.8244,23.7982,23.8235,23.7817,23.774,23.8151,23.816,23.777,23.6775
-51.2362,0.666329,1.04537,2,3,0,53.5258,0.278547,3.26119e+07,1.37023e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8778,23.8127,23.8764,23.8525,23.7955,23.8221,23.8766,23.802,23.7459,23.8191,23.817,23.8006,23.806,23.7955,23.7948,23.7637,23.7955,23.8317,23.8038,23.7983,23.8093,23.799,23.8192,23.7925,23.8173,23.775,23.7665,23.8069,23.8068,23.7662,23.6649
-51.0141,1,1.04537,1,3,0,51.1977,0.283527,3.26178e+07,1.37035e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7713,23.8784,23.8135,23.8772,23.8533,23.7965,23.8231,23.8778,23.8032,23.7472,23.8206,23.8186,23.8022,23.8078,23.7974,23.7969,23.7659,23.7979,23.8342,23.8065,23.8012,23.8125,23.8024,23.8228,23.7965,23.8216,23.7797,23.7717,23.8126,23.8132,23.7738,23.6738
-51.0299,0.800612,1.04537,2,3,0,52.3378,0.286387,3.26211e+07,1.37042e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8788,23.8139,23.8777,23.8538,23.7971,23.8237,23.8784,23.8039,23.748,23.8214,23.8194,23.8032,23.8088,23.7985,23.798,23.7671,23.7992,23.8357,23.8081,23.8029,23.8143,23.8043,23.8249,23.7987,23.8241,23.7824,23.7747,23.8159,23.8169,23.7781,23.6788
-51.0137,0.862623,1.04537,2,3,0,51.881,0.283553,3.26178e+07,1.37035e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7713,23.8784,23.8135,23.8772,23.8533,23.7965,23.8232,23.8778,23.8032,23.7473,23.8206,23.8186,23.8023,23.8078,23.7974,23.7969,23.7659,23.7979,23.8342,23.8065,23.8012,23.8125,23.8024,23.8229,23.7965,23.8217,23.7797,23.7717,23.8127,23.8133,23.7738,23.6738
-51.8958,0.855799,1.04537,2,3,0,52.1711,0.29647,3.26328e+07,1.37066e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7764,23.7728,23.8801,23.8153,23.8793,23.8556,23.799,23.8258,23.8807,23.8064,23.7507,23.8243,23.8225,23.8066,23.8124,23.8024,23.8022,23.7716,23.804,23.8408,23.8136,23.8087,23.8206,23.8111,23.8322,23.8066,23.8327,23.7917,23.7851,23.8274,23.8296,23.7932,23.6962
-51.2818,1,1.04537,2,3,0,51.7318,0.277982,3.26113e+07,1.37021e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8763,23.8524,23.7954,23.822,23.8765,23.8018,23.7458,23.819,23.8168,23.8004,23.8058,23.7953,23.7946,23.7634,23.7952,23.8314,23.8035,23.798,23.809,23.7986,23.8188,23.7921,23.8168,23.7745,23.7659,23.8062,23.8061,23.7653,23.6639
