# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = Supernova_dL_model
# start_datetime = 2023-07-22 21:01:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Meu_Codigo_Normal_Model/Supernova/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpg_e5obpy/97x3tqkm.json
# random
#   seed = 9768
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/snia/Supernova_dL-20230722220118.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-53.6635,0.581472,1.17235,1,3,0,53.7124,0.305336,3.26431e+07,1.37088e+06,57571.6,23.8162,23.7569,23.7827,23.782,23.7835,23.7744,23.7449,23.7773,23.7738,23.8813,23.8166,23.8808,23.8571,23.8007,23.8277,23.8827,23.8085,23.753,23.8268,23.8252,23.8095,23.8156,23.8058,23.8058,23.7754,23.8081,23.8453,23.8183,23.8138,23.8262,23.817,23.8386,23.8135,23.8402,23.7998,23.7942,23.8373,23.8407,23.8062,23.7112
-51.917,1,1.17235,1,1,0,53.212,0.296613,3.2633e+07,1.37067e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7764,23.7728,23.8801,23.8154,23.8794,23.8556,23.799,23.8259,23.8807,23.8064,23.7507,23.8243,23.8226,23.8066,23.8125,23.8025,23.8022,23.7716,23.804,23.8409,23.8136,23.8088,23.8207,23.8112,23.8323,23.8067,23.8329,23.7918,23.7853,23.8276,23.8298,23.7934,23.6964
-52.4423,0.95272,1.17235,2,3,0,52.6119,0.299749,3.26366e+07,1.37074e+06,57571.6,23.8161,23.7568,23.7825,23.7817,23.7832,23.7739,23.7444,23.7767,23.7732,23.8806,23.8158,23.8799,23.8561,23.7996,23.8265,23.8814,23.8072,23.7515,23.8252,23.8235,23.8076,23.8136,23.8037,23.8035,23.773,23.8055,23.8424,23.8153,23.8106,23.8227,23.8133,23.8346,23.8092,23.8355,23.7947,23.7885,23.8311,23.8337,23.798,23.7018
-51.5695,1,1.17235,2,3,0,52.2386,0.294003,3.263e+07,1.3706e+06,57571.6,23.8159,23.7566,23.7823,23.7814,23.7828,23.7735,23.7439,23.7761,23.7725,23.8798,23.815,23.8789,23.8552,23.7985,23.8253,23.8801,23.8058,23.75,23.8236,23.8218,23.8057,23.8115,23.8015,23.8012,23.7705,23.8028,23.8395,23.8122,23.8073,23.8191,23.8094,23.8304,23.8047,23.8306,23.7894,23.7826,23.8246,23.8265,23.7895,23.692
-51.1932,1,1.17235,1,1,0,51.4725,0.28995,3.26253e+07,1.37051e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7826,23.7732,23.7435,23.7757,23.772,23.8793,23.8144,23.8783,23.8544,23.7977,23.8245,23.8792,23.8048,23.7489,23.8224,23.8205,23.8044,23.8101,23.7999,23.7995,23.7687,23.8009,23.8375,23.81,23.8049,23.8165,23.8067,23.8275,23.8015,23.8272,23.7857,23.7784,23.82,23.8214,23.7835,23.685
-52.5026,0.661215,1.17235,1,3,0,53.4705,0.269362,3.26011e+07,1.37e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7736,23.7696,23.8765,23.8114,23.8749,23.8509,23.7937,23.8202,23.8745,23.7997,23.7435,23.8165,23.8142,23.7975,23.8027,23.7919,23.791,23.7596,23.7911,23.8269,23.7987,23.7929,23.8035,23.7927,23.8124,23.7852,23.8093,23.7664,23.7568,23.7962,23.7949,23.7519,23.6484
-52.5114,0.997808,1.17235,1,1,0,52.8918,0.269318,3.2601e+07,1.37e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7736,23.7696,23.8765,23.8114,23.8749,23.8508,23.7937,23.8202,23.8745,23.7997,23.7435,23.8165,23.8142,23.7975,23.8027,23.7919,23.791,23.7596,23.7911,23.8269,23.7987,23.7929,23.8034,23.7927,23.8124,23.7852,23.8093,23.7663,23.7567,23.7961,23.7948,23.7519,23.6483
-51.6845,1,1.17235,1,1,0,52.3523,0.274278,3.26069e+07,1.37012e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7815,23.772,23.7421,23.7741,23.7702,23.8772,23.8121,23.8757,23.8517,23.7947,23.8212,23.8757,23.8009,23.7448,23.8179,23.8157,23.7992,23.8045,23.7938,23.7931,23.7618,23.7935,23.8295,23.8014,23.7958,23.8066,23.7961,23.8161,23.7891,23.8136,23.771,23.762,23.8019,23.8013,23.7596,23.6573
-51.3607,1,1.17235,1,1,0,51.6397,0.277106,3.26102e+07,1.37019e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7744,23.7705,23.8776,23.8125,23.8762,23.8522,23.7952,23.8218,23.8763,23.8016,23.7455,23.8187,23.8166,23.8001,23.8055,23.7949,23.7942,23.763,23.7948,23.8309,23.803,23.7974,23.8084,23.798,23.8181,23.7914,23.8161,23.7737,23.765,23.8052,23.805,23.764,23.6624
-51.0433,1,1.17235,1,3,0,51.2841,0.282159,3.26162e+07,1.37031e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8782,23.8133,23.877,23.8531,23.7962,23.8229,23.8775,23.8028,23.7469,23.8202,23.8181,23.8018,23.8073,23.7969,23.7963,23.7653,23.7972,23.8335,23.8058,23.8004,23.8116,23.8014,23.8218,23.7954,23.8205,23.7784,23.7703,23.8111,23.8115,23.7717,23.6713
-51.0105,0.936826,1.17235,2,3,0,51.4278,0.285163,3.26197e+07,1.37039e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7822,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8235,23.8781,23.8036,23.7477,23.821,23.8191,23.8028,23.8084,23.7981,23.7975,23.7666,23.7986,23.835,23.8074,23.8022,23.8135,23.8035,23.824,23.7978,23.8231,23.7812,23.7734,23.8145,23.8153,23.7762,23.6766
-51.0099,0.788873,1.17235,2,3,0,52.3881,0.285086,3.26196e+07,1.37039e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7822,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8235,23.8781,23.8036,23.7477,23.821,23.819,23.8028,23.8084,23.798,23.7975,23.7666,23.7986,23.835,23.8074,23.8021,23.8135,23.8034,23.824,23.7977,23.823,23.7812,23.7733,23.8144,23.8152,23.7761,23.6765
-51.0084,0.949182,1.17235,2,3,0,51.2992,0.284831,3.26193e+07,1.37038e+06,57571.6,23.8157,23.7563,23.7819,23.7809,23.7822,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8234,23.8781,23.8035,23.7476,23.821,23.819,23.8027,23.8083,23.7979,23.7974,23.7664,23.7985,23.8349,23.8072,23.802,23.8133,23.8032,23.8238,23.7975,23.8228,23.7809,23.7731,23.8141,23.8149,23.7757,23.676
-51.0856,0.982393,1.17235,2,3,0,51.1262,0.288031,3.2623e+07,1.37046e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7755,23.7718,23.879,23.8141,23.878,23.8541,23.7974,23.8241,23.8788,23.8043,23.7484,23.8219,23.8199,23.8037,23.8094,23.7992,23.7987,23.7679,23.8,23.8365,23.809,23.8038,23.8153,23.8054,23.8261,23.8,23.8255,23.7839,23.7764,23.8178,23.819,23.7806,23.6816
-51.8795,0.768619,1.17235,2,3,0,52.7775,0.296358,3.26327e+07,1.37066e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7764,23.7728,23.8801,23.8153,23.8793,23.8556,23.799,23.8258,23.8807,23.8063,23.7506,23.8243,23.8225,23.8065,23.8124,23.8024,23.8021,23.7715,23.8039,23.8407,23.8135,23.8087,23.8206,23.811,23.8321,23.8065,23.8326,23.7916,23.785,23.8273,23.8295,23.793,23.696
-51.7053,0.843111,1.17235,2,3,0,53.443,0.274122,3.26067e+07,1.37012e+06,57571.6,23.8155,23.7559,23.7814,23.7804,23.7815,23.772,23.7421,23.7741,23.7701,23.8772,23.8121,23.8757,23.8517,23.7947,23.8212,23.8756,23.8009,23.7448,23.8179,23.8156,23.7991,23.8044,23.7938,23.793,23.7617,23.7934,23.8294,23.8014,23.7957,23.8065,23.796,23.8159,23.789,23.8135,23.7709,23.7618,23.8017,23.8011,23.7593,23.657
-51.4206,1,1.17235,1,1,0,51.6888,0.276504,3.26095e+07,1.37017e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7721,23.7423,23.7743,23.7704,23.8775,23.8124,23.8761,23.8521,23.7951,23.8217,23.8762,23.8015,23.7454,23.8186,23.8164,23.7999,23.8053,23.7947,23.794,23.7628,23.7945,23.8306,23.8027,23.7971,23.808,23.7976,23.8177,23.7909,23.8156,23.7731,23.7643,23.8045,23.8042,23.763,23.6613
-52.5084,0.757482,1.17235,1,1,0,52.5107,0.269333,3.26011e+07,1.37e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7736,23.7696,23.8765,23.8114,23.8749,23.8509,23.7937,23.8202,23.8745,23.7997,23.7435,23.8165,23.8142,23.7975,23.8027,23.7919,23.791,23.7596,23.7911,23.8269,23.7987,23.7929,23.8034,23.7927,23.8124,23.7852,23.8093,23.7663,23.7567,23.7961,23.7948,23.7519,23.6484
-51.3035,0.997401,1.17235,1,3,0,52.2011,0.277729,3.2611e+07,1.3702e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7722,23.7424,23.7744,23.7706,23.8776,23.8126,23.8763,23.8523,23.7954,23.8219,23.8764,23.8018,23.7457,23.8189,23.8168,23.8003,23.8057,23.7952,23.7945,23.7633,23.7951,23.8312,23.8033,23.7978,23.8088,23.7984,23.8186,23.7919,23.8166,23.7743,23.7656,23.8059,23.8058,23.7649,23.6635
-51.1372,1,1.17235,1,1,0,51.2699,0.280018,3.26137e+07,1.37026e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7747,23.7708,23.8779,23.813,23.8767,23.8527,23.7958,23.8224,23.877,23.8023,23.7463,23.8196,23.8175,23.8011,23.8066,23.7961,23.7954,23.7643,23.7962,23.8324,23.8046,23.7991,23.8103,23.8,23.8203,23.7937,23.8186,23.7764,23.768,23.8086,23.8087,23.7684,23.6676
-51.2543,0.942589,1.17235,1,3,0,51.5672,0.290785,3.26262e+07,1.37053e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8546,23.7979,23.8247,23.8794,23.805,23.7492,23.8227,23.8208,23.8047,23.8104,23.8002,23.7998,23.7691,23.8013,23.8379,23.8105,23.8054,23.8171,23.8073,23.8281,23.8022,23.8279,23.7864,23.7793,23.821,23.8225,23.7847,23.6864
-51.2798,0.997622,1.17235,2,3,0,51.3428,0.291103,3.26266e+07,1.37053e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8794,23.8146,23.8785,23.8546,23.798,23.8247,23.8795,23.8051,23.7493,23.8228,23.8209,23.8048,23.8105,23.8003,23.8,23.7692,23.8014,23.8381,23.8106,23.8056,23.8173,23.8075,23.8283,23.8024,23.8282,23.7867,23.7796,23.8213,23.8229,23.7852,23.687
-51.547,0.927257,1.17235,1,1,0,51.5821,0.29381,3.26298e+07,1.3706e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7439,23.7761,23.7725,23.8798,23.815,23.8789,23.8551,23.7985,23.8253,23.8801,23.8057,23.75,23.8235,23.8217,23.8057,23.8115,23.8014,23.8011,23.7704,23.8027,23.8394,23.8121,23.8072,23.819,23.8093,23.8303,23.8045,23.8305,23.7892,23.7824,23.8244,23.8263,23.7892,23.6916
-51.7276,0.949665,1.17235,1,1,0,51.8451,0.295267,3.26314e+07,1.37063e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7763,23.7726,23.88,23.8152,23.8791,23.8554,23.7988,23.8256,23.8804,23.8061,23.7504,23.824,23.8222,23.8062,23.812,23.8019,23.8017,23.771,23.8034,23.8402,23.8129,23.808,23.8199,23.8103,23.8314,23.8057,23.8317,23.7906,23.7839,23.826,23.8281,23.7914,23.6941
-52.9651,0.697389,1.17235,1,1,0,53.0209,0.302347,3.26396e+07,1.37081e+06,57571.6,23.8161,23.7568,23.7826,23.7819,23.7834,23.7741,23.7446,23.777,23.7735,23.8809,23.8162,23.8803,23.8566,23.8001,23.827,23.882,23.8078,23.7522,23.826,23.8243,23.8085,23.8145,23.8047,23.8045,23.7741,23.8067,23.8438,23.8167,23.8121,23.8243,23.815,23.8364,23.8112,23.8377,23.7971,23.7911,23.834,23.837,23.8018,23.7062
-51.1088,0.831725,1.17235,2,3,0,54.3606,0.288522,3.26236e+07,1.37047e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7825,23.7731,23.7434,23.7756,23.7718,23.8791,23.8142,23.8781,23.8542,23.7975,23.8242,23.8789,23.8044,23.7486,23.822,23.8201,23.8039,23.8096,23.7994,23.7989,23.7681,23.8002,23.8368,23.8092,23.8041,23.8156,23.8057,23.8265,23.8004,23.8259,23.7843,23.7769,23.8184,23.8196,23.7813,23.6825
-51.2344,0.965634,1.17235,1,1,0,51.2444,0.290526,3.26259e+07,1.37052e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7436,23.7758,23.7721,23.8793,23.8145,23.8784,23.8545,23.7979,23.8246,23.8793,23.8049,23.7491,23.8226,23.8207,23.8046,23.8103,23.8001,23.7997,23.769,23.8012,23.8378,23.8103,23.8053,23.8169,23.8071,23.8279,23.802,23.8277,23.7862,23.779,23.8207,23.8221,23.7843,23.686
-51.2309,0.89928,1.17235,2,3,0,51.9251,0.290478,3.26259e+07,1.37052e+06,57571.6,23.8158,23.7565,23.7821,23.7812,23.7826,23.7732,23.7436,23.7758,23.7721,23.8793,23.8145,23.8784,23.8545,23.7978,23.8246,23.8793,23.8049,23.7491,23.8226,23.8207,23.8046,23.8103,23.8001,23.7997,23.7689,23.8012,23.8378,23.8103,23.8052,23.8169,23.8071,23.8279,23.8019,23.8276,23.7862,23.779,23.8206,23.8221,23.7843,23.6859
-51.1123,1,1.17235,2,3,0,51.2093,0.288591,3.26237e+07,1.37047e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7825,23.7731,23.7434,23.7756,23.7718,23.8791,23.8142,23.8781,23.8542,23.7975,23.8242,23.8789,23.8044,23.7486,23.822,23.8201,23.8039,23.8096,23.7994,23.7989,23.7681,23.8003,23.8368,23.8093,23.8042,23.8157,23.8058,23.8265,23.8005,23.826,23.7844,23.777,23.8185,23.8197,23.7814,23.6826
-51.1484,0.996673,1.17235,2,3,0,51.1702,0.289245,3.26245e+07,1.37049e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7435,23.7756,23.7719,23.8792,23.8143,23.8782,23.8543,23.7976,23.8243,23.8791,23.8046,23.7488,23.8222,23.8203,23.8042,23.8099,23.7996,23.7992,23.7684,23.8006,23.8371,23.8096,23.8045,23.8161,23.8062,23.827,23.801,23.8266,23.785,23.7777,23.8192,23.8205,23.7824,23.6837
-51.5229,0.867308,1.17235,1,3,0,51.9933,0.275574,3.26084e+07,1.37015e+06,57571.6,23.8155,23.756,23.7815,23.7804,23.7816,23.7721,23.7422,23.7742,23.7703,23.8774,23.8123,23.8759,23.8519,23.795,23.8215,23.876,23.8012,23.7451,23.8183,23.8161,23.7996,23.805,23.7943,23.7936,23.7623,23.7941,23.8301,23.8022,23.7965,23.8074,23.797,23.817,23.7902,23.8147,23.7722,23.7634,23.8034,23.803,23.7616,23.6596
-51.5148,1,1.17235,1,1,0,51.6518,0.275644,3.26085e+07,1.37015e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7816,23.7721,23.7422,23.7742,23.7703,23.8774,23.8123,23.876,23.852,23.795,23.8215,23.876,23.8012,23.7452,23.8183,23.8161,23.7996,23.805,23.7944,23.7936,23.7624,23.7941,23.8302,23.8022,23.7966,23.8075,23.797,23.8171,23.7902,23.8148,23.7723,23.7634,23.8035,23.8031,23.7617,23.6598
-51.5148,0.707358,1.17235,1,1,0,52.5358,0.275644,3.26085e+07,1.37015e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7816,23.7721,23.7422,23.7742,23.7703,23.8774,23.8123,23.876,23.852,23.795,23.8215,23.876,23.8012,23.7452,23.8183,23.8161,23.7996,23.805,23.7944,23.7936,23.7624,23.7941,23.8302,23.8022,23.7966,23.8075,23.797,23.8171,23.7902,23.8148,23.7723,23.7634,23.8035,23.8031,23.7617,23.6598
-51.5055,1,1.17235,1,1,0,51.6407,0.275725,3.26086e+07,1.37016e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7816,23.7721,23.7422,23.7742,23.7703,23.8774,23.8123,23.876,23.852,23.795,23.8215,23.876,23.8013,23.7452,23.8183,23.8161,23.7996,23.805,23.7944,23.7937,23.7624,23.7942,23.8302,23.8022,23.7966,23.8075,23.7971,23.8171,23.7903,23.8149,23.7724,23.7635,23.8036,23.8032,23.7618,23.6599
-51.2046,1,1.17235,1,1,0,51.4383,0.278974,3.26124e+07,1.37024e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7746,23.7707,23.8778,23.8128,23.8765,23.8525,23.7956,23.8222,23.8767,23.8021,23.746,23.8193,23.8171,23.8007,23.8062,23.7957,23.795,23.7639,23.7957,23.8319,23.804,23.7985,23.8096,23.7993,23.8195,23.7929,23.8177,23.7754,23.7669,23.8074,23.8074,23.7668,23.6657
-51.2046,0.938585,1.17235,1,1,0,51.3999,0.278974,3.26124e+07,1.37024e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7746,23.7707,23.8778,23.8128,23.8765,23.8525,23.7956,23.8222,23.8767,23.8021,23.746,23.8193,23.8171,23.8007,23.8062,23.7957,23.795,23.7639,23.7957,23.8319,23.804,23.7985,23.8096,23.7993,23.8195,23.7929,23.8177,23.7754,23.7669,23.8074,23.8074,23.7668,23.6657
-51.7144,0.845107,1.17235,2,3,0,52.5289,0.274056,3.26066e+07,1.37011e+06,57571.6,23.8155,23.7559,23.7814,23.7804,23.7815,23.772,23.7421,23.774,23.7701,23.8772,23.8121,23.8757,23.8517,23.7947,23.8212,23.8756,23.8008,23.7447,23.8178,23.8156,23.7991,23.8044,23.7938,23.793,23.7617,23.7934,23.8294,23.8013,23.7956,23.8065,23.7959,23.8159,23.789,23.8134,23.7708,23.7618,23.8017,23.801,23.7592,23.6569
-51.3529,1,1.17235,1,1,0,51.6542,0.277187,3.26103e+07,1.37019e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7424,23.7744,23.7705,23.8776,23.8125,23.8762,23.8522,23.7953,23.8218,23.8763,23.8016,23.7456,23.8188,23.8166,23.8001,23.8055,23.795,23.7943,23.7631,23.7949,23.831,23.803,23.7975,23.8085,23.7981,23.8182,23.7915,23.8162,23.7738,23.7651,23.8053,23.8051,23.7641,23.6625
-51.0397,0.748738,1.17235,2,3,0,53.3805,0.286765,3.26216e+07,1.37043e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7824,23.7729,23.7432,23.7754,23.7716,23.8788,23.8139,23.8778,23.8539,23.7971,23.8238,23.8785,23.804,23.7481,23.8215,23.8195,23.8033,23.809,23.7987,23.7982,23.7673,23.7994,23.8359,23.8083,23.8031,23.8145,23.8046,23.8252,23.799,23.8244,23.7827,23.7751,23.8164,23.8174,23.7787,23.6794
-52.7663,0.766777,1.17235,2,3,0,53.0626,0.268097,3.25996e+07,1.36997e+06,57571.6,23.8153,23.7558,23.7811,23.78,23.7811,23.7715,23.7415,23.7734,23.7694,23.8764,23.8112,23.8747,23.8506,23.7935,23.8199,23.8743,23.7994,23.7431,23.8161,23.8138,23.7971,23.8023,23.7914,23.7905,23.759,23.7905,23.8263,23.798,23.7921,23.8026,23.7918,23.8115,23.7842,23.8082,23.7652,23.7554,23.7947,23.7932,23.75,23.6461
-51.0281,0.956296,1.17235,1,3,0,52.8652,0.286308,3.2621e+07,1.37042e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8788,23.8139,23.8777,23.8538,23.797,23.8237,23.8784,23.8039,23.748,23.8214,23.8194,23.8032,23.8088,23.7985,23.798,23.7671,23.7992,23.8356,23.808,23.8028,23.8142,23.8042,23.8249,23.7987,23.824,23.7823,23.7746,23.8158,23.8168,23.778,23.6786
-52.0273,0.756898,1.17235,1,3,0,52.3922,0.271973,3.26042e+07,1.37006e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7718,23.7419,23.7738,23.7699,23.8769,23.8118,23.8754,23.8513,23.7942,23.8207,23.8751,23.8003,23.7442,23.8172,23.815,23.7984,23.8037,23.7929,23.7921,23.7607,23.7924,23.8283,23.8002,23.7944,23.8051,23.7945,23.8143,23.7873,23.8116,23.7688,23.7595,23.7992,23.7983,23.756,23.6531
