# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb_model
# start_datetime = 2023-07-27 21:32:48 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = Model4/Data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpyli5c534/d3la3cg2.json
# random
#   seed = 72628
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/cmb/cmb-20230727223248_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,lambda,h,Omega_b,Omega_c,wr,Omega_r,Omega_L,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,g1,g2,zstar,z0,v0.1,sol_v.1.1,v,g,la,R,wb,x.1,x.2,x.3
-10718,0,0.00276195,0,1,1,10718.1,70.3688,0.0798561,0.700437,1.62287,0.703688,0.0798561,0.620581,4.15e-05,8.38083e-05,0.299479,0.703688,0.0798561,0.620581,8.38083e-05,0.299479,1.62287,0.700437,0.0387535,0.527829,1085.63,0,0,1.22201,1.22201,0.0129911,295.515,1.02273,0.0395429,-6.05453,-0.717971,0.0172629
-10718,0.51974,0.00276195,1,3,1,10719.7,70.3688,0.0798561,0.700437,1.62287,0.703688,0.0798561,0.620581,4.15e-05,8.38083e-05,0.299479,0.703688,0.0798561,0.620581,8.38083e-05,0.299479,1.62287,0.700437,0.0387535,0.527829,1085.63,0,0,1.22201,1.22201,0.0129911,295.515,1.02273,0.0395429,-6.05453,-0.717971,0.0172629
-10718,0,0.00276195,0,1,1,10719.9,70.3688,0.0798561,0.700437,1.62287,0.703688,0.0798561,0.620581,4.15e-05,8.38083e-05,0.299479,0.703688,0.0798561,0.620581,8.38083e-05,0.299479,1.62287,0.700437,0.0387535,0.527829,1085.63,0,0,1.22201,1.22201,0.0129911,295.515,1.02273,0.0395429,-6.05453,-0.717971,0.0172629
-10718.2,0.5,0.00276195,1,2,1,10718.8,70.3693,0.0798564,0.700439,1.62281,0.703693,0.0798564,0.620582,4.15e-05,8.38071e-05,0.299477,0.703693,0.0798564,0.620582,8.38071e-05,0.299477,1.62281,0.700439,0.0387529,0.527828,1085.63,0,0,1.2221,1.2221,0.0129942,295.467,1.0228,0.0395436,-6.10314,-0.717896,0.0172636
-10715.9,0.666667,0.00276195,1,3,1,10718.9,70.37,0.0798389,0.700454,1.62282,0.7037,0.0798389,0.620615,4.15e-05,8.38057e-05,0.299462,0.7037,0.0798389,0.620615,8.38057e-05,0.299462,1.62282,0.700454,0.0387593,0.527839,1085.64,0,0,1.22209,1.22209,0.012994,295.466,1.0228,0.0395357,-6.10362,-0.717898,0.0172557
-10716.5,0.5,0.00276195,1,2,1,10718,70.3688,0.0798457,0.700438,1.62285,0.703688,0.0798457,0.620592,4.15e-05,8.38085e-05,0.299478,0.703688,0.0798457,0.620592,8.38085e-05,0.299478,1.62285,0.700438,0.0387577,0.527836,1085.64,0,0,1.22204,1.22204,0.0129923,295.495,1.02275,0.0395377,-6.07464,-0.717946,0.0172577
-10710.9,0.5,0.00276195,1,2,1,10721.8,70.3678,0.079804,0.700395,1.62285,0.703678,0.079804,0.620591,4.15e-05,8.38109e-05,0.299521,0.703678,0.079804,0.620591,8.38109e-05,0.299521,1.62285,0.700395,0.0387753,0.527866,1085.65,0,0,1.22206,1.22206,0.0129932,295.479,1.02274,0.0395159,-6.09099,-0.71796,0.0172359
-10710.9,0,0.00276195,0,1,1,10711.7,70.3678,0.079804,0.700395,1.62285,0.703678,0.079804,0.620591,4.15e-05,8.38109e-05,0.299521,0.703678,0.079804,0.620591,8.38109e-05,0.299521,1.62285,0.700395,0.0387753,0.527866,1085.65,0,0,1.22206,1.22206,0.0129932,295.479,1.02274,0.0395159,-6.09099,-0.71796,0.0172359
-10710.9,0,0.00276195,0,1,1,10714.6,70.3678,0.079804,0.700395,1.62285,0.703678,0.079804,0.620591,4.15e-05,8.38109e-05,0.299521,0.703678,0.079804,0.620591,8.38109e-05,0.299521,1.62285,0.700395,0.0387753,0.527866,1085.65,0,0,1.22206,1.22206,0.0129932,295.479,1.02274,0.0395159,-6.09099,-0.71796,0.0172359
-10710.8,0.634367,0.00276195,1,3,1,10713,70.3689,0.0797998,0.700418,1.62279,0.703689,0.0797998,0.620618,4.15e-05,8.38081e-05,0.299498,0.703689,0.0797998,0.620618,8.38081e-05,0.299498,1.62279,0.700418,0.038776,0.527867,1085.65,0,0,1.22214,1.22214,0.0129962,295.43,1.02282,0.0395152,-6.14022,-0.717878,0.0172352
-10710.8,0.250091,0.00276195,1,2,1,10713.2,70.3689,0.0797998,0.700418,1.62279,0.703689,0.0797998,0.620618,4.15e-05,8.38081e-05,0.299498,0.703689,0.0797998,0.620618,8.38081e-05,0.299498,1.62279,0.700418,0.038776,0.527867,1085.65,0,0,1.22214,1.22214,0.0129962,295.43,1.02282,0.0395152,-6.14022,-0.717878,0.0172352
-10707.6,0.666667,0.00276195,1,3,1,10711.2,70.3694,0.0797764,0.700416,1.62283,0.703694,0.0797764,0.62064,4.15e-05,8.38071e-05,0.2995,0.703694,0.0797764,0.62064,8.38071e-05,0.2995,1.62283,0.700416,0.0387849,0.527883,1085.66,0,0,1.22209,1.22209,0.0129948,295.45,1.02278,0.0395041,-6.11974,-0.717921,0.0172241
-10707.6,0,0.00276195,0,1,1,10710.7,70.3694,0.0797764,0.700416,1.62283,0.703694,0.0797764,0.62064,4.15e-05,8.38071e-05,0.2995,0.703694,0.0797764,0.62064,8.38071e-05,0.2995,1.62283,0.700416,0.0387849,0.527883,1085.66,0,0,1.22209,1.22209,0.0129948,295.45,1.02278,0.0395041,-6.11974,-0.717921,0.0172241
-10711.7,0.468441,0.00276195,1,3,1,10715.2,70.3719,0.079786,0.700428,1.62266,0.703719,0.079786,0.620642,4.15e-05,8.3801e-05,0.299488,0.703719,0.079786,0.620642,8.3801e-05,0.299488,1.62266,0.700428,0.0387788,0.527872,1085.66,0,0,1.22233,1.22233,0.0130031,295.319,1.02299,0.0395117,-6.25109,-0.717711,0.0172317
-10711.7,0,0.00276195,0,1,1,10714.1,70.3719,0.079786,0.700428,1.62266,0.703719,0.079786,0.620642,4.15e-05,8.3801e-05,0.299488,0.703719,0.079786,0.620642,8.3801e-05,0.299488,1.62266,0.700428,0.0387788,0.527872,1085.66,0,0,1.22233,1.22233,0.0130031,295.319,1.02299,0.0395117,-6.25109,-0.717711,0.0172317
-10707.3,0.5,0.00276195,1,2,1,10712.7,70.3711,0.0797681,0.7004,1.62281,0.703711,0.0797681,0.620632,4.15e-05,8.38029e-05,0.299516,0.703711,0.0797681,0.620632,8.38029e-05,0.299516,1.62281,0.7004,0.0387867,0.527885,1085.66,0,0,1.22213,1.22213,0.012996,295.432,1.0228,0.0395019,-6.1378,-0.717903,0.0172219
-10707.3,0,0.00276195,0,1,1,10709,70.3711,0.0797681,0.7004,1.62281,0.703711,0.0797681,0.620632,4.15e-05,8.38029e-05,0.299516,0.703711,0.0797681,0.620632,8.38029e-05,0.299516,1.62281,0.7004,0.0387867,0.527885,1085.66,0,0,1.22213,1.22213,0.012996,295.432,1.0228,0.0395019,-6.1378,-0.717903,0.0172219
-10708.3,0.421436,0.00276195,1,2,1,10709.1,70.3703,0.0797736,0.700411,1.62275,0.703703,0.0797736,0.620637,4.15e-05,8.38048e-05,0.299505,0.703703,0.0797736,0.620637,8.38048e-05,0.299505,1.62275,0.700411,0.0387852,0.527883,1085.66,0,0,1.22221,1.22221,0.0129989,295.386,1.02287,0.0395037,-6.18407,-0.717827,0.0172237
-10710.9,0.815982,0.00276195,1,1,0,10711.1,70.3708,0.0797865,0.70041,1.6227,0.703708,0.0797865,0.620624,4.15e-05,8.38037e-05,0.299506,0.703708,0.0797865,0.620624,8.38037e-05,0.299506,1.6227,0.70041,0.0387796,0.527873,1085.66,0,0,1.22228,1.22228,0.0130013,295.349,1.02294,0.0395107,-6.22085,-0.717764,0.0172307
-10707.3,0.666667,0.00276195,1,3,1,10710.9,70.371,0.0797681,0.700423,1.62278,0.70371,0.0797681,0.620655,4.15e-05,8.38032e-05,0.299493,0.70371,0.0797681,0.620655,8.38032e-05,0.299493,1.62278,0.700423,0.0387868,0.527886,1085.66,0,0,1.22216,1.22216,0.0129973,295.409,1.02284,0.0395018,-6.16074,-0.717859,0.0172218
-10703.2,0.48659,0.00276195,1,2,1,10709.5,70.3705,0.0797404,0.700456,1.62278,0.703705,0.0797404,0.620715,4.15e-05,8.38045e-05,0.299461,0.703705,0.0797404,0.620715,8.38045e-05,0.299461,1.62278,0.700456,0.0387984,0.527906,1085.68,0,0,1.22214,1.22214,0.0129974,295.402,1.02285,0.0394875,-6.16784,-0.717852,0.0172075
-10703.9,0.5,0.00276195,1,2,1,10707.3,70.371,0.0797423,0.70041,1.62279,0.70371,0.0797423,0.620668,4.15e-05,8.38033e-05,0.299506,0.70371,0.0797423,0.620668,8.38033e-05,0.299506,1.62279,0.70041,0.0387972,0.527903,1085.67,0,0,1.22215,1.22215,0.0129974,295.406,1.02283,0.039489,-6.164,-0.717873,0.017209
-10702.9,0.483239,0.00276195,1,2,1,10705.3,70.3723,0.079731,0.700405,1.62278,0.703723,0.079731,0.620674,4.15e-05,8.38002e-05,0.299511,0.703723,0.079731,0.620674,8.38002e-05,0.299511,1.62278,0.700405,0.0388005,0.527909,1085.68,0,0,1.22217,1.22217,0.0129979,295.398,1.02283,0.0394848,-6.17247,-0.717866,0.0172048
-10701.7,0.5,0.00276195,1,2,1,10703.5,70.3713,0.0797278,0.700399,1.62285,0.703713,0.0797278,0.620671,4.15e-05,8.38025e-05,0.299517,0.703713,0.0797278,0.620671,8.38025e-05,0.299517,1.62285,0.700399,0.0388027,0.527913,1085.68,0,0,1.22208,1.22208,0.0129947,295.448,1.02275,0.0394822,-6.12217,-0.717947,0.0172022
-10701.7,0,0.00276195,0,1,1,10702.1,70.3713,0.0797278,0.700399,1.62285,0.703713,0.0797278,0.620671,4.15e-05,8.38025e-05,0.299517,0.703713,0.0797278,0.620671,8.38025e-05,0.299517,1.62285,0.700399,0.0388027,0.527913,1085.68,0,0,1.22208,1.22208,0.0129947,295.448,1.02275,0.0394822,-6.12217,-0.717947,0.0172022
-10696.7,0.5,0.00276195,1,2,1,10704.5,70.3719,0.0796918,0.700429,1.62286,0.703719,0.0796918,0.620737,4.15e-05,8.3801e-05,0.299488,0.703719,0.0796918,0.620737,8.3801e-05,0.299488,1.62286,0.700429,0.0388166,0.527937,1085.69,0,0,1.22204,1.22204,0.0129942,295.451,1.02274,0.0394651,-6.11941,-0.717959,0.0171851
-10696.7,0,0.00276195,0,1,1,10700.1,70.3719,0.0796918,0.700429,1.62286,0.703719,0.0796918,0.620737,4.15e-05,8.3801e-05,0.299488,0.703719,0.0796918,0.620737,8.3801e-05,0.299488,1.62286,0.700429,0.0388166,0.527937,1085.69,0,0,1.22204,1.22204,0.0129942,295.451,1.02274,0.0394651,-6.11941,-0.717959,0.0171851
-10696.7,0,0.00276195,0,1,1,10696.9,70.3719,0.0796918,0.700429,1.62286,0.703719,0.0796918,0.620737,4.15e-05,8.3801e-05,0.299488,0.703719,0.0796918,0.620737,8.3801e-05,0.299488,1.62286,0.700429,0.0388166,0.527937,1085.69,0,0,1.22204,1.22204,0.0129942,295.451,1.02274,0.0394651,-6.11941,-0.717959,0.0171851
-10696.7,0.198812,0.00276195,1,2,1,10699.3,70.3719,0.0796918,0.700429,1.62286,0.703719,0.0796918,0.620737,4.15e-05,8.3801e-05,0.299488,0.703719,0.0796918,0.620737,8.3801e-05,0.299488,1.62286,0.700429,0.0388166,0.527937,1085.69,0,0,1.22204,1.22204,0.0129942,295.451,1.02274,0.0394651,-6.11941,-0.717959,0.0171851
-10696.7,0,0.00276195,0,1,1,10698.8,70.3719,0.0796918,0.700429,1.62286,0.703719,0.0796918,0.620737,4.15e-05,8.3801e-05,0.299488,0.703719,0.0796918,0.620737,8.3801e-05,0.299488,1.62286,0.700429,0.0388166,0.527937,1085.69,0,0,1.22204,1.22204,0.0129942,295.451,1.02274,0.0394651,-6.11941,-0.717959,0.0171851
-10696.7,0,0.00276195,0,1,1,10699.2,70.3719,0.0796918,0.700429,1.62286,0.703719,0.0796918,0.620737,4.15e-05,8.3801e-05,0.299488,0.703719,0.0796918,0.620737,8.3801e-05,0.299488,1.62286,0.700429,0.0388166,0.527937,1085.69,0,0,1.22204,1.22204,0.0129942,295.451,1.02274,0.0394651,-6.11941,-0.717959,0.0171851
-10696.7,0,0.00276195,0,1,1,10697.9,70.3719,0.0796918,0.700429,1.62286,0.703719,0.0796918,0.620737,4.15e-05,8.3801e-05,0.299488,0.703719,0.0796918,0.620737,8.3801e-05,0.299488,1.62286,0.700429,0.0388166,0.527937,1085.69,0,0,1.22204,1.22204,0.0129942,295.451,1.02274,0.0394651,-6.11941,-0.717959,0.0171851
-10696.7,0.194785,0.00276195,1,2,1,10701.9,70.3719,0.0796918,0.700429,1.62286,0.703719,0.0796918,0.620737,4.15e-05,8.3801e-05,0.299488,0.703719,0.0796918,0.620737,8.3801e-05,0.299488,1.62286,0.700429,0.0388166,0.527937,1085.69,0,0,1.22204,1.22204,0.0129942,295.451,1.02274,0.0394651,-6.11941,-0.717959,0.0171851
-10696.7,0,0.00276195,0,1,1,10698,70.3719,0.0796918,0.700429,1.62286,0.703719,0.0796918,0.620737,4.15e-05,8.3801e-05,0.299488,0.703719,0.0796918,0.620737,8.3801e-05,0.299488,1.62286,0.700429,0.0388166,0.527937,1085.69,0,0,1.22204,1.22204,0.0129942,295.451,1.02274,0.0394651,-6.11941,-0.717959,0.0171851
-10696.7,0,0.00276195,0,1,1,10699.1,70.3719,0.0796918,0.700429,1.62286,0.703719,0.0796918,0.620737,4.15e-05,8.3801e-05,0.299488,0.703719,0.0796918,0.620737,8.3801e-05,0.299488,1.62286,0.700429,0.0388166,0.527937,1085.69,0,0,1.22204,1.22204,0.0129942,295.451,1.02274,0.0394651,-6.11941,-0.717959,0.0171851
-10696.7,0,0.00276195,0,1,1,10697.4,70.3719,0.0796918,0.700429,1.62286,0.703719,0.0796918,0.620737,4.15e-05,8.3801e-05,0.299488,0.703719,0.0796918,0.620737,8.3801e-05,0.299488,1.62286,0.700429,0.0388166,0.527937,1085.69,0,0,1.22204,1.22204,0.0129942,295.451,1.02274,0.0394651,-6.11941,-0.717959,0.0171851
-10699.8,0.371951,0.00276195,1,2,1,10702,70.3713,0.0797063,0.700391,1.62276,0.703713,0.0797063,0.620685,4.15e-05,8.38026e-05,0.299525,0.703713,0.0797063,0.620685,8.38026e-05,0.299525,1.62276,0.700391,0.0388114,0.527928,1085.69,0,0,1.2222,1.2222,0.0129995,295.371,1.02286,0.0394715,-6.19949,-0.717845,0.0171915
-10699.8,0,0.00276195,0,1,1,10700.5,70.3713,0.0797063,0.700391,1.62276,0.703713,0.0797063,0.620685,4.15e-05,8.38026e-05,0.299525,0.703713,0.0797063,0.620685,8.38026e-05,0.299525,1.62276,0.700391,0.0388114,0.527928,1085.69,0,0,1.2222,1.2222,0.0129995,295.371,1.02286,0.0394715,-6.19949,-0.717845,0.0171915
-10696.4,0.5,0.00276195,1,2,1,10700.4,70.3722,0.0796848,0.700392,1.62283,0.703722,0.0796848,0.620707,4.15e-05,8.38004e-05,0.299524,0.703722,0.0796848,0.620707,8.38004e-05,0.299524,1.62283,0.700392,0.0388192,0.527941,1085.69,0,0,1.2221,1.2221,0.0129962,295.421,1.02277,0.0394618,-6.14934,-0.71793,0.0171818
-10696.4,0,0.00276195,0,1,1,10699.2,70.3722,0.0796848,0.700392,1.62283,0.703722,0.0796848,0.620707,4.15e-05,8.38004e-05,0.299524,0.703722,0.0796848,0.620707,8.38004e-05,0.299524,1.62283,0.700392,0.0388192,0.527941,1085.69,0,0,1.2221,1.2221,0.0129962,295.421,1.02277,0.0394618,-6.14934,-0.71793,0.0171818
-10696.4,0,0.00276195,0,1,1,10697,70.3722,0.0796848,0.700392,1.62283,0.703722,0.0796848,0.620707,4.15e-05,8.38004e-05,0.299524,0.703722,0.0796848,0.620707,8.38004e-05,0.299524,1.62283,0.700392,0.0388192,0.527941,1085.69,0,0,1.2221,1.2221,0.0129962,295.421,1.02277,0.0394618,-6.14934,-0.71793,0.0171818
-10696.4,0,0.00276195,0,1,1,10698.4,70.3722,0.0796848,0.700392,1.62283,0.703722,0.0796848,0.620707,4.15e-05,8.38004e-05,0.299524,0.703722,0.0796848,0.620707,8.38004e-05,0.299524,1.62283,0.700392,0.0388192,0.527941,1085.69,0,0,1.2221,1.2221,0.0129962,295.421,1.02277,0.0394618,-6.14934,-0.71793,0.0171818
-10692.8,0.402255,0.00276195,1,2,1,10698.3,70.3719,0.0796535,0.700408,1.62278,0.703719,0.0796535,0.620755,4.15e-05,8.3801e-05,0.299508,0.703719,0.0796535,0.620755,8.3801e-05,0.299508,1.62278,0.700408,0.0388321,0.527963,1085.71,0,0,1.22216,1.22216,0.012999,295.371,1.02283,0.0394461,-6.19901,-0.717866,0.0171661
-10689.4,0.5,0.00276195,1,2,1,10693.2,70.3721,0.079631,0.700399,1.62282,0.703721,0.079631,0.620768,4.15e-05,8.38006e-05,0.299517,0.703721,0.079631,0.620768,8.38006e-05,0.299517,1.62282,0.700399,0.0388409,0.527978,1085.71,0,0,1.22211,1.22211,0.0129972,295.398,1.02278,0.0394352,-6.17216,-0.717922,0.0171552
-10689.4,0,0.00276195,0,1,1,10690.6,70.3721,0.079631,0.700399,1.62282,0.703721,0.079631,0.620768,4.15e-05,8.38006e-05,0.299517,0.703721,0.079631,0.620768,8.38006e-05,0.299517,1.62282,0.700399,0.0388409,0.527978,1085.71,0,0,1.22211,1.22211,0.0129972,295.398,1.02278,0.0394352,-6.17216,-0.717922,0.0171552
-10688,0.469236,0.00276195,1,2,1,10690.3,70.3714,0.0796213,0.700413,1.62281,0.703714,0.0796213,0.620792,4.15e-05,8.38023e-05,0.299503,0.703714,0.0796213,0.620792,8.38023e-05,0.299503,1.62281,0.700413,0.0388455,0.527986,1085.72,0,0,1.22212,1.22212,0.012998,295.384,1.0228,0.0394295,-6.18581,-0.717902,0.0171495
