# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = Chrono_model
# start_datetime = 2023-07-22 21:00:12 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Meu_Codigo_Normal_Model/Cosmic_Chronometers/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpb89sai7z/l6tont0x.json
# random
#   seed = 87191
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/cc/Chrono-20230722220012.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,theta.1,theta.2,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,A
-12.9821,0.968622,0.437229,2,3,0,13.6325,71.554,0.262302,71.554,0.262302,73.6356,74.2711,75.2582,76.9931,77.3172,78.0504,78.0876,80.7957,81.2,84.2374,85.4778,86.3837,86.402,87.5391,88.4818,89.6828,90.0871,90.1702,95.9477,100.722,104.759,106.601,112.382,112.697,113.967,122.997,141.835,146.618,151.813,159.767,178.064,196.934,15.8433
-12.4447,0.944314,0.437229,3,11,0,13.6615,65.3967,0.358873,65.3967,0.358873,67.9862,68.7717,69.9873,72.1116,72.5069,73.3992,73.4443,76.7189,77.2052,80.8389,82.3134,83.3872,83.4089,84.7531,85.8646,87.2769,87.7514,87.849,94.585,100.097,104.726,106.829,113.398,113.755,115.192,125.357,146.342,151.634,157.368,166.123,186.175,206.756,15.427
-11.524,0.99439,0.437229,2,7,0,13.4595,67.6301,0.328353,67.6301,0.328353,70.0843,70.8302,71.9859,74.0092,74.3861,75.2375,75.2806,78.4113,78.8769,82.3621,83.779,84.8117,84.8326,86.1264,87.197,88.5585,89.0161,89.1102,95.6197,100.961,105.456,107.5,113.894,114.242,115.642,125.562,146.099,151.287,156.913,165.509,185.217,205.472,14.5842
-11.6192,0.994405,0.437229,2,7,0,11.6439,67.4485,0.338799,67.4485,0.338799,69.9726,70.7392,71.9265,74.0038,74.3907,75.2643,75.3085,78.5186,78.9958,82.5655,84.0158,85.0725,85.0938,86.4174,87.5123,88.9043,89.3721,89.4683,96.118,101.569,106.153,108.237,114.752,115.106,116.532,126.631,147.516,152.789,158.505,167.237,187.249,207.806,14.6729
-11.6361,0.981321,0.437229,2,3,0,11.7232,67.0809,0.334065,67.0809,0.334065,69.5567,70.3089,71.4741,73.5133,73.8932,74.751,74.7944,77.9475,78.4164,81.9243,83.35,84.3889,84.4099,85.7114,86.7881,88.1571,88.6173,88.7119,95.2545,100.62,105.133,107.186,113.603,113.952,115.357,125.309,145.899,151.099,156.737,165.35,185.093,205.378,14.6875
-11.675,0.999677,0.437229,3,7,0,11.7291,67.015,0.343359,67.015,0.343359,69.556,70.3275,71.5222,73.6119,74.001,74.8796,74.924,78.1514,78.6311,82.2182,83.6752,84.7367,84.7581,86.0875,87.1871,88.5848,89.0546,89.1511,95.8259,101.295,105.893,107.983,114.515,114.871,116.3,126.422,147.346,152.628,158.352,167.096,187.132,207.71,14.7169
-11.6404,0.9758,0.437229,3,9,0,11.8699,67.7233,0.315907,67.7233,0.315907,70.0893,70.809,71.9246,73.8791,74.2434,75.0666,75.1082,78.1373,78.5882,81.9649,83.3388,84.3405,84.3607,85.6162,86.6554,87.9773,88.4217,88.5131,94.8402,100.038,104.416,106.408,112.643,112.982,114.348,124.032,144.105,149.181,154.685,163.099,182.401,202.248,14.6908
-14.098,0.703435,0.437229,2,3,0,15.0667,65.9704,0.311981,65.9704,0.311981,68.247,68.9397,70.0135,71.8954,72.2462,73.039,73.0791,75.9971,76.4315,79.6858,81.0102,81.9759,81.9954,83.2059,84.208,85.4828,85.9115,85.9996,92.1036,97.1204,101.347,103.27,109.291,109.619,110.938,120.294,139.694,144.601,149.923,158.058,176.725,195.923,17.1152
-11.9621,0.97867,0.437229,1,3,0,14.4347,66.3235,0.341325,66.3235,0.341325,68.8237,69.5829,70.7586,72.8155,73.1984,74.0633,74.107,77.2844,77.7567,81.289,82.7239,83.7693,83.7904,85.0998,86.1828,87.5597,88.0224,88.1175,94.6935,100.083,104.614,106.674,113.113,113.463,114.872,124.851,145.483,150.691,156.337,164.96,184.722,205.021,14.9963
-14.2547,0.789102,0.437229,2,3,0,14.4417,67.7068,0.377046,67.7068,0.377046,70.5208,71.3734,72.6919,74.9938,75.4218,76.3876,76.4364,79.9769,80.5021,84.4236,86.0132,87.1702,87.1935,88.6414,89.8379,91.3578,91.8682,91.9731,99.2119,105.126,110.087,112.34,119.371,119.753,121.29,132.156,154.551,160.193,166.305,175.633,196.983,218.883,17.1977
-11.502,0.984831,0.437229,2,5,0,14.8827,67.8628,0.323801,67.8628,0.323801,70.2919,71.0304,72.1748,74.1788,74.5523,75.3958,75.4385,78.5413,79.0029,82.4587,83.864,84.8884,84.9091,86.1928,87.2551,88.6061,89.0602,89.1536,95.6157,100.921,105.386,107.417,113.772,114.118,115.509,125.373,145.801,150.963,156.562,165.116,184.735,204.901,14.5635
-11.728,0.969121,0.437229,2,3,0,11.7963,67.2371,0.32323,67.2371,0.32323,69.6396,70.37,71.502,73.4843,73.8537,74.6882,74.7304,77.7997,78.2564,81.6751,83.0655,84.079,84.0994,85.3695,86.4204,87.7571,88.2065,88.2988,94.6926,99.9418,104.36,106.37,112.659,113.001,114.378,124.139,144.357,149.466,155.007,163.474,182.892,202.852,14.7799
-11.6828,0.993122,0.437229,3,11,0,12.8764,68.1018,0.307675,68.1018,0.307675,70.4201,71.1256,72.2196,74.1372,74.4948,75.3029,75.3437,78.3189,78.7619,82.0815,83.4328,84.4184,84.4383,85.6738,86.6966,87.998,88.4357,88.5256,94.7593,99.8849,104.204,106.17,112.326,112.661,114.01,123.579,143.432,148.455,153.903,162.232,181.348,201.012,14.7222
-12.4917,0.991365,0.437229,2,7,0,12.9285,71.0071,0.279604,71.0071,0.279604,73.207,73.8778,74.919,76.7472,77.0885,77.8603,77.8994,80.7464,81.171,84.3577,85.6575,86.6062,86.6253,87.8157,88.8019,90.0577,90.4802,90.5671,96.598,101.572,105.772,107.686,113.689,114.016,115.333,124.691,144.169,149.108,154.469,162.673,181.524,200.946,15.4593
-11.6288,0.977755,0.437229,2,7,0,12.956,68.4579,0.304625,68.4579,0.304625,70.7655,71.468,72.5573,74.4671,74.8233,75.6282,75.6689,78.6332,79.0746,82.3831,83.7302,84.7127,84.7326,85.9644,86.9843,88.2821,88.7185,88.8083,95.0262,100.14,104.451,106.414,112.559,112.893,114.241,123.796,143.627,148.646,154.09,162.413,181.518,201.174,14.6653
-11.8737,0.928682,0.437229,2,7,0,12.4508,67.3243,0.316549,67.3243,0.316549,69.6811,70.3979,71.5091,73.4558,73.8186,74.6384,74.6799,77.6966,78.1456,81.5083,82.8764,83.8739,83.894,85.1441,86.1789,87.4951,87.9377,88.0287,94.3284,99.5037,103.862,105.845,112.052,112.39,113.749,123.389,143.369,148.421,153.9,162.275,181.485,201.238,14.9193
-12.7478,0.993439,0.437229,3,11,0,13.0801,71.24,0.282377,71.24,0.282377,73.4687,74.1481,75.2027,77.054,77.3995,78.1809,78.2205,81.1023,81.532,84.7567,86.0717,87.0314,87.0508,88.2549,89.2524,90.5225,90.9498,91.0377,97.1356,102.163,106.408,108.342,114.406,114.737,116.068,125.519,145.185,150.17,155.581,163.86,182.883,202.478,15.7338
-12.9616,1,0.437229,3,7,0,13.1392,70.4918,0.260436,70.4918,0.260436,72.5282,73.1499,74.1157,75.8134,76.1306,76.8482,76.8845,79.5352,79.931,82.9047,84.1192,85.0063,85.0242,86.1378,87.061,88.2372,88.6332,88.7146,94.3741,99.0519,103.008,104.813,110.479,110.788,112.033,120.886,139.358,144.05,149.145,156.948,174.897,193.411,15.7934
-12.1977,0.982925,0.437229,3,11,0,14.0676,69.8596,0.310219,69.8596,0.310219,72.257,72.9865,74.1176,76.0999,76.4695,77.3046,77.3469,80.4214,80.8791,84.3085,85.7043,86.7222,86.7428,88.0188,89.075,90.4189,90.8708,90.9637,97.3993,102.689,107.147,109.175,115.526,115.872,117.264,127.134,147.604,152.783,158.399,166.986,186.688,206.954,15.2685
-12.0911,0.835054,0.437229,3,9,0,13.8566,66.8437,0.360293,66.8437,0.360293,69.5008,70.3066,71.5538,73.7331,74.1386,75.0539,75.1001,78.4588,78.9576,82.684,84.1961,85.2972,85.3194,86.6977,87.8374,89.2854,89.7719,89.8719,96.7777,102.428,107.172,109.328,116.06,116.426,117.898,128.316,149.816,155.238,161.113,170.083,190.624,211.707,15.0908
-12.7092,0.962829,0.437229,2,7,0,15.5835,70.5521,0.264356,70.5521,0.264356,72.6204,73.2517,74.2323,75.9555,76.2774,77.0056,77.0425,79.7316,80.133,83.1484,84.3796,85.2787,85.2968,86.4255,87.361,88.5528,88.9539,89.0364,94.7685,99.504,103.508,105.335,111.066,111.379,112.638,121.588,140.256,144.996,150.143,158.022,176.146,194.835,15.5716
-11.6312,1,0.437229,3,7,0,12.9433,67.2744,0.34041,67.2744,0.34041,69.8037,70.5718,71.7614,73.8425,74.23,75.1051,75.1494,78.3647,78.8427,82.4174,83.8697,84.9278,84.9491,86.2744,87.3706,88.7642,89.2326,89.3289,95.9855,101.441,106.029,108.114,114.633,114.988,116.415,126.519,147.412,152.686,158.404,167.137,187.152,207.71,14.6807
-11.8925,0.965563,0.437229,3,11,0,12.0495,69.5132,0.310501,69.5132,0.310501,71.9009,72.6274,73.7538,75.728,76.0961,76.9278,76.9699,80.0316,80.4874,83.9025,85.2924,86.306,86.3265,87.5971,88.6489,89.9871,90.4371,90.5296,96.9378,102.205,106.643,108.663,114.986,115.331,116.717,126.543,146.924,152.08,157.672,166.22,185.835,206.011,14.959
-13.6956,0.921509,0.437229,3,9,0,14.5063,64.2614,0.366177,64.2614,0.366177,66.8567,67.6436,68.861,70.9877,71.3833,72.2761,72.3213,75.5965,76.0827,79.7144,81.1874,82.2599,82.2816,83.624,84.7338,86.1437,86.6173,86.7146,93.4354,98.9313,103.545,105.64,112.183,112.539,113.97,124.09,144.968,150.231,155.932,164.637,184.568,205.019,16.635
-12.6421,1,0.437229,3,7,0,13.5092,65.6429,0.381869,65.6429,0.381869,68.4053,69.2419,70.5357,72.7937,73.2134,74.1605,74.2084,77.6792,78.1941,82.0366,83.5938,84.7271,84.7499,86.1679,87.3396,88.8278,89.3276,89.4303,96.5157,102.302,107.155,109.358,116.233,116.607,118.109,128.73,150.612,156.123,162.093,171.204,192.052,213.434,15.5285
-12.5493,0.914999,0.437229,2,3,0,13.2994,66.0756,0.377338,66.0756,0.377338,68.8239,69.6565,70.9442,73.1923,73.6103,74.5535,74.6011,78.0586,78.5715,82.401,83.9533,85.0831,85.1059,86.5197,87.6882,89.1723,89.6708,89.7732,96.8417,102.616,107.461,109.66,116.526,116.899,118.399,129.009,150.874,156.383,162.35,171.458,192.303,213.684,15.4664
-11.8043,0.978118,0.437229,2,7,0,13.0059,67.1115,0.3235,67.1115,0.3235,69.5115,70.2412,71.3719,73.3521,73.7211,74.5546,74.5968,77.6626,78.1188,81.5336,82.9223,83.9346,83.955,85.2235,86.2733,87.6083,88.0571,88.1494,94.5354,99.7779,104.191,106.198,112.478,112.82,114.196,123.944,144.134,149.237,154.77,163.225,182.616,202.548,14.8544
-12.703,0.99154,0.437229,3,15,0,13.9041,71.2476,0.279659,71.2476,0.279659,73.4554,74.1286,75.1735,77.0083,77.3508,78.1254,78.1646,81.0217,81.4478,84.6459,85.9503,86.9024,86.9216,88.1161,89.1059,90.3661,90.7902,90.8774,96.9296,101.921,106.136,108.057,114.081,114.409,115.731,125.122,144.669,149.625,155.005,163.237,182.154,201.644,15.6743
-12.4905,0.993983,0.437229,3,9,0,13.2203,66.5238,0.3721,66.5238,0.3721,69.2531,70.0802,71.3597,73.5941,74.0096,74.9473,74.9947,78.4333,78.9436,82.7541,84.2992,85.424,85.4467,86.8543,88.0178,89.4958,89.9922,90.0942,97.1362,102.892,107.722,109.915,116.762,117.134,118.631,129.217,151.043,156.544,162.502,171.598,192.418,213.779,15.4395
-12.038,1,0.437229,2,3,0,12.4124,66.0257,0.351808,66.0257,0.351808,68.5896,69.3676,70.5721,72.6778,73.0698,73.9546,73.9993,77.2481,77.7307,81.3383,82.8029,83.8696,83.8911,85.2268,86.3314,87.7352,88.2068,88.3038,95.0029,100.488,105.096,107.191,113.734,114.09,115.521,125.653,146.581,151.861,157.582,166.32,186.336,206.887,15.0492
-12.7667,0.951907,0.437229,4,15,0,13.3985,71.0562,0.263384,71.0562,0.263384,73.1317,73.7653,74.7494,76.4789,76.802,77.5329,77.5699,80.2692,80.6722,83.6994,84.9355,85.8382,85.8564,86.9896,87.9289,89.1256,89.5284,89.6112,95.3674,100.123,104.145,105.98,111.737,112.051,113.316,122.308,141.064,145.827,150.999,158.917,177.131,195.914,15.629
-12.5723,0.935146,0.437229,1,3,0,13.5129,71.0858,0.281072,71.0858,0.281072,73.2995,73.9745,75.0221,76.8613,77.2047,77.981,78.0203,80.884,81.311,84.5159,85.8228,86.7768,86.796,87.9929,88.9845,90.247,90.6718,90.7592,96.8217,101.821,106.042,107.966,113.997,114.326,115.649,125.051,144.616,149.576,154.961,163.199,182.129,201.63,15.5491
-12.4832,1,0.437229,2,3,0,12.6229,70.9528,0.283188,70.9528,0.283188,73.1788,73.8574,74.9105,76.7593,77.1044,77.8847,77.9242,80.8018,81.2309,84.4506,85.7635,86.7216,86.741,87.9431,88.9389,90.2068,90.6334,90.7211,96.8082,101.826,106.063,107.993,114.045,114.375,115.703,125.135,144.757,149.731,155.13,163.389,182.367,201.915,15.4694
-13.2346,0.911407,0.437229,2,3,0,13.4052,69.232,0.267778,69.232,0.267778,71.2875,71.9148,72.8889,74.6004,74.9201,75.6432,75.6799,78.3495,78.7479,81.7403,82.9618,83.8538,83.8718,84.9912,85.9191,87.101,87.4988,87.5806,93.2631,97.9559,101.923,103.732,109.408,109.717,110.964,119.824,138.296,142.984,148.075,155.867,173.787,192.262,16.1026
-13.636,0.991107,0.437229,2,3,0,13.666,71.812,0.28538,71.812,0.28538,74.0821,74.7741,75.8479,77.7326,78.0844,78.8797,78.92,81.8527,82.29,85.5705,86.9079,87.884,87.9037,89.1281,90.1425,91.4338,91.8683,91.9576,98.1558,103.264,107.576,109.541,115.7,116.035,117.387,126.982,146.94,151.998,157.488,165.886,185.181,205.052,16.6455
-12.1916,1,0.437229,2,3,0,13.7391,70.5468,0.283167,70.5468,0.283167,72.7598,73.4345,74.4815,76.3196,76.6627,77.4385,77.4777,80.3387,80.7653,83.9664,85.2716,86.2243,86.2435,87.4386,88.4287,89.6893,90.1134,90.2006,96.2524,101.241,105.453,107.373,113.39,113.718,115.038,124.415,143.924,148.87,154.237,162.449,181.318,200.753,15.172
-11.9642,0.978457,0.437229,3,11,0,14.6025,66.1564,0.352824,66.1564,0.352824,68.7327,69.5144,70.7246,72.8401,73.2338,74.1228,74.1677,77.4312,77.9159,81.5395,83.0105,84.0818,84.1034,85.4449,86.5542,87.9639,88.4376,88.535,95.262,100.769,105.396,107.499,114.068,114.425,115.863,126.033,147.04,152.339,158.082,166.852,186.941,207.566,14.9749
-12.5748,0.808297,0.437229,1,3,0,13.2032,67.3075,0.363691,67.3075,0.363691,70.0078,70.8265,72.0935,74.307,74.7188,75.6483,75.6953,79.1053,79.6116,83.3936,84.928,86.0451,86.0677,87.4661,88.6222,90.0911,90.5845,90.686,97.6891,103.417,108.226,110.411,117.233,117.604,119.096,129.649,151.424,156.915,162.863,171.944,192.739,214.079,15.5698
-12.2133,0.998528,0.437229,3,11,0,13.2597,69.27,0.281293,69.27,0.281293,71.4289,72.0871,73.1087,74.9023,75.2372,75.9942,76.0325,78.825,79.2414,82.3665,83.6409,84.5712,84.5899,85.757,86.7238,87.9549,88.3692,88.4543,94.3657,99.2399,103.355,105.231,111.112,111.432,112.723,121.889,140.964,145.8,151.049,159.081,177.536,196.547,15.1655
-11.9203,1,0.437229,2,3,0,12.2414,69.8029,0.28595,69.8029,0.28595,72.0139,72.6877,73.7335,75.5689,75.9115,76.686,76.7252,79.581,80.0068,83.2011,84.5033,85.4537,85.4728,86.665,87.6525,88.9098,89.3328,89.4197,95.454,100.427,104.624,106.537,112.532,112.859,114.174,123.513,142.938,147.86,153.203,161.376,180.153,199.49,14.9042
-12.0262,0.999144,0.437229,2,3,0,12.0352,70.2186,0.285339,70.2186,0.285339,72.438,73.1145,74.1643,76.007,76.351,77.1285,77.1679,80.0352,80.4627,83.67,84.9776,85.9319,85.9512,87.1483,88.14,89.4026,89.8273,89.9147,95.9746,100.969,105.185,107.106,113.127,113.456,114.777,124.158,143.672,148.617,153.985,162.196,181.061,200.49,15.013
-11.595,0.985222,0.437229,3,7,0,12.1515,67.9041,0.314438,67.9041,0.314438,70.2656,70.984,72.0976,74.0488,74.4125,75.2344,75.276,78.3006,78.7508,82.123,83.4952,84.4957,84.5159,85.77,86.808,88.1285,88.5725,88.6637,94.9849,100.179,104.554,106.545,112.775,113.115,114.48,124.16,144.228,149.302,154.806,163.219,182.52,202.369,14.6457
-11.9961,0.869909,0.437229,2,3,0,12.6706,69.1042,0.322848,69.1042,0.322848,71.5705,72.3204,73.4825,75.5176,75.8968,76.7535,76.7969,79.9481,80.417,83.9271,85.3547,86.3953,86.4163,87.7203,88.7994,90.1719,90.6333,90.7282,97.2936,102.684,107.221,109.285,115.743,116.094,117.509,127.533,148.296,153.544,159.235,167.931,187.874,208.375,15.075
-11.9771,0.904578,0.437229,2,3,0,13.0363,69.3854,0.316167,69.3854,0.316167,71.8115,72.5494,73.6933,75.6973,76.0708,76.9148,76.9575,80.0632,80.5255,83.9875,85.3961,86.4231,86.4438,87.7309,88.7963,90.1516,90.6072,90.7009,97.1875,102.516,107.004,109.047,115.438,115.786,117.186,127.113,147.689,152.892,158.535,167.159,186.944,207.288,15.0522
-12.7965,0.821258,0.437229,3,11,0,15.4077,65.0447,0.359707,65.0447,0.359707,67.6261,68.409,69.6207,71.7382,72.1322,73.0215,73.0665,76.3301,76.8148,80.436,81.9054,82.9754,82.997,84.3365,85.444,86.8513,87.3241,87.4213,94.1329,99.6243,104.236,106.331,112.875,113.231,114.662,124.788,145.689,150.96,156.671,165.391,185.361,205.858,15.7708
-14.0168,0.9003,0.437229,2,3,0,14.2353,66.857,0.388206,66.857,0.388206,69.7163,70.5818,71.9201,74.2549,74.6888,75.6678,75.7172,79.3034,79.8352,83.803,85.4103,86.58,86.6035,88.0667,89.2757,90.8109,91.3264,91.4323,98.7382,104.702,109.701,111.97,119.05,119.435,120.982,131.914,154.425,160.094,166.232,175.6,197.033,219.009,16.8841
-14.161,0.99169,0.437229,3,15,0,16.0072,72.6767,0.26589,72.6767,0.26589,74.8195,75.4735,76.4891,78.2739,78.6074,79.3615,79.3997,82.1843,82.5999,85.7219,86.9964,87.9272,87.9459,89.1142,90.0825,91.3161,91.7312,91.8166,97.7485,102.648,106.791,108.68,114.608,114.932,116.234,125.491,144.793,149.692,155.013,163.159,181.892,201.208,17.0642
-11.9547,0.987635,0.437229,3,11,0,15.8563,66.1806,0.353575,66.1806,0.353575,68.7632,69.5468,70.7598,72.8803,73.275,74.1659,74.211,77.4817,77.9676,81.599,83.0731,84.1467,84.1683,85.5126,86.6241,88.0368,88.5114,88.609,95.3494,100.867,105.503,107.609,114.19,114.548,115.988,126.177,147.218,152.527,158.279,167.063,187.183,207.84,14.9639
-13.3095,0.853154,0.437229,3,7,0,13.9745,64.8642,0.35227,64.8642,0.35227,67.3863,68.1516,69.3363,71.4075,71.793,72.6633,72.7074,75.9026,76.3773,79.9254,81.3657,82.4148,82.436,83.7496,84.8358,86.2163,86.6802,86.7755,93.3633,98.757,103.289,105.348,111.782,112.132,113.539,123.501,144.077,149.269,154.894,163.485,183.164,203.368,16.3018
-13.0802,0.993201,0.437229,2,5,0,14.0774,64.659,0.391527,64.659,0.391527,67.4474,68.2914,69.596,71.8718,72.2947,73.2487,73.2969,76.7911,77.3091,81.1737,82.7391,83.878,83.9009,85.3256,86.5026,87.9972,88.499,88.6022,95.713,101.516,106.379,108.587,115.473,115.847,117.351,127.982,149.866,155.376,161.343,170.447,191.275,212.629,15.8928
-11.7086,0.975325,0.437229,3,11,0,13.3257,69.4613,0.297415,69.4613,0.297415,71.7482,72.4447,73.5251,75.4201,75.7736,76.5726,76.613,79.5569,79.9955,83.284,84.6236,85.6008,85.6205,86.846,87.8609,89.1525,89.5869,89.6762,95.8687,100.966,105.264,107.222,113.354,113.688,115.033,124.575,144.393,149.412,154.856,163.183,182.3,201.976,14.7364
-13.0784,0.784345,0.437229,2,7,0,14.0225,68.9872,0.272307,68.9872,0.272307,71.0696,71.7049,72.6912,74.4239,74.7475,75.4792,75.5163,78.2171,78.6201,81.6458,82.8805,83.782,83.8002,84.9314,85.8689,87.063,87.4648,87.5474,93.2856,98.022,102.024,103.849,109.572,109.884,111.141,120.072,138.677,143.398,148.523,156.367,174.4,192.987,15.9731
-11.7172,0.996819,0.437229,2,7,0,13.2602,69.0792,0.315099,69.0792,0.315099,71.4865,72.2188,73.3539,75.3428,75.7136,76.5512,76.5936,79.6763,80.1352,83.572,84.9703,85.99,86.0105,87.2885,88.3462,89.6919,90.1443,90.2373,96.6783,101.97,106.428,108.456,114.804,115.15,116.541,126.402,146.843,152.013,157.619,166.188,185.847,206.063,14.7862
-11.6584,1,0.437229,1,1,0,11.7233,69.0531,0.312957,69.0531,0.312957,71.4434,72.1706,73.298,75.2736,75.6419,76.474,76.5161,79.579,80.035,83.4504,84.8403,85.8538,85.8743,87.1446,88.1962,89.5339,89.9837,90.0762,96.4809,101.744,106.178,108.196,114.512,114.856,116.24,126.052,146.399,151.545,157.126,165.658,185.232,205.363,14.7232
-12.4512,0.810827,0.437229,2,7,0,13.6168,68.3981,0.344486,68.3981,0.344486,70.9999,71.7898,73.0129,75.1523,75.5506,76.45,76.4954,79.799,80.29,83.9613,85.4524,86.5387,86.5606,87.921,89.0462,90.4765,90.9572,91.056,97.8856,103.481,108.185,110.323,117.005,117.368,118.831,129.184,150.583,155.984,161.838,170.779,191.267,212.308,15.5119
