# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-27 14:52:15 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmprao0mfyc/zvkp49al.json
# random
#   seed = 8918
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230727155215.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,zeta,theta.1,theta.2,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-47.9263,0.94463,0.139447,2,7,0,48.2172,0.397245,-0.451114,0.397245,-0.451114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25783e+07,1.36952e+06,57571.6,23.8142,23.7542,23.7791,23.7775,23.7781,23.7679,23.7374,23.7688,23.7643,23.8707,23.8051,23.8679,23.8435,23.7857,23.8117,23.8655,23.7901,23.7334,23.8059,23.8031,23.7859,23.7907,23.7795,23.7782,23.7465,23.7778,23.8134,23.7851,23.7793,23.7902,23.7798,23.8002,23.7741,23.7999,23.7589,23.7533,23.7974,23.8031,23.776,23.693
-48.0449,0.999828,0.139447,3,7,0,48.104,0.404405,-0.39642,0.404405,-0.39642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26051e+07,1.37008e+06,57571.6,23.8148,23.755,23.7802,23.7789,23.7798,23.7699,23.7397,23.7714,23.7673,23.874,23.8087,23.8721,23.8479,23.7906,23.817,23.8712,23.7963,23.74,23.813,23.8107,23.7941,23.7995,23.7889,23.7882,23.7571,23.7891,23.8256,23.798,23.793,23.8049,23.7954,23.8168,23.7917,23.8189,23.7791,23.7753,23.821,23.8283,23.8039,23.7227
-48.4967,0.971203,0.139447,3,7,0,48.8352,0.402075,-0.478454,0.402075,-0.478454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25712e+07,1.36937e+06,57571.6,23.814,23.754,23.7787,23.7771,23.7776,23.7673,23.7367,23.7679,23.7633,23.8696,23.8039,23.8666,23.8421,23.7842,23.8101,23.8638,23.7882,23.7314,23.8037,23.8008,23.7835,23.7882,23.7767,23.7754,23.7434,23.7745,23.81,23.7816,23.7756,23.7862,23.7757,23.7959,23.7695,23.7951,23.754,23.7482,23.7922,23.7978,23.7709,23.6883
-47.8005,0.976563,0.139447,2,3,0,48.9038,0.404806,-0.46847,0.404806,-0.46847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25771e+07,1.36949e+06,57571.6,23.8142,23.7541,23.779,23.7774,23.778,23.7677,23.7371,23.7685,23.764,23.8703,23.8047,23.8675,23.843,23.7852,23.8112,23.865,23.7896,23.7328,23.8053,23.8025,23.7853,23.7901,23.7788,23.7775,23.7457,23.777,23.8127,23.7844,23.7786,23.7895,23.7791,23.7996,23.7735,23.7994,23.7586,23.7532,23.7976,23.8037,23.7775,23.6955
-47.3707,0.981386,0.139447,3,11,0,48.6149,0.399761,-0.419962,0.399761,-0.419962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25923e+07,1.36981e+06,57571.6,23.8145,23.7547,23.7797,23.7782,23.779,23.769,23.7386,23.7702,23.7659,23.8724,23.807,23.8701,23.8458,23.7883,23.8145,23.8685,23.7933,23.7369,23.8096,23.8071,23.7902,23.7953,23.7844,23.7835,23.7521,23.7837,23.8198,23.7919,23.7865,23.7979,23.788,23.8089,23.7833,23.8098,23.7694,23.7647,23.8096,23.816,23.7902,23.708
-47.0415,0.991691,0.139447,4,27,0,47.6193,0.432382,-0.4984,0.432382,-0.4984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25846e+07,1.36965e+06,57571.6,23.8142,23.7542,23.779,23.7775,23.7781,23.7679,23.7374,23.7688,23.7643,23.8707,23.8051,23.868,23.8436,23.7859,23.8119,23.8658,23.7905,23.7338,23.8064,23.8037,23.7867,23.7916,23.7806,23.7795,23.748,23.7795,23.8155,23.7875,23.7821,23.7935,23.7836,23.8046,23.7792,23.806,23.7661,23.7623,23.8082,23.8163,23.794,23.7163
-47.402,0.927789,0.139447,3,7,0,47.8251,0.434494,-0.477485,0.434494,-0.477485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25949e+07,1.36987e+06,57571.6,23.8144,23.7545,23.7795,23.778,23.7788,23.7687,23.7383,23.7698,23.7654,23.872,23.8065,23.8696,23.8453,23.7878,23.814,23.868,23.7928,23.7364,23.8092,23.8067,23.7899,23.795,23.7842,23.7834,23.7521,23.7839,23.8202,23.7925,23.7874,23.7991,23.7896,23.811,23.786,23.8133,23.7738,23.7706,23.8171,23.8257,23.8043,23.7272
-47.4331,0.853442,0.139447,2,3,0,49.2457,0.418708,-0.492454,0.418708,-0.492454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25775e+07,1.3695e+06,57571.6,23.8141,23.7541,23.7789,23.7772,23.7778,23.7675,23.7369,23.7683,23.7637,23.8701,23.8044,23.8672,23.8427,23.7849,23.8109,23.8646,23.7892,23.7325,23.8049,23.8021,23.7849,23.7897,23.7784,23.7772,23.7455,23.7768,23.8125,23.7843,23.7786,23.7896,23.7794,23.8,23.7741,23.8004,23.7599,23.7551,23.8001,23.807,23.7826,23.7027
-47.6613,0.813566,0.139447,1,3,0,49.6603,0.4337,-0.468011,0.4337,-0.468011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25983e+07,1.36994e+06,57571.6,23.8145,23.7546,23.7796,23.7782,23.779,23.769,23.7386,23.7702,23.7659,23.8725,23.8071,23.8702,23.8459,23.7884,23.8147,23.8688,23.7937,23.7373,23.8101,23.8077,23.791,23.7962,23.7855,23.7847,23.7535,23.7854,23.8218,23.7942,23.7891,23.801,23.7915,23.8131,23.7882,23.8156,23.7763,23.7732,23.8198,23.8285,23.8073,23.7301
-47.6561,1,0.139447,3,7,0,47.7456,0.424833,-0.450082,0.424833,-0.450082,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25992e+07,1.36996e+06,57571.6,23.8146,23.7547,23.7798,23.7784,23.7792,23.7692,23.7388,23.7704,23.7662,23.8728,23.8074,23.8706,23.8463,23.7889,23.8151,23.8693,23.7942,23.7378,23.8107,23.8083,23.7916,23.7968,23.7861,23.7853,23.7542,23.7861,23.8224,23.7948,23.7898,23.8016,23.7921,23.8135,23.7885,23.8158,23.7763,23.773,23.8192,23.8275,23.8052,23.7268
-47.1178,0.968374,0.139447,3,15,0,48.5988,0.421735,-0.478271,0.421735,-0.478271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25854e+07,1.36967e+06,57571.6,23.8143,23.7543,23.7792,23.7776,23.7783,23.7681,23.7376,23.769,23.7646,23.871,23.8055,23.8684,23.844,23.7863,23.8124,23.8663,23.791,23.7344,23.807,23.8043,23.7873,23.7923,23.7812,23.7802,23.7486,23.7802,23.8161,23.7881,23.7827,23.794,23.784,23.805,23.7794,23.8061,23.766,23.7618,23.8073,23.8147,23.7912,23.712
