# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-27 14:52:15 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmprao0mfyc/zvkp49al.json
# random
#   seed = 8918
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230727155215.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,zeta,theta.1,theta.2,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-48.1131,0.848637,0.144665,4,23,0,49.8154,0.486917,-0.637356,0.486917,-0.637356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25567e+07,1.36906e+06,57571.6,23.8133,23.753,23.7774,23.7754,23.7756,23.7649,23.7339,23.7648,23.7599,23.8658,23.7998,23.8621,23.8373,23.779,23.8046,23.8579,23.782,23.7249,23.7968,23.7936,23.776,23.7804,23.7686,23.7671,23.7349,23.7659,23.8013,23.7728,23.7669,23.7777,23.7675,23.7882,23.7626,23.7894,23.7496,23.7465,23.7935,23.8034,23.7862,23.7152
-47.5661,1,0.144665,1,1,0,48.0146,0.487819,-0.626307,0.487819,-0.626307,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25625e+07,1.36919e+06,57571.6,23.8134,23.7531,23.7776,23.7757,23.776,23.7654,23.7344,23.7654,23.7605,23.8665,23.8006,23.863,23.8383,23.78,23.8058,23.8592,23.7834,23.7263,23.7984,23.7953,23.7778,23.7823,23.7707,23.7693,23.7373,23.7684,23.804,23.7757,23.7699,23.781,23.7709,23.7918,23.7664,23.7935,23.754,23.7512,23.7985,23.8087,23.7919,23.7212
-47.2991,0.936464,0.144665,3,11,0,48.5812,0.486937,-0.585001,0.486937,-0.585001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25816e+07,1.36959e+06,57571.6,23.8139,23.7538,23.7784,23.7767,23.7772,23.7669,23.7362,23.7674,23.7628,23.8691,23.8034,23.8661,23.8416,23.7837,23.8097,23.8634,23.788,23.7313,23.8037,23.801,23.7839,23.7888,23.7777,23.7767,23.7451,23.7768,23.8128,23.7851,23.7799,23.7916,23.7821,23.8036,23.7789,23.8068,23.7679,23.7661,23.8142,23.8252,23.8093,23.7388
-47.4415,0.876863,0.144665,2,7,0,48.5258,0.503436,-0.613346,0.503436,-0.613346,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25778e+07,1.36951e+06,57571.6,23.8137,23.7535,23.7781,23.7764,23.7768,23.7663,23.7356,23.7667,23.762,23.8682,23.8024,23.8651,23.8405,23.7825,23.8084,23.8621,23.7865,23.7298,23.8021,23.7993,23.7821,23.787,23.7758,23.7747,23.7431,23.7747,23.8107,23.7829,23.7777,23.7894,23.7799,23.8016,23.777,23.805,23.7664,23.765,23.8136,23.8254,23.8111,23.7428
-47.9709,0.822011,0.144665,2,7,0,48.6773,0.488105,-0.636264,0.488105,-0.636264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25579e+07,1.36909e+06,57571.6,23.8133,23.753,23.7774,23.7754,23.7757,23.765,23.734,23.7649,23.76,23.8659,23.7999,23.8623,23.8375,23.7791,23.8048,23.8581,23.7823,23.7251,23.7971,23.7939,23.7763,23.7807,23.769,23.7675,23.7354,23.7664,23.8018,23.7734,23.7675,23.7784,23.7682,23.789,23.7634,23.7903,23.7506,23.7476,23.7947,23.8047,23.7877,23.7169
-48.1945,0.987969,0.144665,2,3,0,48.3422,0.511332,-0.606785,0.511332,-0.606785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25857e+07,1.36967e+06,57571.6,23.8139,23.7537,23.7784,23.7767,23.7772,23.7668,23.7362,23.7674,23.7628,23.8691,23.8034,23.8662,23.8416,23.7838,23.8098,23.8636,23.7882,23.7315,23.8041,23.8014,23.7844,23.7894,23.7784,23.7775,23.7461,23.7779,23.8142,23.7866,23.7817,23.7937,23.7845,23.8065,23.7823,23.8109,23.7727,23.772,23.8213,23.8338,23.8208,23.7536
-48.673,0.840673,0.144665,2,3,0,49.421,0.477664,-0.63293,0.477664,-0.63293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25535e+07,1.369e+06,57571.6,23.8133,23.7529,23.7773,23.7753,23.7755,23.7648,23.7338,23.7647,23.7597,23.8656,23.7996,23.8618,23.837,23.7786,23.8043,23.8575,23.7815,23.7244,23.7963,23.793,23.7753,23.7796,23.7678,23.7662,23.7339,23.7648,23.8,23.7714,23.7654,23.776,23.7656,23.7861,23.7602,23.7866,23.7466,23.7429,23.7894,23.7986,23.7801,23.7078
-47.1925,0.993994,0.144665,2,7,0,48.7113,0.47795,-0.571591,0.47795,-0.571591,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25823e+07,1.3696e+06,57571.6,23.8139,23.7538,23.7786,23.7769,23.7774,23.7671,23.7364,23.7677,23.7631,23.8694,23.8037,23.8665,23.842,23.7841,23.8101,23.8639,23.7884,23.7318,23.8042,23.8015,23.7844,23.7894,23.7783,23.7772,23.7457,23.7773,23.8134,23.7856,23.7803,23.792,23.7825,23.804,23.7791,23.8068,23.7678,23.7657,23.8134,23.824,23.807,23.7354
-47.3606,0.998486,0.144665,4,27,0,47.5296,0.487786,-0.619484,0.487786,-0.619484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25657e+07,1.36925e+06,57571.6,23.8135,23.7532,23.7777,23.7759,23.7762,23.7656,23.7347,23.7657,23.7609,23.867,23.8011,23.8635,23.8388,23.7807,23.8064,23.8599,23.7841,23.7272,23.7993,23.7963,23.7788,23.7834,23.7719,23.7705,23.7386,23.7698,23.8055,23.7773,23.7716,23.7828,23.7728,23.7938,23.7686,23.7957,23.7564,23.7537,23.8012,23.8116,23.7949,23.7242
-48.0983,1,0.144665,4,21,0,49.2485,0.366105,-0.317267,0.366105,-0.317267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26028e+07,1.37003e+06,57571.6,23.8149,23.7552,23.7804,23.7792,23.7801,23.7703,23.7402,23.7719,23.7678,23.8746,23.8093,23.8727,23.8485,23.7912,23.8176,23.8719,23.7969,23.7407,23.8136,23.8113,23.7947,23.8,23.7893,23.7885,23.7573,23.7891,23.8254,23.7976,23.7923,23.8038,23.7939,23.8148,23.7891,23.8153,23.7746,23.7692,23.813,23.818,23.7886,23.7016
-47.4906,0.926649,0.144665,3,11,0,48.8018,0.391993,-0.409326,0.391993,-0.409326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25904e+07,1.36977e+06,57571.6,23.8145,23.7547,23.7797,23.7782,23.779,23.7689,23.7386,23.7701,23.7658,23.8724,23.8069,23.87,23.8457,23.7881,23.8143,23.8683,23.7931,23.7367,23.8094,23.8068,23.7899,23.7949,23.784,23.783,23.7515,23.7831,23.8191,23.7911,23.7856,23.7968,23.7868,23.8076,23.7818,23.808,23.7674,23.7623,23.8067,23.8126,23.7857,23.7022
-48.2268,0.921327,0.144665,4,19,0,49.2138,0.51733,-0.617218,0.51733,-0.617218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2584e+07,1.36964e+06,57571.6,23.8138,23.7536,23.7783,23.7766,23.777,23.7666,23.7359,23.7671,23.7625,23.8687,23.803,23.8657,23.8412,23.7833,23.8093,23.863,23.7876,23.7309,23.8034,23.8007,23.7836,23.7886,23.7776,23.7766,23.7452,23.777,23.8133,23.7857,23.7807,23.7927,23.7836,23.8056,23.7814,23.81,23.7719,23.7714,23.8208,23.8336,23.8211,23.7546
-47.4158,1,0.144665,1,3,0,48.0498,0.511354,-0.638153,0.511354,-0.638153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25701e+07,1.36935e+06,57571.6,23.8135,23.7532,23.7777,23.7759,23.7762,23.7656,23.7347,23.7658,23.761,23.867,23.8011,23.8636,23.8389,23.7808,23.8066,23.8601,23.7844,23.7275,23.7997,23.7968,23.7794,23.7841,23.7727,23.7715,23.7397,23.7711,23.807,23.779,23.7736,23.7851,23.7755,23.7969,23.7722,23.8,23.7613,23.7598,23.8085,23.8204,23.8066,23.7391
-47.3241,0.915282,0.144665,4,19,0,48.1456,0.407565,-0.454626,0.407565,-0.454626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25847e+07,1.36965e+06,57571.6,23.8143,23.7544,23.7793,23.7777,23.7784,23.7683,23.7378,23.7692,23.7648,23.8712,23.8057,23.8687,23.8443,23.7866,23.8127,23.8666,23.7913,23.7347,23.8072,23.8046,23.7875,23.7925,23.7814,23.7803,23.7487,23.7802,23.8161,23.788,23.7824,23.7936,23.7835,23.8043,23.7785,23.8048,23.7643,23.7595,23.8044,23.8109,23.7856,23.7043
-47.3775,0.993068,0.144665,4,27,0,48.0079,0.500163,-0.633821,0.500163,-0.633821,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25659e+07,1.36926e+06,57571.6,23.8134,23.7532,23.7776,23.7758,23.776,23.7655,23.7345,23.7655,23.7607,23.8667,23.8008,23.8632,23.8385,23.7803,23.8061,23.8595,23.7838,23.7268,23.7989,23.7959,23.7785,23.783,23.7716,23.7702,23.7383,23.7696,23.8053,23.7771,23.7715,23.7828,23.773,23.7942,23.7691,23.7965,23.7574,23.7553,23.8033,23.8144,23.7991,23.7301
