# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = SNIA_model
# start_datetime = 2023-07-27 14:52:15 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmprao0mfyc/zvkp49al.json
# random
#   seed = 8918
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/snia/SNIA-20230727155215.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,zeta,theta.1,theta.2,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-47.5861,0.994994,0.15157,3,11,0,48.9061,0.521,-0.657437,0.521,-0.657437,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25657e+07,1.36925e+06,57571.6,23.8133,23.753,23.7775,23.7755,23.7758,23.7651,23.7342,23.7651,23.7602,23.8662,23.8003,23.8627,23.8379,23.7797,23.8054,23.8588,23.7831,23.7261,23.7982,23.7951,23.7777,23.7823,23.7708,23.7695,23.7376,23.7689,23.8047,23.7766,23.7712,23.7826,23.7729,23.7944,23.7696,23.7975,23.7588,23.7575,23.8063,23.8186,23.8057,23.7393
-47.0515,0.994065,0.15157,3,13,0,48.746,0.431542,-0.49391,0.431542,-0.49391,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25859e+07,1.36968e+06,57571.6,23.8142,23.7542,23.7791,23.7776,23.7782,23.768,23.7375,23.7689,23.7644,23.8709,23.8053,23.8682,23.8438,23.7861,23.8122,23.8661,23.7908,23.7342,23.8068,23.8041,23.7871,23.7921,23.7811,23.78,23.7485,23.7801,23.8161,23.7882,23.7828,23.7942,23.7843,23.8054,23.78,23.8069,23.767,23.7632,23.8092,23.8172,23.795,23.7171
-47.1313,0.936082,0.15157,2,3,0,47.4889,0.422108,-0.482696,0.422108,-0.482696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25839e+07,1.36964e+06,57571.6,23.8142,23.7542,23.7791,23.7776,23.7782,23.768,23.7375,23.7689,23.7644,23.8708,23.8053,23.8682,23.8437,23.786,23.8121,23.8659,23.7906,23.734,23.8065,23.8039,23.7868,23.7917,23.7806,23.7796,23.748,23.7795,23.8154,23.7874,23.7819,23.7931,23.7831,23.804,23.7784,23.805,23.7649,23.7606,23.806,23.8134,23.7899,23.7106
-47.4964,0.922716,0.15157,2,7,0,47.8366,0.440924,-0.487211,0.440924,-0.487211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25953e+07,1.36988e+06,57571.6,23.8144,23.7545,23.7794,23.778,23.7787,23.7686,23.7382,23.7697,23.7654,23.8719,23.8065,23.8695,23.8452,23.7877,23.8139,23.8679,23.7927,23.7363,23.8091,23.8066,23.7898,23.795,23.7842,23.7833,23.7521,23.7839,23.8202,23.7926,23.7875,23.7993,23.7898,23.8114,23.7865,23.8139,23.7746,23.7717,23.8185,23.8275,23.8069,23.7306
-48.526,0.742555,0.15157,4,19,0,50.4595,0.393247,-0.359623,0.393247,-0.359623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26102e+07,1.37019e+06,57571.6,23.815,23.7553,23.7805,23.7793,23.7803,23.7705,23.7404,23.7722,23.7681,23.8749,23.8097,23.8732,23.8491,23.7919,23.8183,23.8727,23.7978,23.7417,23.8148,23.8126,23.7961,23.8016,23.7911,23.7905,23.7595,23.7916,23.8282,23.8007,23.7958,23.8077,23.7983,23.8198,23.7947,23.8219,23.782,23.7781,23.8235,23.8304,23.8049,23.7223
-48.3233,1,0.15157,1,1,0,48.6129,0.391506,-0.360555,0.391506,-0.360555,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26084e+07,1.37015e+06,57571.6,23.815,23.7552,23.7805,23.7792,23.7802,23.7704,23.7403,23.772,23.7679,23.8748,23.8095,23.8729,23.8488,23.7916,23.818,23.8723,23.7975,23.7413,23.8144,23.8121,23.7956,23.801,23.7905,23.7899,23.7589,23.7909,23.8274,23.7999,23.7949,23.8068,23.7973,23.8187,23.7935,23.8205,23.7806,23.7765,23.8217,23.8285,23.8027,23.7197
-48.178,0.832113,0.15157,2,3,0,49.9619,0.394865,-0.371933,0.394865,-0.371933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26069e+07,1.37012e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.78,23.7702,23.7401,23.7718,23.7677,23.8745,23.8092,23.8726,23.8484,23.7912,23.8176,23.8719,23.797,23.7408,23.8138,23.8116,23.795,23.8004,23.7898,23.7892,23.7581,23.7901,23.8266,23.7991,23.7941,23.8059,23.7964,23.8177,23.7926,23.8196,23.7797,23.7756,23.821,23.8278,23.8023,23.7199
-48.2154,0.988108,0.15157,3,11,0,49.0861,0.357334,-0.306217,0.357334,-0.306217,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2599e+07,1.36995e+06,57571.6,23.8149,23.7552,23.7803,23.7791,23.78,23.7701,23.74,23.7717,23.7675,23.8743,23.809,23.8723,23.8481,23.7908,23.8171,23.8713,23.7963,23.74,23.8129,23.8105,23.7938,23.799,23.7882,23.7874,23.756,23.7877,23.8238,23.7959,23.7905,23.8017,23.7917,23.8123,23.7863,23.8122,23.7712,23.7651,23.8085,23.8127,23.7819,23.6934
-47.5173,0.997679,0.15157,4,23,0,48.5263,0.516315,-0.65172,0.516315,-0.65172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2566e+07,1.36926e+06,57571.6,23.8134,23.7531,23.7775,23.7756,23.7758,23.7652,23.7343,23.7653,23.7604,23.8664,23.8004,23.8628,23.8381,23.7799,23.8057,23.8591,23.7833,23.7263,23.7984,23.7954,23.7779,23.7826,23.7711,23.7698,23.7379,23.7692,23.805,23.7769,23.7714,23.7828,23.7731,23.7945,23.7697,23.7975,23.7587,23.7572,23.8059,23.8179,23.8045,23.7375
-48.1251,0.921108,0.15157,2,7,0,48.4046,0.543281,-0.671757,0.543281,-0.671757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25702e+07,1.36935e+06,57571.6,23.8133,23.753,23.7775,23.7755,23.7758,23.7652,23.7342,23.7652,23.7603,23.8663,23.8004,23.8628,23.8381,23.7799,23.8057,23.8592,23.7834,23.7265,23.7987,23.7957,23.7784,23.7831,23.7717,23.7705,23.7388,23.7703,23.8063,23.7785,23.7732,23.785,23.7757,23.7975,23.7732,23.8018,23.7637,23.7635,23.8135,23.8271,23.8168,23.7533
-47.1015,0.999088,0.15157,3,15,0,48.8555,0.453897,-0.528129,0.453897,-0.528129,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25865e+07,1.36969e+06,57571.6,23.8141,23.7541,23.7789,23.7774,23.778,23.7677,23.7372,23.7686,23.7641,23.8705,23.8049,23.8678,23.8433,23.7856,23.8117,23.8655,23.7902,23.7336,23.8062,23.8036,23.7866,23.7916,23.7805,23.7796,23.7481,23.7798,23.8158,23.7881,23.7828,23.7944,23.7848,23.8061,23.7811,23.8085,23.7691,23.7662,23.8132,23.8225,23.8029,23.7283
-47.4636,0.985479,0.15157,3,11,0,48.5944,0.501891,-0.639599,0.501891,-0.639599,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25641e+07,1.36922e+06,57571.6,23.8134,23.7531,23.7776,23.7756,23.7759,23.7653,23.7343,23.7653,23.7604,23.8664,23.8005,23.8629,23.8382,23.7799,23.8057,23.8591,23.7833,23.7263,23.7984,23.7953,23.7778,23.7824,23.7708,23.7695,23.7375,23.7687,23.8044,23.7762,23.7706,23.7818,23.7719,23.793,23.7679,23.7953,23.7562,23.754,23.802,23.8131,23.798,23.7291
-47.1353,0.982911,0.15157,5,31,0,47.5899,0.445354,-0.540742,0.445354,-0.540742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25753e+07,1.36946e+06,57571.6,23.8139,23.7538,23.7785,23.7768,23.7773,23.767,23.7363,23.7675,23.7629,23.8692,23.8035,23.8662,23.8416,23.7837,23.8097,23.8633,23.7878,23.731,23.8034,23.8005,23.7833,23.7881,23.7768,23.7756,23.7438,23.7751,23.8109,23.7827,23.7771,23.7883,23.7782,23.7991,23.7735,23.8002,23.7602,23.7564,23.8025,23.8109,23.7897,23.7135
-48.5724,0.998622,0.15157,4,23,0,49.8652,0.346321,-0.258998,0.346321,-0.258998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26051e+07,1.37008e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7708,23.7407,23.7725,23.7685,23.8753,23.8101,23.8735,23.8494,23.7923,23.8187,23.873,23.7981,23.7419,23.815,23.8127,23.7961,23.8014,23.7908,23.79,23.7588,23.7907,23.8269,23.7991,23.7938,23.8051,23.7952,23.8159,23.79,23.8159,23.7749,23.7687,23.8119,23.8157,23.7839,23.6939
-49.3703,0.8899,0.15157,2,3,0,49.5913,0.35136,-0.235451,0.35136,-0.235451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.26176e+07,1.37035e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7813,23.7717,23.7418,23.7737,23.7698,23.8769,23.8118,23.8755,23.8515,23.7945,23.8211,23.8756,23.801,23.745,23.8183,23.8162,23.7999,23.8055,23.7951,23.7947,23.7638,23.796,23.8325,23.8051,23.8002,23.812,23.8025,23.8237,23.7983,23.8249,23.7845,23.7793,23.8232,23.828,23.7977,23.709
-47.6826,0.983505,0.15157,4,27,0,51.2108,0.449515,-0.49932,0.449515,-0.49932,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25961e+07,1.36989e+06,57571.6,23.8144,23.7545,23.7794,23.7779,23.7786,23.7686,23.7381,23.7696,23.7653,23.8718,23.8064,23.8694,23.8451,23.7876,23.8138,23.8678,23.7927,23.7362,23.809,23.8065,23.7898,23.7949,23.7842,23.7834,23.7522,23.784,23.8204,23.7928,23.7878,23.7997,23.7903,23.812,23.7872,23.8149,23.7758,23.7733,23.8204,23.83,23.8104,23.7354
-47.6826,0.626966,0.15157,1,1,0,48.857,0.449515,-0.49932,0.449515,-0.49932,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25961e+07,1.36989e+06,57571.6,23.8144,23.7545,23.7794,23.7779,23.7786,23.7686,23.7381,23.7696,23.7653,23.8718,23.8064,23.8694,23.8451,23.7876,23.8138,23.8678,23.7927,23.7362,23.809,23.8065,23.7898,23.7949,23.7842,23.7834,23.7522,23.784,23.8204,23.7928,23.7878,23.7997,23.7903,23.812,23.7872,23.8149,23.7758,23.7733,23.8204,23.83,23.8104,23.7354
-47.8093,0.987637,0.15157,2,3,0,47.9067,0.440741,-0.552916,0.440741,-0.552916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2567e+07,1.36928e+06,57571.6,23.8137,23.7536,23.7782,23.7764,23.7769,23.7664,23.7356,23.7668,23.762,23.8682,23.8024,23.865,23.8403,23.7823,23.8081,23.8616,23.786,23.7291,23.8013,23.7983,23.7808,23.7854,23.7739,23.7725,23.7405,23.7717,23.8071,23.7788,23.7729,23.7837,23.7734,23.7939,23.7679,23.7942,23.7538,23.7493,23.7948,23.8025,23.7803,23.7032
-47.097,1,0.15157,2,7,0,47.7285,0.450195,-0.548282,0.450195,-0.548282,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25752e+07,1.36945e+06,57571.6,23.8139,23.7538,23.7785,23.7768,23.7773,23.7669,23.7362,23.7674,23.7628,23.869,23.8033,23.866,23.8415,23.7835,23.8095,23.8631,23.7876,23.7308,23.8032,23.8003,23.7831,23.7879,23.7766,23.7754,23.7436,23.7749,23.8107,23.7826,23.777,23.7882,23.7782,23.7991,23.7736,23.8004,23.7605,23.7569,23.8032,23.8118,23.7912,23.7157
-47.3448,0.969637,0.15157,2,7,0,47.3803,0.463655,-0.536802,0.463655,-0.536802,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25891e+07,1.36974e+06,57571.6,23.8142,23.7541,23.779,23.7774,23.778,23.7678,23.7373,23.7686,23.7642,23.8706,23.805,23.8679,23.8435,23.7858,23.8119,23.8658,23.7905,23.734,23.8066,23.804,23.7871,23.7921,23.7812,23.7802,23.7489,23.7806,23.8168,23.7891,23.784,23.7958,23.7863,23.8079,23.7831,23.8108,23.7717,23.7694,23.8168,23.8268,23.8086,23.7352
-47.2984,0.805482,0.15157,2,3,0,48.7227,0.453974,-0.519415,0.453974,-0.519415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25904e+07,1.36977e+06,57571.6,23.8142,23.7542,23.7791,23.7776,23.7782,23.768,23.7375,23.769,23.7645,23.871,23.8054,23.8684,23.844,23.7863,23.8125,23.8664,23.7911,23.7346,23.8073,23.8047,23.7878,23.7929,23.7819,23.781,23.7497,23.7814,23.8176,23.79,23.7848,23.7965,23.787,23.8085,23.7836,23.8112,23.7719,23.7693,23.8164,23.8259,23.8066,23.732
-47.888,0.896391,0.15157,3,15,0,50.2908,0.396128,-0.446626,0.396128,-0.446626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25792e+07,1.36954e+06,57571.6,23.8142,23.7543,23.7791,23.7776,23.7782,23.768,23.7375,23.7689,23.7644,23.8708,23.8052,23.8681,23.8436,23.7859,23.8119,23.8657,23.7903,23.7337,23.8061,23.8034,23.7862,23.7911,23.7798,23.7786,23.7469,23.7782,23.8138,23.7856,23.7798,23.7907,23.7803,23.8008,23.7746,23.8004,23.7595,23.7539,23.798,23.8036,23.7765,23.6933
-47.2217,0.999472,0.15157,3,11,0,47.8204,0.420679,-0.459812,0.420679,-0.459812,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25922e+07,1.36981e+06,57571.6,23.8144,23.7545,23.7795,23.778,23.7787,23.7687,23.7383,23.7698,23.7654,23.872,23.8065,23.8695,23.8452,23.7877,23.8138,23.8678,23.7926,23.7362,23.8089,23.8064,23.7895,23.7946,23.7837,23.7828,23.7514,23.7831,23.8192,23.7915,23.7862,23.7977,23.788,23.8091,23.7838,23.8107,23.7709,23.767,23.8128,23.8204,23.7972,23.718
-47.4882,0.977206,0.15157,3,11,0,47.7419,0.418188,-0.442194,0.418188,-0.442194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25975e+07,1.36992e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.7791,23.7691,23.7388,23.7704,23.7661,23.8727,23.8073,23.8705,23.8462,23.7887,23.815,23.8691,23.794,23.7376,23.8105,23.808,23.7913,23.7965,23.7857,23.7849,23.7536,23.7855,23.8218,23.7941,23.7889,23.8006,23.791,23.8124,23.7872,23.8143,23.7746,23.7709,23.8168,23.8246,23.8014,23.722
