# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-26 21:07:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp7e5i_7u4/2v40dvxq.json
# random
#   seed = 43447
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/cc/cc-20230726220713.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,lambda,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
-7.9108,0.971491,0.246138,3,15,0,12.193,0.273307,64.3669,0.797631,64.3669,0.273307,0.797631,67.7166,68.6993,70.195,72.7457,73.2126,74.2584,74.311,78.0652,78.6131,82.6433,84.2509,85.4129,85.4362,86.8814,88.0689,89.5691,90.071,90.1741,97.2032,102.852,107.542,109.66,116.231,116.587,118.016,128.07,148.601,153.748,159.316,167.801,187.184,207.033
-8.01451,0.966997,0.246138,4,15,0,8.2361,0.299251,63.9685,0.73278,63.9685,0.299251,0.73278,67.2595,68.2288,69.7071,72.2358,72.6996,73.7395,73.7919,77.5354,78.083,82.1193,83.7329,84.9005,84.9239,86.3772,87.5724,89.0836,89.5895,89.6934,96.7908,102.508,107.264,109.413,116.087,116.448,117.901,128.128,149.044,154.292,159.969,168.625,188.401,208.659
-7.54312,0.964409,0.246138,4,31,0,8.64554,0.322496,66.1437,0.448364,66.1437,0.322496,0.448364,68.9529,69.7938,71.0866,73.3251,73.7391,74.6709,74.718,78.1109,78.6117,82.3342,83.8363,84.9275,84.9495,86.3128,87.4378,88.8648,89.3437,89.4421,96.2126,101.725,106.341,108.434,114.964,115.319,116.746,126.826,147.594,152.828,158.497,167.152,186.972,207.316
-8.6527,0.773325,0.246138,3,7,0,9.60072,0.351264,67.1226,0.413779,67.1226,0.351264,0.413779,70.1148,71.0115,72.391,74.781,75.2232,76.2186,76.2689,79.8944,80.4297,84.4079,86.0131,87.179,87.2025,88.6591,89.8609,91.3852,91.8966,92.0016,99.2294,105.109,110.029,112.26,119.214,119.591,121.109,131.831,153.887,159.439,165.451,174.626,195.619,217.15
-9.33032,1,0.246138,4,15,0,9.42057,0.277448,72.8459,-0.15747,72.8459,0.277448,-0.15747,75.1468,75.8465,76.9313,78.8325,79.187,79.9882,80.0288,82.9797,83.4193,86.715,88.0576,89.0372,89.0569,90.2854,91.3029,92.598,93.0336,93.1232,99.336,104.454,108.774,110.742,116.91,117.246,118.6,128.21,148.204,153.272,158.773,167.189,186.529,206.453
-11.063,0.93086,0.246138,3,7,0,12.5146,0.186766,73.4759,-0.341275,73.4759,0.186766,-0.341275,75.2941,75.8425,76.6895,78.1671,78.4418,79.062,79.0933,81.3712,81.71,84.2476,85.2811,86.0352,86.0504,86.9963,87.78,88.7781,89.114,89.183,93.9826,97.9525,101.315,102.851,107.68,107.944,109.007,116.585,132.5,136.562,140.982,147.765,163.432,179.668
-11.3899,0.689861,0.246138,3,7,0,13.6986,0.177929,72.1354,-0.449596,72.1354,0.177929,-0.449596,74.0601,74.6351,75.5187,77.0489,77.3321,77.9698,78.002,80.3288,80.6731,83.2397,84.2795,85.0365,85.0518,85.9995,86.7833,87.7797,88.1145,88.1834,92.9488,96.8688,100.178,101.686,106.42,106.679,107.719,115.122,130.62,134.569,138.865,145.453,160.662,176.415
-7.94837,0.978165,0.246138,4,15,0,11.7054,0.358983,67.3009,-0.131357,67.3009,0.358983,-0.131357,70.0059,70.8252,72.0923,74.3044,74.7157,75.6439,75.6908,79.0942,79.5992,83.3709,84.9004,86.0139,86.0363,87.43,88.5819,90.0454,90.537,90.6381,97.6135,103.317,108.105,110.28,117.072,117.441,118.926,129.432,151.108,156.574,162.495,171.536,192.239,213.487
-7.78483,0.973438,0.246138,4,23,0,8.51688,0.311277,66.1552,-0.327787,66.1552,0.311277,-0.327787,68.6738,69.4329,70.6041,72.6426,73.0209,73.874,73.9171,77.0381,77.5006,80.9504,82.3479,83.365,83.3855,84.6581,85.7099,87.0459,87.4946,87.5869,93.9536,99.1614,103.535,105.523,111.733,112.071,113.43,123.05,142.94,147.963,153.408,161.726,180.798,200.399
-7.39725,0.937732,0.246138,2,7,0,9.02434,0.313725,67.5915,-0.365098,67.5915,0.313725,-0.365098,70.2422,71.0393,72.2681,74.4035,74.7994,75.6917,75.7367,78.9966,79.4791,83.0745,84.5294,85.5877,85.609,86.9327,88.0261,89.4145,89.8807,89.9765,96.5847,101.983,106.513,108.571,114.996,115.346,116.751,126.696,147.237,152.421,158.04,166.623,186.294,206.505
-8.75409,0.918932,0.246138,2,7,0,10.8039,0.343887,63.056,-0.522218,63.056,0.343887,-0.522218,66.0346,66.9222,68.2838,70.6332,71.0666,72.0412,72.0903,75.6265,76.147,80.0056,81.5579,82.6841,82.7068,84.1121,85.2704,86.7381,87.2301,87.3312,94.2696,99.8965,104.596,106.725,113.352,113.711,115.157,125.355,146.294,151.56,157.26,165.955,185.84,206.226
-7.53255,0.940195,0.246138,4,15,0,10.3197,0.30925,67.1622,0.223998,67.1622,0.30925,0.223998,69.574,70.3045,71.4343,73.4079,73.775,74.6038,74.6457,77.6878,78.1397,81.5184,82.8906,83.8904,83.9105,85.1627,86.1984,87.5152,87.9578,88.0487,94.3407,99.5012,103.843,105.818,111.995,112.331,113.684,123.27,143.126,148.146,153.589,161.907,180.99,200.611
-7.74473,0.988474,0.246138,3,15,0,8.36893,0.283284,70.6727,0.19373,70.6727,0.283284,0.19373,72.9804,73.681,74.7663,76.6661,77.02,77.8196,77.86,80.8014,81.2392,84.5182,85.8527,86.8259,86.8455,88.0656,89.0756,90.3608,90.793,90.8819,97.0399,102.107,106.379,108.324,114.419,114.751,116.088,125.574,145.286,150.28,155.698,163.987,183.024,202.628
-7.8935,0.954364,0.246138,3,15,0,8.84536,0.307156,69.4978,0.312755,69.4978,0.307156,0.312755,72.0899,72.8718,74.0788,76.1812,76.5715,77.4519,77.4964,80.7197,81.1976,84.7644,86.2102,87.2626,87.2838,88.6011,89.6899,91.0734,91.5381,91.6336,98.2311,103.632,108.17,110.233,116.68,117.031,118.443,128.437,149.114,154.337,160.001,168.655,188.5,208.901
-8.78889,0.739086,0.246138,2,7,0,10.0025,0.228058,69.0386,0.463377,69.0386,0.228058,0.463377,71.2911,71.9645,72.9998,74.7928,75.1245,75.8715,75.9092,78.6327,79.0353,82.0334,83.2461,84.1283,84.1461,85.2495,86.1613,87.3193,87.7083,87.7882,93.3086,97.8299,101.633,103.364,108.778,109.073,110.26,118.68,136.179,140.615,145.432,152.803,169.755,187.239
-8.48921,1,0.246138,4,27,0,8.98063,0.379993,66.5415,0.161205,66.5415,0.379993,0.161205,69.3867,70.2468,71.5756,73.8918,74.322,75.2923,75.3413,78.8931,79.4195,83.3452,84.9348,86.0912,86.1146,87.5611,88.7561,90.2734,90.7829,90.8876,98.1059,103.996,108.934,111.175,118.166,118.546,120.074,130.87,153.103,158.701,164.765,174.019,195.193,216.907
-8.62583,0.983801,0.246138,1,1,0,8.66788,0.382179,66.5566,0.17294,66.5566,0.382179,0.17294,69.4271,70.2944,71.6342,73.9686,74.4021,75.3797,75.4291,79.0067,79.5367,83.4891,85.089,86.2529,86.2764,87.732,88.9345,90.461,90.9736,91.0789,98.3393,104.262,109.226,111.479,118.505,118.887,120.422,131.27,153.604,159.227,165.317,174.611,195.873,217.676
-7.36816,0.990349,0.246138,3,15,0,9.99073,0.303913,68.1203,-0.164175,68.1203,0.303913,-0.164175,70.4734,71.1878,72.2942,74.2304,74.591,75.4056,75.4468,78.4416,78.8871,82.2218,83.5779,84.5666,84.5865,85.8254,86.8507,88.1549,88.5933,88.6835,94.9243,100.051,104.369,106.334,112.485,112.82,114.167,123.724,143.543,148.557,153.995,162.309,181.387,201.013
-8.25015,0.981332,0.246138,2,7,0,9.50462,0.26124,72.0305,-0.154625,72.0305,0.26124,-0.154625,74.1759,74.829,75.8421,77.6193,77.951,78.7007,78.7386,81.5029,81.915,85.0079,86.2693,87.1901,87.2087,88.364,89.3213,90.5404,90.9506,91.035,96.8924,101.727,105.812,107.675,113.518,113.837,115.12,124.242,143.258,148.085,153.327,161.351,179.807,198.839
-7.70192,0.998311,0.246138,4,15,0,8.80991,0.273381,70.4086,-0.292366,70.4086,0.273381,-0.292366,72.7459,73.4525,74.5448,76.451,76.8054,77.6054,77.6459,80.5816,81.0177,84.2787,85.6036,86.569,86.5885,87.798,88.7988,90.0716,90.4994,90.5874,96.6761,101.678,105.893,107.811,113.818,114.145,115.462,124.806,144.216,149.132,154.467,162.627,181.372,200.677
-7.70192,0.89101,0.246138,1,3,0,8.8422,0.273381,70.4086,-0.292366,70.4086,0.273381,-0.292366,72.7459,73.4525,74.5448,76.451,76.8054,77.6054,77.6459,80.5816,81.0177,84.2787,85.6036,86.569,86.5885,87.798,88.7988,90.0716,90.4994,90.5874,96.6761,101.678,105.893,107.811,113.818,114.145,115.462,124.806,144.216,149.132,154.467,162.627,181.372,200.677
-7.67198,0.981232,0.246138,4,15,0,9.36856,0.241672,67.1459,0.689883,67.1459,0.241672,0.689883,70.037,70.8886,72.1877,74.4111,74.8191,75.7344,75.7804,79.0787,79.5617,83.1265,84.554,85.5877,85.6085,86.8962,87.9561,89.2972,89.7465,89.8387,96.1558,101.263,105.522,107.45,113.45,113.776,115.084,124.317,143.296,148.075,153.252,161.155,179.259,197.857
-7.72457,0.917424,0.246138,4,15,0,8.84756,0.335473,68.4469,-0.152905,68.4469,0.335473,-0.152905,71.0378,71.8232,73.0386,75.1622,75.5574,76.4494,76.4945,79.7686,80.255,83.8901,85.3659,86.4409,86.4626,87.8086,88.9218,90.3367,90.8122,90.9099,97.6642,103.197,107.848,109.962,116.57,116.929,118.375,128.614,149.783,155.127,160.92,169.768,190.048,210.879
-8.2673,0.97347,0.246138,4,15,0,8.56003,0.250999,65.6982,-0.644359,65.6982,0.250999,-0.644359,68.4571,69.2723,70.5179,72.6551,73.0479,73.9298,73.9742,77.1597,77.6271,81.0823,82.4685,83.4732,83.4934,84.746,85.7776,87.0839,87.5217,87.6116,93.7776,98.7735,102.946,104.836,110.723,111.043,112.328,121.4,140.076,144.783,149.882,157.67,175.515,193.852
-7.98577,0.967911,0.246138,4,15,0,8.80414,0.226892,64.6752,0.882961,64.6752,0.226892,0.882961,68.0336,69.0129,70.4987,73.0207,73.4808,74.5099,74.5616,78.2392,78.774,82.6946,84.2527,85.377,85.3995,86.7957,87.9415,89.387,89.8702,89.9694,96.7144,102.111,106.58,108.595,114.838,115.175,116.531,126.053,145.445,150.3,155.549,163.545,181.798,200.481
-7.69695,0.440663,0.246138,4,15,0,10.9393,0.33829,68.4385,0.0517534,68.4385,0.33829,0.0517534,71.0021,71.7805,72.986,75.0949,75.4876,76.3743,76.4192,79.6772,80.1615,83.7838,85.2554,86.3276,86.3492,87.6922,88.803,90.2153,90.6899,90.7875,97.5335,103.063,107.713,109.827,116.435,116.795,118.241,128.485,149.668,155.017,160.815,169.671,189.969,210.82
-7.68115,0.925387,0.246138,3,15,0,8.3938,0.264835,68.2409,0.60808,68.2409,0.264835,0.60808,71.1036,71.9518,73.2497,75.4809,75.8916,76.8141,76.8605,80.199,80.6894,84.3203,85.779,86.8369,86.8582,88.1777,89.2651,90.6425,91.1043,91.1992,97.7098,102.992,107.407,109.407,115.642,115.981,117.342,126.956,146.756,151.746,157.154,165.411,184.333,203.774
-7.65401,1,0.246138,4,31,0,7.93652,0.346275,66.1971,0.140809,66.1971,0.346275,0.140809,68.7724,69.5528,70.7602,72.8692,73.2615,74.1469,74.1917,77.4404,77.9227,81.5268,82.9892,84.0542,84.0757,85.409,86.5114,87.9123,88.3829,88.4797,95.1624,100.632,105.227,107.316,113.839,114.194,115.621,125.721,146.585,151.849,157.554,166.266,186.224,206.718
-10.4624,0.892672,0.246138,2,7,0,10.9193,0.384429,65.9501,0.485823,65.9501,0.384429,0.485823,69.2721,70.2632,71.7844,74.4105,74.8951,75.9849,76.0398,79.9946,80.5768,84.8917,86.6272,87.886,87.9114,89.4819,90.7762,92.4159,92.9655,93.0784,100.824,107.098,112.333,114.704,122.077,122.477,124.085,135.416,158.638,164.47,170.781,180.403,202.388,224.902
-9.42188,1,0.246138,1,1,0,10.4746,0.374646,65.8314,0.466495,65.8314,0.374646,0.466495,69.0366,69.994,71.4643,74.0051,74.4742,75.5297,75.5829,79.4167,79.9814,84.1708,85.8572,87.081,87.1056,88.6328,89.8919,91.4874,92.0224,92.1322,99.6767,105.795,110.905,113.219,120.422,120.813,122.384,133.463,156.193,161.905,168.087,177.514,199.064,221.143
-13.5013,0.228149,0.246138,1,1,0,13.6653,0.38737,66.3357,0.594558,66.3357,0.38737,0.594558,69.9644,71.0412,72.6894,75.5233,76.0448,77.2161,77.2751,81.5095,82.131,86.7243,88.5661,89.9003,89.9272,91.5896,92.9582,94.6899,95.27,95.3891,103.542,110.123,115.602,118.079,125.776,126.193,127.868,139.664,163.778,169.824,176.364,186.329,209.08,232.36
