# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-26 21:07:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp7e5i_7u4/2v40dvxq.json
# random
#   seed = 43447
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/cc/cc-20230726220713.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,lambda,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
-8.19879,0.975061,0.309918,2,3,0,8.55238,0.370985,66.9153,0.109665,66.9153,0.370985,0.109665,69.6798,70.5168,71.8111,74.0699,74.4898,75.4372,75.4851,78.9574,79.4725,83.3174,84.8758,86.0101,86.033,87.4524,88.6254,90.1153,90.6157,90.7186,97.8149,103.613,108.477,110.686,117.58,117.955,119.462,130.119,152.087,157.623,163.62,172.773,193.726,215.222
-8.02378,1,0.309918,2,3,0,8.24828,0.364899,66.9722,0.130645,66.9722,0.364899,0.130645,69.7064,70.5342,71.8143,74.0484,74.4637,75.4009,75.4482,78.8832,79.3928,83.1972,84.7395,85.8622,85.8848,87.2897,88.4508,89.9257,90.4211,90.523,97.5497,103.293,108.112,110.301,117.133,117.505,118.999,129.563,151.351,156.843,162.793,171.875,192.668,214.005
-7.60889,0.898632,0.309918,3,15,0,9.09488,0.348008,67.4677,-0.0164456,67.4677,0.348008,-0.0164456,70.0604,70.8474,72.0658,74.1964,74.5931,75.4885,75.5338,78.8224,79.311,82.9642,84.4476,85.5282,85.55,86.9031,88.0222,89.4445,89.9225,90.0207,96.8104,102.372,107.045,109.169,115.806,116.168,117.62,127.901,149.143,154.504,160.314,169.186,189.514,210.388
-9.24388,0.938439,0.309918,3,15,0,10.6107,0.396861,66.0753,0.220754,66.0753,0.396861,0.220754,69.0718,69.9752,71.3692,73.794,74.2438,75.2575,75.3087,79.0124,79.5604,83.6417,85.2915,86.4909,86.5151,88.0143,89.2521,90.8228,91.3499,91.4583,98.916,104.989,110.073,112.378,119.565,119.955,121.524,132.602,155.377,161.106,167.309,176.771,198.407,220.581
-7.47368,0.862652,0.309918,3,11,0,10.0262,0.270086,66.9632,-0.621267,66.9632,0.270086,-0.621267,69.8479,70.7021,72.0085,74.2533,74.6663,75.5939,75.6406,78.9953,79.4879,83.1327,84.5962,85.6573,85.6786,87.0017,88.0918,89.4724,89.9351,90.0302,96.5505,101.836,106.251,108.251,114.48,114.819,116.178,125.777,145.528,150.503,155.893,164.121,182.969,202.327
-8.26469,0.704735,0.309918,2,5,0,8.47509,0.259043,66.3254,-0.548789,66.3254,0.259043,-0.548789,68.9101,69.6788,70.8571,72.8889,73.2636,74.1062,74.1486,77.2065,77.6568,80.9976,82.3433,83.3201,83.3398,84.5596,85.5657,86.8415,87.2694,87.3573,93.4051,98.3276,102.451,104.322,110.159,110.477,111.753,120.778,139.418,144.124,149.226,157.022,174.904,193.296
-8.65463,0.890123,0.309918,4,15,0,8.93332,0.274138,66.4435,-0.783057,66.4435,0.274138,-0.783057,69.8544,70.8558,72.3804,74.982,75.4584,76.5257,76.5794,80.4129,80.9726,85.0919,86.7358,87.9243,87.9482,89.4266,90.6418,92.1772,92.691,92.7965,99.9949,105.783,110.592,112.764,119.505,119.87,121.337,131.656,152.742,158.03,163.751,172.472,192.395,212.803
-7.68326,1,0.309918,2,7,0,9.58759,0.308715,66.4973,-0.313201,66.4973,0.308715,-0.313201,68.9893,69.741,70.9013,72.9221,73.2973,74.1435,74.1863,77.2841,77.7434,81.1707,82.5599,83.5711,83.5915,84.857,85.9031,87.2322,87.6786,87.7704,94.1078,99.2947,103.653,105.634,111.825,112.162,113.517,123.112,142.96,147.974,153.409,161.715,180.76,200.337
-10.4817,0.51176,0.309918,2,7,0,11.759,0.273844,65.9886,-0.225118,65.9886,0.273844,-0.225118,68.1047,68.7466,69.7405,71.4794,71.8033,72.5348,72.5718,75.2622,75.6625,78.6607,79.8808,80.7706,80.7885,81.904,82.8275,84.0025,84.3977,84.479,90.1102,94.7447,98.6536,100.434,106.013,106.317,107.541,116.228,134.294,138.873,143.842,151.445,168.915,186.912
-7.8172,0.730036,0.309918,3,15,0,11.6894,0.341149,65.2394,-0.419581,65.2394,0.341149,-0.419581,68.0869,68.9401,70.2529,72.5274,72.9482,73.8956,73.9435,77.3947,77.9043,81.6926,83.2214,84.3322,84.3545,85.7422,86.8873,88.3398,88.8272,88.9273,95.8177,101.426,106.12,108.249,114.887,115.248,116.698,126.939,148.02,153.329,159.079,167.855,187.942,208.55
-8.68724,0.91761,0.309918,4,15,0,9.43854,0.313046,71.0355,-0.0205287,71.0355,0.313046,-0.0205287,73.4962,74.2447,75.4052,77.4387,77.8177,78.6743,78.7176,81.8701,82.3393,85.8545,87.2849,88.328,88.349,89.6564,90.7386,92.1153,92.5782,92.6734,99.2645,104.681,109.243,111.32,117.819,118.173,119.597,129.695,150.631,155.926,161.669,170.448,190.589,211.302
-8.72928,0.844241,0.309918,3,15,0,12.1038,0.232296,70.455,0.317333,70.455,0.232296,0.317333,72.5134,73.1354,74.0967,75.7748,76.0869,76.7914,76.827,79.4144,79.799,82.6783,83.8495,84.7037,84.7209,85.7917,86.6783,87.8065,88.186,88.264,93.6752,98.1349,101.901,103.619,109.005,109.299,110.482,118.893,136.447,140.907,145.753,153.174,170.261,187.903
-8.75711,0.977222,0.309918,2,7,0,10.1421,0.217231,71.0535,0.476726,71.0535,0.217231,0.476726,73.3176,73.9936,75.0323,76.8294,77.1617,77.9098,77.9476,80.6734,81.0761,84.0741,85.2864,86.1681,86.1859,87.2886,88.1998,89.3569,89.7455,89.8254,95.3409,99.8584,103.659,105.389,110.801,111.096,112.283,120.703,138.218,142.661,147.485,154.872,171.866,189.405
-8.60949,0.997684,0.309918,4,15,0,9.24915,0.326318,62.7733,-0.73085,62.7733,0.326318,-0.73085,66.1814,67.186,68.7185,71.3408,71.8218,72.9005,72.9548,76.8384,77.4065,81.5937,83.2675,84.4784,84.5028,86.0099,87.2494,88.8162,89.3407,89.4484,96.804,102.726,107.648,109.871,116.775,117.148,118.65,129.218,150.802,156.213,162.065,170.983,191.346,212.187
-7.61177,0.70136,0.309918,3,15,0,11.6448,0.268817,68.1156,-0.425875,68.1156,0.268817,-0.425875,70.5647,71.2991,72.4297,74.3912,74.7545,75.5729,75.6143,78.6016,79.0435,82.3355,83.6675,84.6364,84.6559,85.8679,86.8691,88.1407,88.5678,88.6555,94.7126,99.6671,103.83,105.722,111.637,111.959,113.254,122.429,141.436,146.243,151.457,159.428,177.728,196.562
-8.06376,0.631116,0.309918,3,15,0,9.39502,0.276321,71.6422,0.0592695,71.6422,0.276321,0.0592695,73.8446,74.516,75.5582,77.3879,77.7295,78.5018,78.5409,81.39,81.8149,85.004,86.3048,87.2543,87.2735,88.4648,89.4519,90.7088,91.1318,91.2187,97.2559,102.236,106.442,108.359,114.371,114.699,116.018,125.393,144.912,149.863,155.237,163.46,182.361,201.837
-8.42075,0.87193,0.309918,3,15,0,9.79161,0.274965,67.5374,0.704799,67.5374,0.274965,0.704799,70.7396,71.6834,73.1235,75.5886,76.0409,77.0556,77.1067,80.7629,81.2981,85.2471,86.8276,87.9717,87.9947,89.4196,90.592,92.075,92.5717,92.6737,99.6505,105.282,109.972,112.093,118.689,119.047,120.484,130.611,151.372,156.59,162.238,170.854,190.563,210.776
-8.41168,0.95753,0.309918,4,15,0,9.38935,0.390477,65.2487,0.016693,65.2487,0.390477,0.016693,68.0558,68.9055,70.2189,72.5102,72.936,73.8966,73.9451,77.4634,77.985,81.8767,83.4531,84.6,84.6231,86.0579,87.2433,88.7485,89.2539,89.3578,96.5197,102.365,107.264,109.488,116.424,116.801,118.317,129.026,151.076,156.627,162.639,171.813,192.8,214.318
-8.1125,0.996532,0.309918,3,7,0,8.74539,0.368902,65.039,0.210352,65.039,0.368902,0.210352,67.7823,68.6109,69.8907,72.1206,72.5346,73.4684,73.5156,76.933,77.4393,81.2156,82.7446,83.8569,83.8793,85.2707,86.4202,87.8797,88.3697,88.4705,95.4147,101.083,105.835,107.992,114.722,115.088,116.559,126.956,148.379,153.775,159.62,168.542,188.961,209.907
-9.02783,0.851434,0.309918,2,3,0,9.71909,0.389382,65.6911,0.314514,65.6911,0.389382,0.314514,68.729,69.6422,71.0492,73.4918,73.9442,74.9633,75.0148,78.7317,79.2809,83.3665,85.016,86.2146,86.2387,87.7362,88.972,90.5395,91.0654,91.1735,98.6076,104.654,109.713,112.006,119.151,119.539,121.099,132.107,154.727,160.416,166.575,175.968,197.448,219.46
-9.19787,1,0.309918,3,7,0,9.53051,0.382751,63.4494,0.0640871,63.4494,0.382751,0.0640871,66.1344,66.9473,68.204,70.3969,70.8044,71.7239,71.7704,75.1394,75.639,79.3673,80.8779,81.9772,81.9993,83.3747,84.5111,85.9543,86.4389,86.5385,93.4084,99.0175,103.721,105.856,112.518,112.881,114.336,124.627,145.825,151.164,156.947,165.771,185.965,206.673
-8.81052,0.957617,0.309918,3,7,0,10.0581,0.371855,64.3759,0.509136,64.3759,0.371855,0.509136,67.5821,68.5378,70.004,72.5337,73.0004,74.0496,74.1025,77.9086,78.4687,82.6192,84.2881,85.4986,85.523,87.0331,88.2776,89.8539,90.3824,90.4909,97.9366,103.968,109.002,111.28,118.37,118.755,120.3,131.197,153.535,159.147,165.219,174.478,195.639,217.314
-9.69283,0.595641,0.309918,3,15,0,12.0246,0.27363,66.4862,0.241031,66.4862,0.27363,0.241031,68.6334,69.2842,70.2917,72.0532,72.3812,73.1219,73.1594,75.8821,76.2871,79.3192,80.5527,81.4521,81.4702,82.5976,83.5308,84.7181,85.1174,85.1995,90.8874,95.5668,99.5126,101.31,106.94,107.247,108.481,117.247,135.471,140.089,145.101,152.769,170.387,188.535
-7.81332,0.307961,0.309918,2,7,0,10.389,0.253061,68.4874,0.642899,68.4874,0.253061,0.642899,71.3745,72.2277,73.5316,75.7688,76.1801,77.1034,77.1499,80.4853,80.9747,84.5929,86.0447,87.0968,87.118,88.4298,89.5102,90.8783,91.3368,91.431,97.8888,103.121,107.491,109.47,115.636,115.971,117.316,126.817,146.374,151.302,156.642,164.795,183.478,202.675
-8.07421,0.123945,0.309918,2,7,0,10.5674,0.26384,68.3846,0.319897,68.3846,0.26384,0.319897,70.6225,71.2982,72.3419,74.162,74.5003,75.2636,75.3022,78.1014,78.517,81.6239,82.8858,83.8053,83.8238,84.9756,85.9285,87.1403,87.5477,87.6314,93.4281,98.1905,102.203,104.03,109.751,110.063,111.317,120.22,138.722,143.41,148.498,156.283,174.172,192.603
-10.1062,0.771135,0.309918,4,15,0,11.2523,0.283206,59.9271,-0.914841,59.9271,0.283206,-0.914841,63.5275,64.5795,66.1771,68.892,69.3877,70.4967,70.5525,74.5186,75.0956,79.3272,81.0092,82.2229,82.2473,83.7545,84.9913,86.5515,87.073,87.1801,94.4568,100.274,105.087,107.255,113.968,114.331,115.788,126.008,146.769,151.956,157.56,166.089,185.528,205.387
-10.1062,0.138996,0.309918,2,3,0,12.1366,0.283206,59.9271,-0.914841,59.9271,0.283206,-0.914841,63.5275,64.5795,66.1771,68.892,69.3877,70.4967,70.5525,74.5186,75.0956,79.3272,81.0092,82.2229,82.2473,83.7545,84.9913,86.5515,87.073,87.1801,94.4568,100.274,105.087,107.255,113.968,114.331,115.788,126.008,146.769,151.956,157.56,166.089,185.528,205.387
-10.2004,0.166441,0.309918,2,3,0,13.4744,0.268748,61.3751,-0.804085,61.3751,0.268748,-0.804085,64.5604,65.4945,66.9158,69.3387,69.782,70.7751,70.8251,74.3886,74.9085,78.7323,80.2571,81.3591,81.3813,82.7517,83.8777,85.3002,85.7761,85.8737,92.5366,97.8892,102.333,104.34,110.565,110.902,112.256,121.779,141.225,146.099,151.372,159.409,177.766,196.565
-11.4294,0.129325,0.309918,2,7,0,12.8011,0.280487,61.477,-0.692311,61.477,0.280487,-0.692311,64.392,65.2519,66.5645,68.8129,69.2257,70.1517,70.1984,73.5371,74.0261,77.6354,79.0806,80.127,80.148,81.4514,82.524,83.881,84.3355,84.4288,90.8155,95.9728,100.269,102.213,108.257,108.584,109.901,119.183,138.215,142.999,148.177,156.077,174.146,192.678
-8.71196,0.325039,0.309918,3,7,0,9.80556,0.277678,62.1171,-0.905226,62.1171,0.277678,-0.905226,65.7738,66.8424,68.4651,71.2231,71.7267,72.8535,72.9101,76.9403,77.5268,81.8281,83.5381,84.7721,84.7969,86.3295,87.5873,89.1741,89.7045,89.8134,97.2164,103.137,108.036,110.244,117.081,117.45,118.934,129.347,150.511,155.8,161.515,170.215,190.049,210.316
-8.90911,0.229513,0.309918,3,9,0,11.2839,0.34171,68.188,0.392876,68.188,0.34171,0.392876,71.118,71.9973,73.3508,75.6985,76.1332,77.1121,77.1615,80.7306,81.258,85.181,86.7654,87.9168,87.94,89.3789,90.5666,92.0735,92.5792,92.6831,99.8368,105.664,110.544,112.758,119.662,120.037,121.545,132.202,154.15,159.679,165.668,174.809,195.734,217.206
-8.08338,0.608589,0.309918,3,11,0,9.40332,0.27237,67.0855,-0.713166,67.0855,0.27237,-0.713166,70.2746,71.2141,72.6471,75.0991,75.5489,76.5578,76.6086,80.2425,80.7743,84.6969,86.2663,87.4023,87.4251,88.8397,90.0035,91.4754,91.9683,92.0695,98.9919,104.577,109.228,111.332,117.871,118.225,119.65,129.688,150.262,155.432,161.029,169.566,189.093,209.119
-8.02622,0.51538,0.309918,2,7,0,9.54444,0.271329,68.3483,-0.249489,68.3483,0.271329,-0.249489,70.5481,71.2147,72.2463,74.0497,74.3855,75.1437,75.182,77.9686,78.383,81.4857,82.7478,83.668,83.6866,84.84,85.7948,87.0096,87.4181,87.5021,93.3213,98.1089,102.146,103.985,109.746,110.06,111.323,120.293,138.944,143.671,148.801,156.65,174.686,193.268
-8.00689,0.97361,0.309918,2,3,0,8.41672,0.288507,68.3855,-0.558176,68.3855,0.288507,-0.558176,71.2948,72.1599,73.486,75.7715,76.1929,77.1402,77.1879,80.6235,81.1292,84.8774,86.3857,87.4802,87.5022,88.8682,89.9943,91.4217,91.9003,91.9986,98.7539,104.241,108.83,110.911,117.395,117.747,119.163,129.165,149.763,154.954,160.577,169.163,188.831,209.03
-7.34606,0.974824,0.309918,3,9,0,8.16166,0.292552,68.0963,-0.393869,68.0963,0.292552,-0.393869,70.6603,71.4305,72.6171,74.678,75.06,75.9206,75.9641,79.1076,79.5728,83.0392,84.442,85.4624,85.483,86.7594,87.8139,89.153,89.6026,89.6951,96.0716,101.284,105.661,107.65,113.864,114.202,115.562,125.189,145.102,150.132,155.586,163.921,183.037,202.693
-7.30553,0.959565,0.309918,3,15,0,7.82323,0.315312,68.2925,-0.0495628,68.2925,0.315312,-0.0495628,70.6797,71.4056,72.5308,74.502,74.8694,75.6994,75.7414,78.7955,79.2501,82.6541,84.039,85.0488,85.0691,86.3346,87.3821,88.7145,89.1624,89.2545,95.6315,100.87,105.282,107.29,113.572,113.915,115.291,125.05,145.278,150.393,155.941,164.42,183.871,203.873
-7.82793,0.955966,0.309918,2,7,0,8.51445,0.300739,69.9519,-0.264543,69.9519,0.300739,-0.264543,72.446,73.2003,74.3664,76.4013,76.7797,77.6335,77.6767,80.8087,81.2737,84.7492,86.1601,87.1879,87.2086,88.4957,89.5603,90.9136,91.3684,91.4619,97.9269,103.229,107.689,109.718,116.065,116.41,117.8,127.651,148.062,153.223,158.82,167.375,187.004,207.193
-7.33588,0.897854,0.309918,3,11,0,9.26184,0.319752,67.79,-0.100426,67.79,0.319752,-0.100426,70.2098,70.945,72.0838,74.0772,74.4486,75.2874,75.3298,78.4138,78.8726,82.306,83.702,84.7196,84.7401,86.0151,87.0701,88.4118,88.8629,88.9556,95.3726,100.64,105.074,107.091,113.401,113.744,115.127,124.922,145.211,150.339,155.9,164.399,183.89,203.928
-10.0044,0.936293,0.309918,3,15,0,10.2249,0.215404,71.6748,0.145616,71.6748,0.215404,0.145616,73.4429,73.9827,74.8213,76.2966,76.5724,77.1966,77.2282,79.5368,79.882,82.4793,83.5421,84.3191,84.3348,85.3112,86.1214,87.1547,87.5027,87.5743,92.5631,96.7042,100.218,101.825,106.879,107.155,108.268,116.206,132.869,137.119,141.741,148.831,165.189,182.116
-9.42391,0.966087,0.309918,3,7,0,10.2551,0.219815,71.4582,0.249525,71.4582,0.219815,0.249525,73.3549,73.9307,74.8228,76.3856,76.677,77.3355,77.3689,79.7956,80.1573,82.8723,83.98,84.7888,84.8051,85.8203,86.6617,87.7337,88.0946,88.1688,93.3281,97.5963,101.21,102.861,108.045,108.329,109.469,117.591,134.599,138.931,143.639,150.857,167.498,184.702
-8.26536,0.999448,0.309918,4,15,0,9.76668,0.277064,67.5602,0.258725,67.5602,0.277064,0.258725,69.7877,70.4622,71.5057,73.3288,73.6681,74.4341,74.4729,77.2865,77.7048,80.8346,82.107,83.0345,83.0532,84.2155,85.1775,86.401,86.8124,86.897,92.7542,97.5691,101.627,103.475,109.261,109.576,110.845,119.847,138.551,143.288,148.43,156.294,174.358,192.961
-9.24951,0.993766,0.309918,3,15,0,9.54357,0.21135,67.1186,0.657267,67.1186,0.21135,0.657267,69.6839,70.4397,71.5928,73.5674,73.9299,74.7432,74.7842,77.7177,78.1476,81.3236,82.5969,83.5195,83.5381,84.6881,85.6351,86.8342,87.236,87.3185,92.9779,97.5651,101.398,103.135,108.55,108.844,110.027,118.384,135.628,139.982,144.702,151.917,168.476,185.522
-9.24951,0.00845726,0.309918,2,3,0,11.4802,0.21135,67.1186,0.657267,67.1186,0.21135,0.657267,69.6839,70.4397,71.5928,73.5674,73.9299,74.7432,74.7842,77.7177,78.1476,81.3236,82.5969,83.5195,83.5381,84.6881,85.6351,86.8342,87.236,87.3185,92.9779,97.5651,101.398,103.135,108.55,108.844,110.027,118.384,135.628,139.982,144.702,151.917,168.476,185.522
-9.24951,0.000515135,0.309918,2,3,0,11.8747,0.21135,67.1186,0.657267,67.1186,0.21135,0.657267,69.6839,70.4397,71.5928,73.5674,73.9299,74.7432,74.7842,77.7177,78.1476,81.3236,82.5969,83.5195,83.5381,84.6881,85.6351,86.8342,87.236,87.3185,92.9779,97.5651,101.398,103.135,108.55,108.844,110.027,118.384,135.628,139.982,144.702,151.917,168.476,185.522
-7.80226,0.445392,0.309918,2,7,0,11.9703,0.265748,67.6042,0.452546,67.6042,0.265748,0.452546,70.0662,70.8031,71.9366,73.9007,74.2641,75.0826,75.1239,78.1078,78.5488,81.8315,83.1586,84.1235,84.1429,85.3495,86.346,87.6112,88.036,88.1233,94.1445,99.0652,103.197,105.075,110.943,111.262,112.547,121.643,140.48,145.243,150.408,158.306,176.433,195.088
-7.67748,0.953238,0.309918,2,3,0,8.07913,0.254702,67.9071,0.536831,67.9071,0.254702,0.536831,70.4911,71.2601,72.4394,74.474,74.8494,75.6936,75.7362,78.8021,79.2538,82.6067,83.958,84.9393,84.959,86.1845,87.1956,88.4779,88.9082,88.9966,95.0801,100.036,104.189,106.074,111.959,112.279,113.566,122.671,141.491,146.245,151.4,159.279,177.357,195.957
-8.10053,0.984479,0.309918,3,7,0,8.42815,0.243102,70.6083,0.375537,70.6083,0.243102,0.375537,72.8515,73.5266,74.5677,76.3793,76.7155,77.4738,77.5121,80.288,80.6997,83.7741,85.0215,85.9302,85.9485,87.0864,88.0276,89.2242,89.6264,89.709,95.4303,100.13,104.09,105.893,111.541,111.849,113.087,121.882,140.18,144.821,149.859,157.571,175.306,193.595
-8.2779,0.94427,0.309918,4,15,0,8.82808,0.237705,68.4364,0.504527,68.4364,0.237705,0.504527,70.8346,71.5496,72.6472,74.5438,74.8942,75.6825,75.7223,78.5901,79.0133,82.1589,83.4287,84.3516,84.3701,85.5236,86.4759,87.6844,88.0901,88.1735,93.9204,98.6142,102.555,104.346,109.944,110.249,111.474,120.157,138.157,142.712,147.655,155.215,172.584,190.478
-9.64655,0.882992,0.309918,3,7,0,10.5417,0.289785,72.8259,0.0288229,72.8259,0.289785,0.0288229,75.1651,75.8778,76.9836,78.9239,79.2859,80.1044,80.1458,83.1629,83.6126,86.9855,88.3601,89.3631,89.3834,90.6415,91.6835,93.01,93.4562,93.5479,99.9118,105.154,109.577,111.592,117.907,118.251,119.636,129.47,149.912,155.091,160.711,169.308,189.053,209.384
-8.51797,0.980475,0.309918,2,3,0,10.0037,0.286979,71.9269,0.0497105,71.9269,0.286979,0.0497105,74.2192,74.9176,76.0013,77.9028,78.2577,79.0598,79.1004,82.0576,82.4984,85.8049,87.1526,88.1361,88.1559,89.3895,90.4113,91.712,92.1496,92.2396,98.4812,103.624,107.964,109.941,116.138,116.476,117.836,127.489,147.561,152.647,158.167,166.611,186.008,205.983
-7.3469,0.969534,0.309918,3,15,0,10.476,0.32487,67.7044,0.125451,67.7044,0.32487,0.125451,70.1717,70.9207,72.0804,74.1091,74.4868,75.3398,75.383,78.5174,78.9833,82.4693,83.8858,84.9181,84.9389,86.232,87.3018,88.6621,89.1193,89.2132,95.7144,101.047,105.533,107.574,113.954,114.302,115.699,125.598,146.088,151.266,156.879,165.455,185.121,205.333
-7.56386,0.994269,0.309918,3,11,0,7.82167,0.337969,66.5496,0.103975,66.5496,0.337969,0.103975,69.0583,69.8196,70.9981,73.0587,73.4423,74.3083,74.3521,77.5327,78.0053,81.5393,82.9746,84.0202,84.0413,85.3507,86.4338,87.8105,88.2732,88.3683,94.9426,100.33,104.859,106.918,113.353,113.703,115.112,125.086,145.707,150.914,156.557,165.177,184.933,205.227
-7.47702,0.991913,0.309918,3,11,0,8.83154,0.295459,69.8465,0.141543,69.8465,0.295459,0.141543,72.1786,72.8874,73.986,75.9101,76.2687,77.0789,77.1199,80.1018,80.5457,83.871,85.2245,86.2116,86.2315,87.4689,88.4933,89.7967,90.235,90.3251,96.5691,101.705,106.033,108.004,114.176,114.513,115.866,125.466,145.398,150.444,155.919,164.29,183.51,203.291
