# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-26 21:07:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpqyqz0r3g/up79hxi8.json
# random
#   seed = 4883
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/snia/snia-20230726220732.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,theta.1,theta.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-50.2975,0.992531,0.480519,3,7,0,50.8015,0.287745,-0.136933,0.287745,-0.136933,3.26284e+07,1.37057e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7439,23.7761,23.7724,23.8797,23.8149,23.8789,23.8551,23.7984,23.8252,23.88,23.8056,23.7498,23.8234,23.8215,23.8055,23.8112,23.8011,23.8008,23.77,23.8023,23.839,23.8116,23.8066,23.8182,23.8085,23.8294,23.8035,23.8292,23.7877,23.7806,23.8222,23.8237,23.7857,23.6871
-49.8236,0.981588,0.480519,2,3,0,50.4512,0.283217,-0.0827228,0.283217,-0.0827228,3.26195e+07,1.37038e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7728,23.7431,23.7752,23.7715,23.8787,23.8137,23.8775,23.8536,23.7968,23.8235,23.8782,23.8036,23.7477,23.8211,23.8191,23.8028,23.8084,23.7981,23.7975,23.7666,23.7986,23.835,23.8074,23.8021,23.8134,23.8033,23.8239,23.7976,23.8228,23.7809,23.773,23.814,23.8147,23.7753,23.6754
-50.4135,0.920547,0.480519,2,7,0,51.0824,0.279605,0.214677,0.279605,0.214677,3.26272e+07,1.37055e+06,57571.6,23.8159,23.7566,23.7823,23.7815,23.7829,23.7735,23.7439,23.7762,23.7725,23.8798,23.815,23.8789,23.8551,23.7985,23.8253,23.88,23.8056,23.7499,23.8234,23.8215,23.8054,23.8112,23.801,23.8006,23.7698,23.802,23.8386,23.8112,23.8061,23.8176,23.8077,23.8285,23.8024,23.8279,23.7862,23.7786,23.8198,23.8207,23.7815,23.6816
-51.1354,0.697109,0.480519,1,1,0,51.2825,0.28125,0.252305,0.28125,0.252305,3.26345e+07,1.3707e+06,57571.6,23.8161,23.7568,23.7826,23.7819,23.7833,23.7741,23.7446,23.7769,23.7734,23.8808,23.816,23.8801,23.8564,23.7999,23.8267,23.8816,23.8073,23.7517,23.8254,23.8236,23.8077,23.8136,23.8036,23.8033,23.7727,23.8051,23.8419,23.8146,23.8098,23.8216,23.8119,23.8329,23.8071,23.833,23.7916,23.7845,23.8262,23.8276,23.7893,23.6901
-50.2243,1,0.480519,1,3,0,51.0305,0.273135,0.190457,0.273135,0.190457,3.26167e+07,1.37032e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7822,23.7728,23.743,23.7752,23.7714,23.8785,23.8136,23.8774,23.8535,23.7966,23.8233,23.8779,23.8033,23.7474,23.8207,23.8186,23.8023,23.8078,23.7974,23.7968,23.7658,23.7977,23.834,23.8062,23.8008,23.8119,23.8016,23.8219,23.7954,23.8202,23.778,23.7695,23.8098,23.8097,23.7687,23.6669
-50.7942,0.987218,0.480519,2,7,0,50.961,0.263916,0.300773,0.263916,0.300773,3.26224e+07,1.37045e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7734,23.7438,23.776,23.7723,23.8796,23.8147,23.8786,23.8548,23.7981,23.8248,23.8795,23.8051,23.7492,23.8227,23.8207,23.8045,23.8101,23.7998,23.7993,23.7684,23.8004,23.8368,23.8091,23.8038,23.8151,23.8049,23.8252,23.7987,23.8236,23.7813,23.7728,23.813,23.8125,23.7708,23.6679
-51.4402,0.888268,0.480519,1,3,0,51.686,0.256469,0.285684,0.256469,0.285684,3.26109e+07,1.3702e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7429,23.7749,23.7711,23.8782,23.8133,23.877,23.853,23.7961,23.8227,23.8772,23.8026,23.7465,23.8197,23.8176,23.8011,23.8065,23.796,23.7952,23.764,23.7957,23.8317,23.8037,23.798,23.8088,23.7982,23.8181,23.791,23.8152,23.7723,23.7627,23.8019,23.8003,23.7564,23.6514
-51.148,0.913014,0.480519,2,3,0,51.42,0.25843,0.291153,0.25843,0.291153,3.26142e+07,1.37027e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7431,23.7752,23.7715,23.8786,23.8137,23.8774,23.8535,23.7967,23.8233,23.8779,23.8033,23.7473,23.8206,23.8185,23.8021,23.8076,23.7971,23.7964,23.7652,23.7971,23.8332,23.8053,23.7997,23.8106,23.8001,23.8201,23.7932,23.8176,23.7749,23.7655,23.8051,23.8038,23.7605,23.656
-51.8894,0.688744,0.480519,1,1,0,52.015,0.25716,0.240426,0.25716,0.240426,3.26043e+07,1.37007e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7721,23.7422,23.7742,23.7703,23.8773,23.8123,23.8759,23.8518,23.7948,23.8213,23.8758,23.801,23.7448,23.8179,23.8156,23.799,23.8043,23.7936,23.7927,23.7613,23.7929,23.8287,23.8006,23.7947,23.8053,23.7945,23.8141,23.7868,23.8108,23.7676,23.7576,23.7966,23.7946,23.7502,23.6448
-50.592,0.847423,0.480519,2,3,0,52.1579,0.272309,0.26578,0.272309,0.26578,3.26262e+07,1.37052e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7762,23.7726,23.8799,23.815,23.879,23.8552,23.7985,23.8253,23.8801,23.8057,23.7499,23.8234,23.8215,23.8054,23.8111,23.8009,23.8005,23.7696,23.8018,23.8383,23.8108,23.8056,23.8171,23.8071,23.8277,23.8015,23.8267,23.7848,23.7768,23.8177,23.818,23.7778,23.6766
-50.1481,0.472647,0.480519,3,7,0,53.2262,0.280153,-0.180318,0.280153,-0.180318,3.26237e+07,1.37047e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7732,23.7436,23.7758,23.7721,23.8793,23.8145,23.8783,23.8545,23.7978,23.8245,23.8792,23.8048,23.7489,23.8224,23.8205,23.8043,23.81,23.7997,23.7993,23.7684,23.8005,23.837,23.8095,23.8043,23.8157,23.8057,23.8264,23.8002,23.8255,23.7837,23.7759,23.817,23.8177,23.7783,23.6782
-50.347,0.938193,0.480519,1,1,0,50.3882,0.279872,-0.206535,0.279872,-0.206535,3.26265e+07,1.37053e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7438,23.7761,23.7724,23.8797,23.8149,23.8788,23.855,23.7983,23.8251,23.8799,23.8054,23.7497,23.8232,23.8213,23.8052,23.8109,23.8007,23.8003,23.7695,23.8017,23.8383,23.8108,23.8057,23.8172,23.8073,23.828,23.8019,23.8274,23.7857,23.7781,23.8193,23.8201,23.7809,23.6809
-49.7722,0.991953,0.480519,2,7,0,50.6372,0.282484,0.0190562,0.282484,0.0190562,3.26167e+07,1.37032e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8783,23.8133,23.8771,23.8532,23.7963,23.823,23.8776,23.803,23.747,23.8203,23.8183,23.8019,23.8075,23.7971,23.7965,23.7654,23.7974,23.8337,23.806,23.8006,23.8119,23.8017,23.8221,23.7957,23.8208,23.7788,23.7707,23.8115,23.812,23.7723,23.672
-50.4672,0.839734,0.480519,1,3,0,51.4336,0.294723,0.0288847,0.294723,0.0288847,3.26311e+07,1.37063e+06,57571.6,23.8159,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7762,23.7726,23.8799,23.8151,23.8791,23.8553,23.7987,23.8255,23.8804,23.806,23.7503,23.8239,23.8221,23.8061,23.8119,23.8018,23.8015,23.7709,23.8033,23.84,23.8127,23.8078,23.8197,23.81,23.8311,23.8054,23.8314,23.7903,23.7835,23.8256,23.8277,23.7908,23.6935
-50.0876,0.938179,0.480519,3,15,0,51.1403,0.275777,-0.129211,0.275777,-0.129211,3.26138e+07,1.37026e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7725,23.7427,23.7748,23.771,23.8781,23.8131,23.8768,23.8529,23.796,23.8226,23.8772,23.8025,23.7465,23.8198,23.8177,23.8013,23.8068,23.7963,23.7956,23.7645,23.7964,23.8326,23.8047,23.7993,23.8103,23.8,23.8202,23.7936,23.8184,23.7761,23.7676,23.8079,23.8078,23.7669,23.6653
-51.2438,0.932584,0.480519,2,5,0,51.4889,0.259706,-0.354291,0.259706,-0.354291,3.26282e+07,1.37057e+06,57571.6,23.8161,23.7568,23.7825,23.7818,23.7832,23.774,23.7444,23.7767,23.7731,23.8805,23.8157,23.8797,23.856,23.7994,23.8262,23.881,23.8066,23.7509,23.8244,23.8226,23.8065,23.8123,23.8021,23.8017,23.7709,23.8031,23.8396,23.812,23.8068,23.8182,23.8082,23.8287,23.8023,23.8273,23.7852,23.7768,23.8171,23.8167,23.7749,23.6718
-51.2438,0.0251453,0.480519,1,1,0,52.516,0.259706,-0.354291,0.259706,-0.354291,3.26282e+07,1.37057e+06,57571.6,23.8161,23.7568,23.7825,23.7818,23.7832,23.774,23.7444,23.7767,23.7731,23.8805,23.8157,23.8797,23.856,23.7994,23.8262,23.881,23.8066,23.7509,23.8244,23.8226,23.8065,23.8123,23.8021,23.8017,23.7709,23.8031,23.8396,23.812,23.8068,23.8182,23.8082,23.8287,23.8023,23.8273,23.7852,23.7768,23.8171,23.8167,23.7749,23.6718
-53.0146,0.707927,0.480519,3,7,0,53.3467,0.242544,-0.347732,0.242544,-0.347732,3.26064e+07,1.37011e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.782,23.7725,23.7427,23.7748,23.7709,23.878,23.813,23.8767,23.8527,23.7957,23.8223,23.8768,23.802,23.746,23.8191,23.8169,23.8003,23.8056,23.7949,23.7941,23.7627,23.7942,23.8301,23.8018,23.7959,23.8064,23.7956,23.8151,23.7876,23.8112,23.7678,23.7572,23.7955,23.7926,23.7462,23.6383
-52.4725,0.172281,0.480519,2,6,1,53.7818,0.248024,-0.317178,0.248024,-0.317178,3.26067e+07,1.37011e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7426,23.7747,23.7708,23.8779,23.8129,23.8766,23.8526,23.7956,23.8222,23.8766,23.8019,23.7458,23.8189,23.8167,23.8002,23.8055,23.7948,23.7939,23.7626,23.7942,23.83,23.8019,23.796,23.8066,23.7957,23.8153,23.788,23.8118,23.7685,23.7582,23.7968,23.7943,23.7488,23.6419
-52.4725,0.0231672,0.480519,2,3,0,53.0195,0.248024,-0.317178,0.248024,-0.317178,3.26067e+07,1.37011e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7426,23.7747,23.7708,23.8779,23.8129,23.8766,23.8526,23.7956,23.8222,23.8766,23.8019,23.7458,23.8189,23.8167,23.8002,23.8055,23.7948,23.7939,23.7626,23.7942,23.83,23.8019,23.796,23.8066,23.7957,23.8153,23.788,23.8118,23.7685,23.7582,23.7968,23.7943,23.7488,23.6419
-51.4055,1,0.480519,2,3,0,51.8754,0.253275,-0.368447,0.253275,-0.368447,3.26238e+07,1.37047e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7764,23.7728,23.8801,23.8153,23.8792,23.8554,23.7987,23.8255,23.8803,23.8058,23.75,23.8235,23.8215,23.8054,23.811,23.8007,23.8002,23.7693,23.8013,23.8377,23.81,23.8046,23.8158,23.8056,23.8258,23.7992,23.8239,23.7814,23.7724,23.8122,23.8111,23.768,23.6634
-50.3947,0.519386,0.480519,2,5,0,53.6145,0.271669,-0.149564,0.271669,-0.149564,3.26107e+07,1.3702e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8778,23.8128,23.8764,23.8525,23.7955,23.8221,23.8766,23.8019,23.7459,23.8191,23.8169,23.8005,23.8059,23.7953,23.7946,23.7634,23.7952,23.8313,23.8033,23.7977,23.8087,23.7982,23.8183,23.7915,23.816,23.7735,23.7646,23.8046,23.804,23.7623,23.6598
-50.1862,1,0.480519,1,1,0,50.3447,0.273835,-0.166825,0.273835,-0.166825,3.26149e+07,1.37029e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7429,23.7749,23.7711,23.8783,23.8133,23.8771,23.8531,23.7963,23.8229,23.8775,23.8029,23.7469,23.8202,23.8181,23.8017,23.8072,23.7967,23.7961,23.765,23.7969,23.8331,23.8053,23.7999,23.8109,23.8006,23.8209,23.7943,23.8191,23.7768,23.7682,23.8085,23.8083,23.7672,23.6655
-50.0474,0.977187,0.480519,3,7,0,52.7952,0.276987,-0.159373,0.276987,-0.159373,3.26179e+07,1.37035e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7967,23.8234,23.878,23.8035,23.7475,23.8209,23.8188,23.8025,23.8081,23.7977,23.7971,23.7661,23.7981,23.8344,23.8067,23.8013,23.8125,23.8024,23.8227,23.7963,23.8213,23.7792,23.7709,23.8115,23.8117,23.7714,23.6703
-50.6018,0.91772,0.480519,3,7,0,50.7188,0.269851,-0.150097,0.269851,-0.150097,3.26086e+07,1.37015e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7744,23.7705,23.8775,23.8125,23.8762,23.8522,23.7952,23.8217,23.8762,23.8015,23.7454,23.8186,23.8164,23.7999,23.8052,23.7946,23.7939,23.7626,23.7943,23.8303,23.8023,23.7967,23.8075,23.797,23.817,23.79,23.8145,23.7718,23.7627,23.8025,23.8016,23.7595,23.6566
-50.6018,0.167326,0.480519,2,3,0,56.2301,0.269851,-0.150097,0.269851,-0.150097,3.26086e+07,1.37015e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7744,23.7705,23.8775,23.8125,23.8762,23.8522,23.7952,23.8217,23.8762,23.8015,23.7454,23.8186,23.8164,23.7999,23.8052,23.7946,23.7939,23.7626,23.7943,23.8303,23.8023,23.7967,23.8075,23.797,23.817,23.79,23.8145,23.7718,23.7627,23.8025,23.8016,23.7595,23.6566
-49.9901,0.84801,0.480519,2,3,0,52.2113,0.278097,0.0195777,0.278097,0.0195777,3.26115e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7955,23.822,23.8766,23.8019,23.7458,23.819,23.8169,23.8005,23.8059,23.7954,23.7947,23.7635,23.7953,23.8315,23.8036,23.7981,23.8091,23.7987,23.8189,23.7923,23.817,23.7747,23.7661,23.8065,23.8063,23.7656,23.6643
-49.8697,1,0.480519,1,3,0,50.3039,0.280752,0.100758,0.280752,0.100758,3.26176e+07,1.37034e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.743,23.7751,23.7713,23.8785,23.8135,23.8773,23.8534,23.7966,23.8232,23.8778,23.8033,23.7473,23.8206,23.8186,23.8023,23.8079,23.7975,23.7969,23.7659,23.7979,23.8342,23.8065,23.8012,23.8124,23.8023,23.8227,23.7963,23.8214,23.7793,23.7712,23.812,23.8124,23.7726,23.6721
-49.9156,0.972461,0.480519,1,3,0,51.3241,0.289107,-0.0263338,0.289107,-0.0263338,3.26245e+07,1.37049e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7435,23.7756,23.7719,23.8792,23.8143,23.8782,23.8543,23.7976,23.8243,23.8791,23.8046,23.7488,23.8222,23.8203,23.8042,23.8099,23.7997,23.7992,23.7684,23.8006,23.8371,23.8097,23.8046,23.8161,23.8063,23.827,23.801,23.8266,23.785,23.7777,23.8192,23.8205,23.7824,23.6837
-49.8959,0.86005,0.480519,1,3,0,51.5139,0.279484,0.0897253,0.279484,0.0897253,3.26155e+07,1.3703e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8782,23.8132,23.877,23.8531,23.7962,23.8228,23.8774,23.8028,23.7468,23.8201,23.818,23.8017,23.8072,23.7967,23.7961,23.7651,23.797,23.8333,23.8055,23.8001,23.8113,23.801,23.8214,23.7949,23.8198,23.7777,23.7694,23.81,23.8102,23.77,23.6692
-50.2033,0.987631,0.480519,2,5,0,50.3538,0.273515,0.184487,0.273515,0.184487,3.26164e+07,1.37032e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7728,23.743,23.7751,23.7713,23.8785,23.8136,23.8773,23.8534,23.7966,23.8232,23.8778,23.8032,23.7473,23.8206,23.8185,23.8022,23.8077,23.7973,23.7967,23.7656,23.7976,23.8338,23.8061,23.8006,23.8118,23.8015,23.8218,23.7952,23.8201,23.7778,23.7693,23.8097,23.8096,23.7686,23.6669
-50.1687,0.660832,0.480519,3,7,0,51.8021,0.275321,-0.0924147,0.275321,-0.0924147,3.26107e+07,1.3702e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8763,23.8524,23.7954,23.822,23.8765,23.8018,23.7457,23.8189,23.8168,23.8003,23.8058,23.7952,23.7945,23.7633,23.7951,23.8312,23.8033,23.7977,23.8087,23.7983,23.8184,23.7916,23.8163,23.7739,23.7651,23.8053,23.805,23.7638,23.6619
-52.0047,0.919365,0.480519,2,5,0,52.5615,0.264625,-0.373463,0.264625,-0.373463,3.26383e+07,1.37078e+06,57571.6,23.8163,23.7571,23.783,23.7823,23.7838,23.7747,23.7453,23.7777,23.7742,23.8817,23.8171,23.8812,23.8576,23.8012,23.8281,23.8831,23.8089,23.7533,23.827,23.8254,23.8095,23.8155,23.8055,23.8053,23.7748,23.8072,23.844,23.8168,23.8119,23.8237,23.814,23.8349,23.8089,23.8346,23.793,23.7853,23.8264,23.827,23.7868,23.6853
-50.2627,1,0.480519,2,7,0,52.3761,0.27487,-0.0628797,0.27487,-0.0628797,3.26088e+07,1.37016e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7721,23.7423,23.7743,23.7704,23.8774,23.8124,23.876,23.852,23.795,23.8216,23.8761,23.8013,23.7453,23.8184,23.8162,23.7997,23.8051,23.7945,23.7938,23.7625,23.7943,23.8303,23.8024,23.7967,23.8076,23.7972,23.8172,23.7904,23.815,23.7724,23.7636,23.8036,23.8031,23.7617,23.6596
-50.7497,0.950108,0.480519,2,5,0,50.9496,0.296835,-0.0178922,0.296835,-0.0178922,3.26334e+07,1.37068e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7442,23.7764,23.7728,23.8802,23.8154,23.8794,23.8557,23.7991,23.8259,23.8808,23.8065,23.7508,23.8244,23.8227,23.8067,23.8126,23.8026,23.8023,23.7718,23.8042,23.841,23.8138,23.809,23.8209,23.8114,23.8325,23.807,23.8331,23.7921,23.7856,23.8279,23.8302,23.7938,23.6969
-49.898,0.952059,0.480519,2,3,0,51.7112,0.279345,0.0617224,0.279345,0.0617224,3.2614e+07,1.37027e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7747,23.7709,23.878,23.813,23.8768,23.8528,23.7959,23.8225,23.8771,23.8024,23.7464,23.8197,23.8176,23.8012,23.8067,23.7962,23.7956,23.7645,23.7964,23.8326,23.8048,23.7993,23.8105,23.8002,23.8205,23.7939,23.8188,23.7766,23.7682,23.8088,23.8089,23.7685,23.6676
-50.7752,0.791039,0.480519,2,5,0,51.588,0.265914,0.299859,0.265914,0.299859,3.26246e+07,1.37049e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7762,23.7725,23.8798,23.815,23.8789,23.8551,23.7984,23.8252,23.88,23.8055,23.7497,23.8232,23.8213,23.8051,23.8108,23.8005,23.8001,23.7692,23.8013,23.8378,23.8101,23.8049,23.8162,23.8061,23.8266,23.8002,23.8252,23.7831,23.7747,23.8152,23.815,23.7737,23.6714
