# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-26 21:07:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpqyqz0r3g/up79hxi8.json
# random
#   seed = 4883
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/snia/snia-20230726220732.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,theta.1,theta.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-50.5627,0.955972,0.458548,2,3,0,50.7377,0.295066,-0.0457383,0.295066,-0.0457383,3.26318e+07,1.37064e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7763,23.7727,23.88,23.8152,23.8792,23.8554,23.7989,23.8257,23.8805,23.8062,23.7505,23.8241,23.8223,23.8063,23.8121,23.8021,23.8018,23.7712,23.8036,23.8404,23.8131,23.8082,23.8201,23.8105,23.8316,23.8059,23.832,23.7909,23.7842,23.8263,23.8284,23.7917,23.6944
-50.1016,0.996646,0.458548,3,7,0,51.0783,0.275918,0.104051,0.275918,0.104051,3.26121e+07,1.37023e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7746,23.7708,23.8779,23.8129,23.8765,23.8526,23.7957,23.8223,23.8768,23.8021,23.7461,23.8193,23.8172,23.8008,23.8062,23.7957,23.795,23.7638,23.7957,23.8318,23.8039,23.7984,23.8094,23.7991,23.8193,23.7926,23.8173,23.775,23.7663,23.8066,23.8064,23.7654,23.6637
-50.4235,0.978085,0.458548,2,3,0,50.7406,0.273722,0.242801,0.273722,0.242801,3.26243e+07,1.37048e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8147,23.8786,23.8548,23.7981,23.8249,23.8796,23.8051,23.7493,23.8228,23.8209,23.8047,23.8104,23.8001,23.7997,23.7688,23.8009,23.8374,23.8098,23.8046,23.816,23.806,23.8266,23.8003,23.8255,23.7836,23.7755,23.8163,23.8166,23.7764,23.6753
-50.9721,0.850223,0.458548,2,3,0,51.2733,0.266588,0.166161,0.266588,0.166161,3.26063e+07,1.37011e+06,57571.6,23.8155,23.756,23.7815,23.7804,23.7816,23.7721,23.7422,23.7742,23.7703,23.8773,23.8123,23.8759,23.8519,23.7949,23.8214,23.8758,23.8011,23.7449,23.818,23.8158,23.7993,23.8046,23.7939,23.7931,23.7618,23.7934,23.8294,23.8013,23.7956,23.8063,23.7957,23.8155,23.7884,23.8127,23.7699,23.7604,23.8,23.7988,23.7559,23.6523
-50.7237,1,0.458548,1,1,0,50.9696,0.26742,0.186579,0.26742,0.186579,3.26095e+07,1.37017e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8777,23.8127,23.8764,23.8524,23.7954,23.822,23.8765,23.8018,23.7457,23.8189,23.8167,23.8002,23.8056,23.795,23.7943,23.763,23.7948,23.8308,23.8028,23.7972,23.808,23.7975,23.8174,23.7905,23.8149,23.7723,23.7631,23.8028,23.8018,23.7594,23.6561
-50.4352,1,0.458548,2,3,0,50.6753,0.273105,0.245944,0.273105,0.245944,3.2624e+07,1.37048e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8147,23.8786,23.8548,23.7981,23.8248,23.8796,23.8051,23.7493,23.8227,23.8208,23.8046,23.8103,23.8001,23.7996,23.7687,23.8009,23.8373,23.8097,23.8045,23.8159,23.8059,23.8264,23.8001,23.8253,23.7833,23.7752,23.816,23.8163,23.7759,23.6747
-50.9741,0.764937,0.458548,2,3,0,51.3198,0.269123,0.097485,0.269123,0.097485,3.26037e+07,1.37005e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7718,23.7419,23.7738,23.7699,23.8769,23.8118,23.8754,23.8513,23.7943,23.8208,23.8751,23.8003,23.7442,23.8172,23.815,23.7984,23.8036,23.7929,23.792,23.7607,23.7923,23.8281,23.8,23.7942,23.8049,23.7942,23.814,23.7869,23.8111,23.7682,23.7588,23.7983,23.7971,23.7544,23.651
-50.0105,0.979982,0.458548,2,7,0,52.6175,0.277858,-0.0133879,0.277858,-0.0133879,3.26112e+07,1.37021e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7744,23.7706,23.8777,23.8127,23.8763,23.8523,23.7954,23.822,23.8765,23.8018,23.7458,23.819,23.8168,23.8004,23.8058,23.7952,23.7946,23.7634,23.7952,23.8313,23.8034,23.7979,23.8089,23.7985,23.8187,23.792,23.8168,23.7744,23.7658,23.8061,23.806,23.7652,23.6638
-49.9724,0.994677,0.458548,2,3,0,50.1379,0.278353,0.00441018,0.278353,0.00441018,3.26117e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7955,23.8221,23.8766,23.8019,23.7459,23.8191,23.817,23.8005,23.806,23.7954,23.7947,23.7636,23.7954,23.8316,23.8037,23.7982,23.8092,23.7989,23.8191,23.7924,23.8172,23.7749,23.7663,23.8067,23.8066,23.7659,23.6646
-50.0685,0.997653,0.458548,3,7,0,50.1228,0.277133,0.0274541,0.277133,0.0274541,3.26105e+07,1.3702e+06,57571.6,23.8155,23.7561,23.7815,23.7805,23.7817,23.7722,23.7424,23.7744,23.7705,23.8776,23.8126,23.8762,23.8523,23.7953,23.8219,23.8764,23.8017,23.7456,23.8188,23.8166,23.8002,23.8056,23.795,23.7943,23.7631,23.7949,23.831,23.8031,23.7976,23.8086,23.7982,23.8183,23.7916,23.8163,23.7739,23.7652,23.8054,23.8052,23.7642,23.6627
-52.0337,0.616998,0.458548,2,7,0,54.2365,0.260429,0.391241,0.260429,0.391241,3.26376e+07,1.37076e+06,57571.6,23.8163,23.7571,23.783,23.7823,23.7839,23.7747,23.7453,23.7777,23.7742,23.8817,23.8171,23.8812,23.8576,23.8012,23.8281,23.8831,23.8089,23.7533,23.827,23.8253,23.8094,23.8154,23.8054,23.8052,23.7746,23.807,23.8438,23.8165,23.8116,23.8233,23.8135,23.8343,23.8083,23.8338,23.7921,23.7842,23.8251,23.8253,23.7845,23.6822
-51.6296,0.84411,0.458548,2,3,0,52.7089,0.262855,0.168505,0.262855,0.168505,3.26021e+07,1.37002e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7718,23.7419,23.7738,23.7699,23.8769,23.8118,23.8753,23.8513,23.7942,23.8206,23.875,23.8002,23.744,23.817,23.8147,23.7981,23.8033,23.7925,23.7916,23.7602,23.7917,23.8276,23.7993,23.7935,23.804,23.7932,23.8129,23.7856,23.8096,23.7665,23.7566,23.7957,23.7941,23.7503,23.6457
-51.1629,0.977212,0.458548,3,7,0,52.6298,0.299052,-0.0333364,0.299052,-0.0333364,3.26362e+07,1.37073e+06,57571.6,23.816,23.7567,23.7825,23.7817,23.7832,23.7739,23.7444,23.7767,23.7731,23.8805,23.8158,23.8798,23.8561,23.7996,23.8264,23.8813,23.8071,23.7514,23.8251,23.8234,23.8075,23.8134,23.8035,23.8033,23.7728,23.8053,23.8422,23.8151,23.8104,23.8224,23.813,23.8343,23.8088,23.8352,23.7943,23.788,23.8306,23.8332,23.7973,23.7009
-51.6353,0.952702,0.458548,1,1,0,51.6692,0.301474,-0.0312591,0.301474,-0.0312591,3.26389e+07,1.37079e+06,57571.6,23.8161,23.7568,23.7826,23.7819,23.7833,23.7741,23.7446,23.7769,23.7734,23.8808,23.8161,23.8802,23.8565,23.8,23.8269,23.8819,23.8077,23.7521,23.8258,23.8241,23.8083,23.8143,23.8044,23.8043,23.7739,23.8065,23.8435,23.8164,23.8118,23.8239,23.8146,23.836,23.8107,23.8372,23.7965,23.7905,23.8333,23.8361,23.8008,23.705
-52.4087,0.859078,0.458548,3,7,0,55.2836,0.2734,-0.344864,0.2734,-0.344864,3.26423e+07,1.37086e+06,57571.6,23.8163,23.7572,23.783,23.7824,23.784,23.7749,23.7455,23.7779,23.7745,23.882,23.8174,23.8816,23.858,23.8016,23.8286,23.8837,23.8095,23.754,23.8278,23.8262,23.8104,23.8165,23.8066,23.8065,23.7761,23.8087,23.8456,23.8185,23.8138,23.8258,23.8163,23.8375,23.8118,23.8378,23.7966,23.7896,23.8313,23.8326,23.794,23.6942
-51.7426,0.837553,0.458548,2,3,0,53.0508,0.267609,-0.351233,0.267609,-0.351233,3.26369e+07,1.37075e+06,57571.6,23.8163,23.757,23.7829,23.7822,23.7837,23.7745,23.7451,23.7775,23.774,23.8814,23.8168,23.8809,23.8572,23.8008,23.8277,23.8826,23.8084,23.7528,23.8265,23.8248,23.8089,23.8149,23.8049,23.8047,23.7741,23.8065,23.8433,23.816,23.8111,23.8229,23.8132,23.8341,23.8081,23.8338,23.7922,23.7846,23.8257,23.8264,23.7865,23.6853
-51.3666,0.960892,0.458548,1,3,0,52.2241,0.261615,-0.357636,0.261615,-0.357636,3.26312e+07,1.37063e+06,57571.6,23.8161,23.7569,23.7827,23.7819,23.7834,23.7742,23.7447,23.777,23.7734,23.8808,23.8161,23.8802,23.8564,23.7999,23.8267,23.8816,23.8073,23.7516,23.8252,23.8234,23.8074,23.8132,23.8031,23.8028,23.772,23.8043,23.8409,23.8134,23.8083,23.8198,23.8099,23.8305,23.8043,23.8295,23.7875,23.7794,23.8199,23.8199,23.7786,23.676
-51.5373,0.908097,0.458548,2,3,0,51.8138,0.258991,-0.240833,0.258991,-0.240833,3.26066e+07,1.37011e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7722,23.7424,23.7744,23.7705,23.8776,23.8125,23.8762,23.8522,23.7952,23.8217,23.8762,23.8014,23.7453,23.8185,23.8162,23.7997,23.805,23.7943,23.7935,23.7622,23.7938,23.8297,23.8016,23.7958,23.8065,23.7958,23.8155,23.7883,23.8124,23.7694,23.7597,23.7988,23.7971,23.7532,23.6483
-51.288,0.963831,0.458548,2,3,0,51.921,0.273558,-0.304139,0.273558,-0.304139,3.26344e+07,1.3707e+06,57571.6,23.8162,23.7569,23.7827,23.782,23.7834,23.7742,23.7447,23.7771,23.7735,23.8809,23.8162,23.8803,23.8566,23.8001,23.827,23.8819,23.8076,23.7519,23.8256,23.8239,23.8079,23.8138,23.8038,23.8035,23.7729,23.8053,23.842,23.8147,23.8098,23.8215,23.8118,23.8327,23.8067,23.8324,23.7908,23.7834,23.8247,23.8256,23.7863,23.6859
-51.4733,1,0.458548,2,3,0,51.871,0.256611,-0.280501,0.256611,-0.280501,3.26101e+07,1.37019e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.7821,23.7726,23.7428,23.7748,23.771,23.8781,23.8131,23.8768,23.8529,23.796,23.8225,23.8771,23.8024,23.7463,23.8195,23.8174,23.8009,23.8063,23.7957,23.7949,23.7637,23.7954,23.8314,23.8034,23.7977,23.8084,23.7978,23.8176,23.7905,23.8147,23.7718,23.7621,23.8013,23.7997,23.7557,23.6507
-52.6874,0.662368,0.458548,2,7,0,53.49,0.244004,-0.465916,0.244004,-0.465916,3.2638e+07,1.37077e+06,57571.6,23.8164,23.7573,23.7832,23.7825,23.7841,23.7751,23.7457,23.7781,23.7747,23.8822,23.8176,23.8818,23.8582,23.8018,23.8287,23.8838,23.8096,23.754,23.8278,23.8261,23.8102,23.8161,23.8062,23.8059,23.7753,23.8077,23.8444,23.817,23.812,23.8236,23.8136,23.8343,23.808,23.8331,23.791,23.7824,23.8225,23.8217,23.7786,23.6735
-52.6921,0.618217,0.458548,2,5,0,53.7685,0.23389,-0.459045,0.23389,-0.459045,3.26239e+07,1.37048e+06,57571.6,23.8161,23.7569,23.7826,23.7819,23.7834,23.7741,23.7446,23.7769,23.7733,23.8806,23.8159,23.8798,23.8561,23.7995,23.8262,23.881,23.8066,23.7508,23.8243,23.8224,23.8062,23.8118,23.8015,23.801,23.77,23.802,23.8383,23.8105,23.805,23.816,23.8056,23.8256,23.7986,23.8228,23.7798,23.77,23.8088,23.8064,23.7603,23.6523
-50.6786,0.878408,0.458548,3,11,0,52.9013,0.264945,-0.272959,0.264945,-0.272959,3.26187e+07,1.37037e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7756,23.7718,23.8791,23.8142,23.878,23.8541,23.7973,23.824,23.8787,23.8041,23.7482,23.8216,23.8196,23.8033,23.8089,23.7985,23.7979,23.7669,23.7988,23.8351,23.8073,23.8019,23.813,23.8028,23.823,23.7964,23.8211,23.7788,23.77,23.8101,23.8095,23.7675,23.6646
-50.8897,0.96115,0.458548,3,7,0,50.998,0.265115,-0.313435,0.265115,-0.313435,3.26262e+07,1.37052e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7764,23.7727,23.8801,23.8153,23.8792,23.8554,23.7988,23.8256,23.8804,23.8059,23.7502,23.8237,23.8218,23.8057,23.8114,23.8012,23.8007,23.7699,23.802,23.8385,23.8109,23.8057,23.8171,23.807,23.8276,23.8012,23.8263,23.7842,23.7759,23.8164,23.8162,23.775,23.6726
-51.4226,0.859571,0.458548,2,7,0,52.5969,0.25667,-0.373255,0.25667,-0.373255,3.26289e+07,1.37058e+06,57571.6,23.8161,23.7568,23.7826,23.7819,23.7833,23.7741,23.7446,23.7769,23.7733,23.8807,23.8159,23.8799,23.8562,23.7996,23.8264,23.8813,23.8069,23.7512,23.8247,23.8229,23.8068,23.8126,23.8024,23.8021,23.7713,23.8034,23.8399,23.8124,23.8072,23.8186,23.8085,23.829,23.8026,23.8276,23.7854,23.7769,23.8171,23.8166,23.7744,23.6708
-52.0162,0.977002,0.458548,2,3,0,52.0923,0.246717,-0.360408,0.246717,-0.360408,3.26142e+07,1.37027e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7755,23.7718,23.879,23.814,23.8778,23.8539,23.7971,23.8237,23.8784,23.8038,23.7478,23.8211,23.819,23.8026,23.8081,23.7975,23.7968,23.7656,23.7974,23.8335,23.8055,23.7998,23.8106,23.8,23.8199,23.7927,23.8169,23.7738,23.7639,23.8029,23.8008,23.7557,23.6492
-52.0162,0.349228,0.458548,2,3,0,52.8373,0.246717,-0.360408,0.246717,-0.360408,3.26142e+07,1.37027e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7755,23.7718,23.879,23.814,23.8778,23.8539,23.7971,23.8237,23.8784,23.8038,23.7478,23.8211,23.819,23.8026,23.8081,23.7975,23.7968,23.7656,23.7974,23.8335,23.8055,23.7998,23.8106,23.8,23.8199,23.7927,23.8169,23.7738,23.7639,23.8029,23.8008,23.7557,23.6492
-52.0162,0.527213,0.458548,1,1,0,52.9086,0.246717,-0.360408,0.246717,-0.360408,3.26142e+07,1.37027e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7755,23.7718,23.879,23.814,23.8778,23.8539,23.7971,23.8237,23.8784,23.8038,23.7478,23.8211,23.819,23.8026,23.8081,23.7975,23.7968,23.7656,23.7974,23.8335,23.8055,23.7998,23.8106,23.8,23.8199,23.7927,23.8169,23.7738,23.7639,23.8029,23.8008,23.7557,23.6492
-54.3945,0.196382,0.458548,3,7,0,56.1582,0.270416,-0.403734,0.270416,-0.403734,3.26523e+07,1.37107e+06,57571.6,23.8166,23.7575,23.7835,23.783,23.7847,23.7757,23.7465,23.7791,23.7758,23.8835,23.819,23.8834,23.8598,23.8037,23.8308,23.886,23.8121,23.7567,23.8307,23.8293,23.8137,23.82,23.8104,23.8104,23.7803,23.8131,23.8503,23.8234,23.8189,23.8312,23.822,23.8435,23.8181,23.8445,23.8036,23.7971,23.8392,23.8409,23.8028,23.7033
-50.9578,1,0.458548,1,3,0,53.0542,0.260182,-0.311727,0.260182,-0.311727,3.26201e+07,1.3704e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8545,23.7978,23.8245,23.8792,23.8046,23.7488,23.8222,23.8202,23.8039,23.8095,23.7991,23.7986,23.7676,23.7995,23.8358,23.8081,23.8027,23.8138,23.8035,23.8237,23.7971,23.8218,23.7793,23.7704,23.8103,23.8095,23.767,23.6633
-50.9578,0.268901,0.458548,2,5,0,54.8573,0.260182,-0.311727,0.260182,-0.311727,3.26201e+07,1.3704e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8545,23.7978,23.8245,23.8792,23.8046,23.7488,23.8222,23.8202,23.8039,23.8095,23.7991,23.7986,23.7676,23.7995,23.8358,23.8081,23.8027,23.8138,23.8035,23.8237,23.7971,23.8218,23.7793,23.7704,23.8103,23.8095,23.767,23.6633
-50.8788,0.924172,0.458548,2,5,0,51.5954,0.267133,-0.307677,0.267133,-0.307677,3.26275e+07,1.37055e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.7831,23.7738,23.7442,23.7765,23.7729,23.8802,23.8154,23.8794,23.8556,23.799,23.8258,23.8806,23.8062,23.7504,23.8239,23.8221,23.806,23.8117,23.8015,23.8011,23.7703,23.8025,23.839,23.8115,23.8063,23.8178,23.8078,23.8284,23.8021,23.8273,23.7853,23.7772,23.8178,23.8179,23.7771,23.6751
-50.1279,0.746854,0.458548,2,5,0,51.9463,0.276261,-0.0565148,0.276261,-0.0565148,3.26102e+07,1.37019e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7424,23.7744,23.7705,23.8776,23.8126,23.8762,23.8522,23.7953,23.8218,23.8763,23.8016,23.7456,23.8188,23.8166,23.8001,23.8055,23.795,23.7942,23.763,23.7948,23.8309,23.803,23.7974,23.8084,23.798,23.8181,23.7913,23.816,23.7736,23.7649,23.805,23.8047,23.7636,23.6619
-49.9601,0.991184,0.458548,1,3,0,50.4246,0.278302,-0.12226,0.278302,-0.12226,3.26162e+07,1.37031e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7712,23.8783,23.8134,23.8771,23.8532,23.7964,23.823,23.8776,23.803,23.747,23.8203,23.8183,23.802,23.8075,23.7971,23.7965,23.7654,23.7973,23.8336,23.8059,23.8005,23.8116,23.8014,23.8218,23.7953,23.8202,23.7781,23.7698,23.8104,23.8106,23.7702,23.6693
-49.8025,0.999588,0.458548,2,7,0,50.0545,0.284178,-0.0670496,0.284178,-0.0670496,3.26199e+07,1.37039e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7431,23.7753,23.7715,23.8787,23.8138,23.8776,23.8537,23.7969,23.8236,23.8782,23.8037,23.7478,23.8211,23.8192,23.8029,23.8085,23.7982,23.7977,23.7667,23.7988,23.8352,23.8075,23.8023,23.8136,23.8036,23.8241,23.7979,23.8231,23.7813,23.7735,23.8145,23.8153,23.7761,23.6763
-50.1151,0.919272,0.458548,2,7,0,51.0274,0.276707,0.00158564,0.276707,0.00158564,3.26098e+07,1.37018e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7704,23.8775,23.8125,23.8761,23.8521,23.7952,23.8217,23.8762,23.8015,23.7454,23.8186,23.8164,23.8,23.8054,23.7948,23.7941,23.7628,23.7946,23.8307,23.8028,23.7972,23.8082,23.7977,23.8178,23.7911,23.8157,23.7733,23.7646,23.8048,23.8044,23.7633,23.6617
-50.0093,0.993929,0.458548,2,7,0,50.3215,0.277615,-0.0605804,0.277615,-0.0605804,3.2612e+07,1.37023e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8778,23.8128,23.8765,23.8525,23.7956,23.8221,23.8767,23.802,23.746,23.8192,23.8171,23.8006,23.8061,23.7955,23.7949,23.7637,23.7955,23.8317,23.8038,23.7983,23.8093,23.799,23.8192,23.7925,23.8173,23.775,23.7664,23.8067,23.8066,23.7658,23.6645
-50.6487,0.884866,0.458548,2,7,0,52.4208,0.266949,-0.212437,0.266949,-0.212437,3.26121e+07,1.37023e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7725,23.7427,23.7748,23.771,23.8781,23.8131,23.8768,23.8529,23.796,23.8226,23.8771,23.8024,23.7464,23.8197,23.8175,23.8011,23.8065,23.796,23.7953,23.7641,23.7959,23.832,23.8041,23.7985,23.8094,23.799,23.819,23.7922,23.8167,23.7741,23.765,23.8049,23.804,23.7618,23.6586
-51.2309,0.965665,0.458548,3,7,0,51.6409,0.265797,-0.335781,0.265797,-0.335781,3.26315e+07,1.37064e+06,57571.6,23.8161,23.7569,23.7826,23.7819,23.7834,23.7741,23.7446,23.7769,23.7734,23.8808,23.816,23.8801,23.8563,23.7998,23.8266,23.8815,23.8072,23.7515,23.8251,23.8233,23.8073,23.8131,23.803,23.8027,23.772,23.8043,23.8409,23.8135,23.8084,23.82,23.8101,23.8308,23.8046,23.8299,23.7881,23.7801,23.8209,23.8211,23.7805,23.6786
